Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
supabase-prod-checklist,"DevOps engineers, Backend developers, Release managers","Execute Supabase production deployment checklist and rollback procedures","supabase production, deploy supabase, supabase go-live, supabase launch checklist","Claude Code skill; Supabase SDK; local/cloud development","Deployed Supabase integration; Health checks passing; Monitoring active; Rollback procedure documented","Reduced deployment risk; Faster go-live; Production stability","Complete production deployment with full validation",true,operations,plugins/saas-packs/supabase-pack/skills/supabase-prod-checklist/,"Read, Bash(kubectl:*), Bash(curl:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-upgrade-migration,"Backend developers, DevOps engineers, Tech leads","Analyze, plan, and execute Supabase SDK upgrades with breaking change detection","upgrade supabase, supabase migration, supabase breaking changes, update supabase SDK, analyze supabase version","Claude Code skill; Supabase SDK; local/cloud development","Updated SDK version; Fixed breaking changes; Passing test suite; Documented rollback procedure","Smooth SDK upgrades; Minimal disruption; Clear migration path","Upgrade Supabase SDK with zero breaking changes",true,operations,plugins/saas-packs/supabase-pack/skills/supabase-upgrade-migration/,"Read, Write, Edit, Bash(npm:*), Bash(git:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-ci-integration,"DevOps engineers, Backend developers, Platform engineers","Configure Supabase CI/CD integration with GitHub Actions and testing","supabase CI, supabase GitHub Actions, supabase automated tests, CI supabase","Claude Code skill; Supabase SDK; local/cloud development","Automated test pipeline; PR checks configured; Coverage reports uploaded; Release workflow ready","Consistent code quality; Automated testing; Faster release cycles","Set up complete CI/CD pipeline for Supabase",true,cicd,plugins/saas-packs/supabase-pack/skills/supabase-ci-integration/,"Read, Write, Edit, Bash(gh:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-deploy-integration,"DevOps engineers, Platform engineers, Full-stack developers","Deploy Supabase integrations to Vercel, Fly.io, and Cloud Run platforms","deploy supabase, supabase Vercel, supabase production deploy, supabase Cloud Run, supabase Fly.io","Claude Code skill; Supabase SDK; local/cloud development","Application deployed to production; Supabase secrets securely configured; Health check endpoint functional","Multi-platform deployment capability; Production-ready deployments; Flexible infrastructure","Deploy Supabase app to any major platform",true,cicd,plugins/saas-packs/supabase-pack/skills/supabase-deploy-integration/,"Read, Write, Edit, Bash(vercel:*), Bash(fly:*), Bash(gcloud:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-webhooks-events,"Backend developers, Full-stack developers, Integration engineers","Implement Supabase webhook signature validation and event handling","supabase webhook, supabase events, supabase webhook signature, handle supabase events, supabase notifications","Claude Code skill; Supabase SDK; local/cloud development","Secure webhook endpoint; Signature validation enabled; Event handlers implemented; Replay attack protection active","Secure event-driven architecture; Reliable webhook processing; Real-time integrations","Implement secure webhook handling with signature validation",true,cicd,plugins/saas-packs/supabase-pack/skills/supabase-webhooks-events/,"Read, Write, Edit, Bash(curl:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-performance-tuning,"Backend developers, Performance engineers, DevOps engineers","Optimize Supabase API performance with caching, batching, and connection pooling","supabase performance, optimize supabase, supabase latency, supabase caching, supabase slow, supabase batch","Claude Code skill; Supabase SDK; local/cloud development","Reduced API latency; Caching layer implemented; Request batching enabled; Connection pooling configured","Faster application response times; Reduced API costs; Better user experience","Achieve 50% latency reduction through optimization",true,cicd,plugins/saas-packs/supabase-pack/skills/supabase-performance-tuning/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-cost-tuning,"Finance engineers, DevOps engineers, Tech leads","Optimize Supabase costs through tier selection, sampling, and usage monitoring","supabase cost, supabase billing, reduce supabase costs, supabase pricing, supabase expensive, supabase budget","Claude Code skill; Supabase SDK; local/cloud development","Optimized tier selection; Usage monitoring implemented; Budget alerts configured; Cost reduction strategies applied","Reduced Supabase costs; Budget predictability; Cost awareness","Reduce Supabase costs by 30% through optimization",true,cicd,plugins/saas-packs/supabase-pack/skills/supabase-cost-tuning/,"Read, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-reference-architecture,"Tech leads, Architects, Senior developers","Implement Supabase reference architecture with best-practice project layout","supabase architecture, supabase best practices, supabase project structure, how to organize supabase, supabase layout","Claude Code skill; Supabase SDK; local/cloud development","Structured project layout; Client wrapper with caching; Error boundary implemented; Health checks configured","Maintainable codebase; Team alignment on patterns; Scalable architecture","Implement reference architecture for new Supabase project",true,cicd,plugins/saas-packs/supabase-pack/skills/supabase-reference-architecture/,"Read, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-multi-env-setup,"DevOps engineers, Platform engineers, Backend developers","Configure Supabase across development, staging, and production environments","supabase environments, supabase staging, supabase dev prod, supabase environment setup, supabase config by env","Claude Code skill; Supabase SDK; local/cloud development","Multi-environment config structure; Environment detection logic; Secure secret management; Production safeguards enabled","Environment parity; Safe deployments; Clear separation of concerns","Configure complete multi-environment setup",true,enterprise,plugins/saas-packs/supabase-pack/skills/supabase-multi-env-setup/,"Read, Write, Edit, Bash(aws:*), Bash(gcloud:*), Bash(vault:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-observability,"DevOps engineers, SRE engineers, Platform engineers","Set up comprehensive observability for Supabase integrations with metrics, traces, and alerts","supabase monitoring, supabase metrics, supabase observability, monitor supabase, supabase alerts, supabase tracing","Claude Code skill; Supabase SDK; local/cloud development","Metrics collection enabled; Distributed tracing configured; Structured logging implemented; Alert rules deployed","Complete visibility into Supabase operations; Faster incident detection; Proactive monitoring","Implement full observability stack for Supabase",true,enterprise,plugins/saas-packs/supabase-pack/skills/supabase-observability/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-incident-runbook,"SRE engineers, DevOps engineers, On-call engineers","Execute Supabase incident response procedures with triage, mitigation, and postmortem","supabase incident, supabase outage, supabase down, supabase on-call, supabase emergency, supabase broken","Claude Code skill; Supabase SDK; local/cloud development","Issue identified and categorized; Remediation applied; Stakeholders notified; Evidence collected for postmortem","Faster incident resolution; Consistent response procedures; Reduced MTTR","Resolve Supabase incidents within SLA targets",true,enterprise,plugins/saas-packs/supabase-pack/skills/supabase-incident-runbook/,"Read, Grep, Bash(kubectl:*), Bash(curl:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-data-handling,"Security engineers, Backend developers, Compliance engineers","Implement Supabase PII handling, data retention, and GDPR/CCPA compliance patterns","supabase data, supabase PII, supabase GDPR, supabase data retention, supabase privacy, supabase CCPA","Claude Code skill; Supabase SDK; local/cloud development","Data classification documented; PII detection implemented; Redaction in logging active; Retention policy enforced","GDPR/CCPA compliance; Protected customer data; Audit readiness","Implement complete data handling compliance",true,enterprise,plugins/saas-packs/supabase-pack/skills/supabase-data-handling/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-enterprise-rbac,"Security engineers, Enterprise architects, Platform engineers","Configure Supabase enterprise SSO, role-based access control, and organization management","supabase SSO, supabase RBAC, supabase enterprise, supabase roles, supabase permissions, supabase SAML","Claude Code skill; Supabase SDK; local/cloud development","Role definitions implemented; SSO integration configured; Permission middleware active; Audit trail enabled","Enterprise-grade access control; SSO integration; Compliance with security policies","Implement enterprise RBAC with SSO integration",true,enterprise,plugins/saas-packs/supabase-pack/skills/supabase-enterprise-rbac/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-migration-deep-dive,"Tech leads, Backend developers, Database architects","Execute Supabase major re-architecture and migration strategies with strangler fig pattern","migrate supabase, supabase migration, switch to supabase, supabase replatform, supabase upgrade major","Claude Code skill; Supabase SDK; local/cloud development","Migration assessment complete; Adapter layer implemented; Data migrated successfully; Traffic fully shifted","Smooth migration with minimal disruption; Clear rollback path; Data integrity maintained","Complete Supabase migration with zero data loss",true,enterprise,plugins/saas-packs/supabase-pack/skills/supabase-migration-deep-dive/,"Read, Write, Edit, Bash(npm:*), Bash(node:*), Bash(kubectl:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-advanced-troubleshooting,"Senior developers, SRE engineers, Support engineers","Apply Supabase advanced debugging techniques for hard-to-diagnose issues","supabase hard bug, supabase mystery error, supabase impossible to debug, difficult supabase issue, supabase deep debug","Claude Code skill; Supabase SDK; local/cloud development","Comprehensive debug bundle collected; Failure layer identified; Minimal reproduction created; Support escalation submitted","Resolution of complex issues; Evidence-based debugging; Faster support escalation","Diagnose and resolve complex Supabase issues",true,advanced,plugins/saas-packs/supabase-pack/skills/supabase-advanced-troubleshooting/,"Read, Grep, Bash(kubectl:*), Bash(curl:*), Bash(tcpdump:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-load-scale,"Performance engineers, DevOps engineers, Platform engineers","Implement Supabase load testing, auto-scaling, and capacity planning strategies","supabase load test, supabase scale, supabase performance test, supabase capacity, supabase k6, supabase benchmark","Claude Code skill; Supabase SDK; local/cloud development","Load test script created; HPA configured; Benchmark results documented; Capacity recommendations defined","Validated performance under load; Auto-scaling capability; Capacity planning data","Validate Supabase performance at 10x current load",true,advanced,plugins/saas-packs/supabase-pack/skills/supabase-load-scale/,"Read, Write, Edit, Bash(k6:*), Bash(kubectl:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-reliability-patterns,"SRE engineers, Backend developers, Platform engineers","Implement Supabase reliability patterns including circuit breakers, idempotency, and graceful degradation","supabase reliability, supabase circuit breaker, supabase idempotent, supabase resilience, supabase fallback, supabase bulkhead","Claude Code skill; Supabase SDK; local/cloud development","Circuit breaker protecting Supabase calls; Idempotency preventing duplicates; Bulkhead isolation implemented; DLQ for failed operations","Production-grade reliability; Fault tolerance; Graceful degradation","Implement complete reliability patterns for production",true,advanced,plugins/saas-packs/supabase-pack/skills/supabase-reliability-patterns/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-policy-guardrails,"Platform engineers, Tech leads, Security engineers","Implement Supabase lint rules, policy enforcement, and automated guardrails","supabase policy, supabase lint, supabase guardrails, supabase best practices check, supabase eslint","Claude Code skill; Supabase SDK; local/cloud development","ESLint plugin with Supabase rules; Pre-commit hooks blocking secrets; CI policy checks passing; Runtime guardrails active","Consistent code quality; Prevented security issues; Enforced best practices","Implement automated policy enforcement",true,advanced,plugins/saas-packs/supabase-pack/skills/supabase-policy-guardrails/,"Read, Write, Edit, Bash(npx:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-architecture-variants,"Architects, Tech leads, Senior developers","Choose and implement Supabase validated architecture blueprints for different scales","supabase architecture, supabase blueprint, how to structure supabase, supabase project layout, supabase microservice","Claude Code skill; Supabase SDK; local/cloud development","Architecture variant selected; Project structure implemented; Migration path documented; Appropriate patterns applied","Right-sized architecture; Clear scaling path; Team alignment","Select and implement appropriate architecture variant",true,advanced,plugins/saas-packs/supabase-pack/skills/supabase-architecture-variants/,"Read, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
supabase-known-pitfalls,"All developers, Code reviewers, Tech leads","Identify and avoid Supabase anti-patterns and common integration mistakes","supabase mistakes, supabase anti-patterns, supabase pitfalls, supabase what not to do, supabase code review","Claude Code skill; Supabase SDK; local/cloud development","Anti-patterns identified; Fixes prioritized and implemented; Prevention measures in place; Code quality improved","Fewer production issues; Better code quality; Faster code reviews","Eliminate common Supabase anti-patterns from codebase",true,advanced,plugins/saas-packs/supabase-pack/skills/supabase-known-pitfalls/,"Read, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
