Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
exa-prod-checklist,"DevOps engineers, Release managers, SREs","Execute production deployment checklist for Exa integrations including pre-flight checks and monitoring","exa production, deploy exa, exa go-live, exa launch checklist","Claude Code skill; Exa platform; local/cloud development","Deployed integration, health checks passing, monitoring active, fallback procedures documented","Zero-downtime deployments, reduced production incidents","100% deployment success rate with instant fallback capability","true","operations","plugins/saas-packs/exa-pack/skills/exa-prod-checklist/","Read, Bash(curl:*), Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-upgrade-migration,"Tech leads, Platform engineers, Senior developers","Analyze, plan, and execute Exa SDK upgrades with breaking change detection and rollback procedures","upgrade exa, exa migration, exa breaking changes, update exa SDK","Claude Code skill; Exa platform; local/cloud development","Updated SDK version, fixed breaking changes, passing test suite, documented rollback procedure","Smooth version transitions, reduced upgrade-related incidents","Complete SDK upgrades with zero production impact","true","operations","plugins/saas-packs/exa-pack/skills/exa-upgrade-migration/","Read, Write, Edit, Bash(npm:*), Bash(pip:*), Bash(git:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-ci-integration,"DevOps engineers, Platform engineers, Release managers","Configure Exa CI/CD integration with GitHub Actions, automated testing, and quality gates","exa CI, exa GitHub Actions, exa automated tests, CI exa pipeline","Claude Code skill; Exa platform; local/cloud development","Automated test pipeline, PR checks configured, search quality tests, release workflow ready","Faster release cycles, improved search quality, reduced manual testing","100% automated testing coverage for Exa integrations","true","cicd","plugins/saas-packs/exa-pack/skills/exa-ci-integration/","Read, Write, Edit, Bash(gh:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-rag-integration,"AI engineers, ML engineers, LLM application developers","Build RAG (Retrieval Augmented Generation) pipelines using Exa for real-time web knowledge retrieval","exa RAG, exa LLM, exa retrieval, exa augmented generation, exa chatbot","Claude Code skill; Exa platform; local/cloud development","Working RAG pipeline with Exa retrieval, LLM integration, context windowing, source attribution","Enhanced LLM accuracy with real-time data, reduced hallucinations","95% retrieval relevance for RAG queries, proper source citation","true","cicd","plugins/saas-packs/exa-pack/skills/exa-rag-integration/","Read, Write, Edit, Bash(npm:*), Bash(pip:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-similarity-search,"ML engineers, Recommendation system developers, Data scientists","Implement similarity search using Exa's find_similar endpoint for content discovery and recommendations","exa similar, find similar exa, exa similarity, exa related content, exa recommendations","Claude Code skill; Exa platform; local/cloud development","Similarity search endpoint configured, relevance thresholds set, deduplication active","Improved content discovery, enhanced recommendation quality","Find relevant similar content for 90% of seed URLs","true","cicd","plugins/saas-packs/exa-pack/skills/exa-similarity-search/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-performance-tuning,"Performance engineers, Senior developers, Platform engineers","Optimize Exa API performance with caching, batching, result limiting, and response time optimization","exa performance, optimize exa, exa latency, exa caching, exa slow, exa batch","Claude Code skill; Exa platform; local/cloud development","Reduced API latency, caching layer for repeated queries, batch requests configured","Improved user experience, reduced API costs","50% reduction in average response time, 80% cache hit rate","true","cicd","plugins/saas-packs/exa-pack/skills/exa-performance-tuning/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-cost-tuning,"Platform engineers, FinOps engineers, Engineering managers","Optimize Exa costs through tier selection, result limiting, content option optimization, and usage monitoring","exa cost, exa billing, reduce exa costs, exa pricing, exa expensive, exa budget","Claude Code skill; Exa platform; local/cloud development","Optimized result counts, minimal content extraction options, usage monitoring with alerts","Reduced API costs, predictable billing, optimized resource usage","40% cost reduction through search optimization and caching","true","cicd","plugins/saas-packs/exa-pack/skills/exa-cost-tuning/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-reference-architecture,"Architects, Tech leads, Senior developers","Implement production-ready reference architecture with search service layer, caching, and fallbacks","exa architecture, exa best practices, exa project structure, how to organize exa","Claude Code skill; Exa platform; local/cloud development","Structured project layout, search service wrapper with caching, error boundary, health checks","Maintainable codebase, faster onboarding, consistent patterns","Team adoption of reference architecture within 1 sprint","true","cicd","plugins/saas-packs/exa-pack/skills/exa-reference-architecture/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-multi-env-setup,"DevOps engineers, Platform engineers, Cloud architects","Configure Exa across development, staging, and production environments with environment-specific settings","exa environments, exa staging, exa dev prod, exa environment setup, exa config by env","Claude Code skill; Exa platform; local/cloud development","Multi-environment config structure, environment detection, secure API key management per environment","Environment isolation, reduced prod incidents, safer deployments","Zero cross-environment configuration incidents","true","enterprise","plugins/saas-packs/exa-pack/skills/exa-multi-env-setup/","Read, Write, Edit, Bash(aws:*), Bash(gcloud:*), Bash(vault:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-observability,"SREs, DevOps engineers, Platform engineers","Set up comprehensive observability with metrics, tracing, and alerting for Exa search operations","exa monitoring, exa metrics, exa observability, monitor exa, exa alerts, exa tracing","Claude Code skill; Exa platform; local/cloud development","Metrics collection for search latency and success rates, distributed tracing, alert rules deployed","Faster incident detection, improved MTTR, proactive issue resolution","<5 minute detection time for Exa-related incidents","true","enterprise","plugins/saas-packs/exa-pack/skills/exa-observability/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-incident-runbook,"SREs, On-call engineers, DevOps engineers","Execute rapid incident response for Exa outages with triage, mitigation, and fallback activation","exa incident, exa outage, exa down, exa on-call, exa emergency","Claude Code skill; Exa platform; local/cloud development","Issue identified and categorized, fallback search activated, stakeholders notified, evidence collected","Reduced MTTR, consistent incident response, graceful degradation","<15 minute MTTR for P1 Exa incidents with fallback activation","true","enterprise","plugins/saas-packs/exa-pack/skills/exa-incident-runbook/","Read, Grep, Bash(curl:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-data-handling,"Security engineers, Privacy engineers, Compliance officers","Implement data handling policies for search queries, result caching, and PII considerations","exa data, exa privacy, exa GDPR, exa data retention, exa compliance","Claude Code skill; Exa platform; local/cloud development","Query logging policy implemented, cache retention configured, PII handling documented","Regulatory compliance, reduced privacy incidents, audit readiness","100% compliance with data handling requirements for search operations","true","enterprise","plugins/saas-packs/exa-pack/skills/exa-data-handling/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-enterprise-scaling,"Platform architects, Engineering managers, Senior developers","Design enterprise-scale Exa integration with multi-tenant support, usage quotas, and team management","exa enterprise, exa multi-tenant, exa scale, exa team, exa organization","Claude Code skill; Exa platform; local/cloud development","Multi-tenant configuration, per-team usage quotas, centralized monitoring, access controls","Enterprise-ready search infrastructure, team isolation, cost attribution","Support 100+ teams with isolated usage tracking and quotas","true","enterprise","plugins/saas-packs/exa-pack/skills/exa-enterprise-scaling/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-migration-strategies,"Tech leads, Platform architects, Migration specialists","Execute migration from other search providers to Exa with parallel running and quality comparison","migrate to exa, exa migration, switch to exa, replace elasticsearch exa, replace algolia exa","Claude Code skill; Exa platform; local/cloud development","Migration assessment complete, adapter layer implemented, parallel search running, quality comparison metrics","Zero-downtime migration, improved search quality, successful platform transition","Complete migration with <1 hour cumulative downtime and equal or better relevance","true","enterprise","plugins/saas-packs/exa-pack/skills/exa-migration-strategies/","Read, Write, Edit, Bash(npm:*), Bash(pip:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-advanced-troubleshooting,"Senior SREs, Staff engineers, Support escalation engineers","Apply advanced debugging for hard-to-diagnose Exa issues including relevance problems and edge cases","exa hard bug, exa mystery error, exa impossible to debug, difficult exa issue, exa deep debug","Claude Code skill; Exa platform; local/cloud development","Comprehensive debug bundle, relevance analysis complete, minimal reproduction, support escalation submitted","Resolved edge-case issues, improved system understanding, better support collaboration","Successfully diagnose 95% of escalated issues","true","advanced","plugins/saas-packs/exa-pack/skills/exa-advanced-troubleshooting/","Read, Grep, Bash(curl:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-embedding-integration,"ML engineers, AI researchers, Vector database developers","Integrate Exa neural embeddings with vector databases for custom similarity and clustering","exa embeddings, exa vectors, exa neural, exa pinecone, exa weaviate, exa vector db","Claude Code skill; Exa platform; local/cloud development","Embedding extraction working, vector database integration configured, similarity search operational","Custom semantic search infrastructure, enhanced ML pipelines","Sub-100ms similarity search across 1M+ vectors","true","advanced","plugins/saas-packs/exa-pack/skills/exa-embedding-integration/","Read, Write, Edit, Bash(npm:*), Bash(pip:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-load-scale,"Performance engineers, SREs, Capacity planners","Implement load testing, auto-scaling strategies, and capacity planning for Exa search workloads","exa load test, exa scale, exa performance test, exa capacity, exa benchmark","Claude Code skill; Exa platform; local/cloud development","Load test script created, scaling thresholds defined, benchmark results documented, capacity plan ready","Predictable performance, cost-efficient capacity, handling traffic spikes","Handle 10x traffic surge with <20% latency degradation","true","advanced","plugins/saas-packs/exa-pack/skills/exa-load-scale/","Read, Write, Edit, Bash(k6:*), Bash(artillery:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-reliability-patterns,"SREs, Platform engineers, Senior architects","Implement circuit breakers, fallback search providers, and graceful degradation for Exa reliability","exa reliability, exa circuit breaker, exa fallback, exa resilience, exa degradation","Claude Code skill; Exa platform; local/cloud development","Circuit breaker protecting calls, fallback provider configured, graceful degradation active","99.9% search availability, graceful degradation, reduced cascading failures","Zero complete search outages through fallback activation","true","advanced","plugins/saas-packs/exa-pack/skills/exa-reliability-patterns/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-search-quality,"Search quality engineers, ML engineers, Product managers","Implement search quality measurement with relevance scoring, A/B testing, and quality dashboards","exa quality, exa relevance, exa A/B test, exa search metrics, exa NDCG, exa MRR","Claude Code skill; Exa platform; local/cloud development","Relevance metrics implemented (NDCG, MRR), A/B test framework configured, quality dashboard deployed","Data-driven search improvements, measurable relevance gains","10% improvement in NDCG through iterative query optimization","true","advanced","plugins/saas-packs/exa-pack/skills/exa-search-quality/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
exa-known-pitfalls,"All Exa developers, Code reviewers, Tech leads","Identify and avoid 10 common anti-patterns including over-fetching, ignoring search modes, and missing caching","exa mistakes, exa anti-patterns, exa pitfalls, exa what not to do, exa code review","Claude Code skill; Exa platform; local/cloud development","Anti-patterns identified, fixes prioritized and implemented, prevention measures in place","Reduced production incidents, improved code quality, faster code reviews","Eliminate 100% of common pitfalls in new code","true","advanced","plugins/saas-packs/exa-pack/skills/exa-known-pitfalls/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
