Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
perplexity-upgrade-migration,Developer upgrading integration,Migrate and upgrade Perplexity integrations safely,When updating dependencies or migrating to new API versions,Development and staging environments,Successful migration with no breaking changes,Maintained stability during upgrades,Safely upgrade integrations,Yes,operations,plugins/saas-packs/perplexity-pack/skills/perplexity-upgrade-migration/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-streaming-search,Developer building real-time apps,Configure streaming responses for real-time search applications,When building chat interfaces or live search outputs,Real-time application environment,Smooth streaming with proper chunk handling,Responsive user experience,Enable streaming search responses,Yes,cicd,plugins/saas-packs/perplexity-pack/skills/perplexity-streaming-search/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-caching-strategy,Developer optimizing performance,Implement caching strategies to reduce API calls and costs,When optimizing costs or reducing latency,Caching infrastructure like Redis,Significant cost reduction through intelligent caching,Lower operational costs,Implement effective caching,Yes,cicd,plugins/saas-packs/perplexity-pack/skills/perplexity-caching-strategy/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-search-pipelines,Developer automating research,Build automated search and research pipelines,When creating automated research workflows,Pipeline orchestration environment,Reliable automated search workflows,Efficient research automation,Build search automation pipelines,Yes,cicd,plugins/saas-packs/perplexity-pack/skills/perplexity-search-pipelines/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-testing-framework,Developer testing integrations,Implement testing strategies for Perplexity integrations,When setting up CI/CD or testing search functionality,Testing environment and CI/CD pipeline,Comprehensive test coverage with mocking,Reliable deployments with quality gates,Build robust testing framework,Yes,cicd,plugins/saas-packs/perplexity-pack/skills/perplexity-testing-framework/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-monitoring-alerts,DevOps engineer,Set up monitoring and alerting for Perplexity operations,When building production observability,Monitoring and alerting infrastructure,Proactive monitoring with actionable alerts,Early detection of issues,Configure monitoring and alerts,Yes,cicd,plugins/saas-packs/perplexity-pack/skills/perplexity-monitoring-alerts/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-load-testing,Performance engineer,Load test Perplexity integrations for scale,When validating system capacity,Load testing environment,Performance validated under expected load,Confidence in system scalability,Validate performance under load,Yes,cicd,plugins/saas-packs/perplexity-pack/skills/perplexity-load-testing/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-reference-architecture,Solutions architect,Production-ready reference architecture for Perplexity,When designing scalable AI search platforms,Cloud infrastructure design phase,Complete architecture with best practices,Scalable and maintainable search platform,Design production architecture,Yes,enterprise,plugins/saas-packs/perplexity-pack/skills/perplexity-reference-architecture/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-team-management,Team lead or admin,Configure Perplexity for team and organization use,When setting up shared access or managing teams,Organization settings and admin panel,Role-based access with key isolation,Organized team collaboration,Set up team access and permissions,Yes,enterprise,plugins/saas-packs/perplexity-pack/skills/perplexity-team-management/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-cost-controls,Finance or operations lead,Implement cost controls and budget management,When managing spending limits or preventing overruns,Cost tracking and budgeting systems,Budget enforcement preventing overruns,Controlled spending within approved limits,Control API costs,Yes,enterprise,plugins/saas-packs/perplexity-pack/skills/perplexity-cost-controls/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-usage-analytics,Data analyst or operations,Build usage analytics and reporting for Perplexity,When tracking usage patterns or creating dashboards,Analytics and reporting systems,Comprehensive usage metrics and dashboards,Data-driven optimization,Analyze and report on usage,Yes,enterprise,plugins/saas-packs/perplexity-pack/skills/perplexity-usage-analytics/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-data-governance,Security or compliance team,Implement data governance controls for Perplexity usage,When handling sensitive queries or ensuring compliance,Data handling and governance systems,Proper data handling with governance controls,Compliant search operations,Ensure data governance,Yes,enterprise,plugins/saas-packs/perplexity-pack/skills/perplexity-data-governance/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-audit-logging,Security or compliance team,Implement comprehensive audit logging for search operations,When tracking queries or preparing for audits,Logging and audit infrastructure,Complete audit trail with integrity verification,Compliance-ready audit documentation,Enable comprehensive audit logging,Yes,enterprise,plugins/saas-packs/perplexity-pack/skills/perplexity-audit-logging/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-pro-features,Developer maximizing capabilities,Leverage Perplexity Pro features and advanced capabilities,When needing enhanced search or research features,Perplexity Pro subscription environment,Full utilization of Pro tier capabilities,Maximum value from Pro subscription,Maximize Pro subscription value,Yes,advanced,plugins/saas-packs/perplexity-pack/skills/perplexity-pro-features/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-research-workflows,Researcher or analyst,Build comprehensive research workflows with Perplexity,When conducting deep research or competitive analysis,Research automation environment,Systematic research with comprehensive coverage,Efficient research with actionable insights,Build research automation,Yes,advanced,plugins/saas-packs/perplexity-pack/skills/perplexity-research-workflows/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-multi-query,Developer optimizing search,Implement multi-query strategies for comprehensive results,When needing thorough coverage of a topic,Query orchestration environment,Comprehensive results from multiple query angles,Thorough research with minimal gaps,Optimize multi-query strategies,Yes,advanced,plugins/saas-packs/perplexity-pack/skills/perplexity-multi-query/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-context-refinement,Developer improving accuracy,Refine search context for more accurate results,When improving search precision and relevance,Search context management systems,Improved search accuracy through context,Higher quality research outputs,Refine search context,Yes,advanced,plugins/saas-packs/perplexity-pack/skills/perplexity-context-refinement/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-knowledge-synthesis,Developer building knowledge systems,Synthesize knowledge from multiple Perplexity searches,When aggregating information across topics,Knowledge aggregation systems,Coherent knowledge synthesis from multiple sources,Comprehensive understanding from search,Build knowledge synthesis systems,Yes,advanced,plugins/saas-packs/perplexity-pack/skills/perplexity-knowledge-synthesis/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
perplexity-known-pitfalls,Developer troubleshooting,Avoid common mistakes when using Perplexity,When troubleshooting issues or learning best practices,Development and production environments,Avoided common mistakes and implemented best practices,Reduced errors and improved reliability,Prevent common implementation mistakes,Yes,advanced,plugins/saas-packs/perplexity-pack/skills/perplexity-known-pitfalls/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
