Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
openrouter-cost-controls,Finance or operations lead,Implement cost controls and budget management,When managing spending limits or preventing overruns,Cost tracking and budgeting systems,Budget enforcement preventing overruns,Controlled spending within approved limits,Control API costs,Yes,enterprise,plugins/saas-packs/openrouter-pack/skills/openrouter-cost-controls/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-usage-analytics,Data analyst or operations,Build usage analytics and reporting for OpenRouter,When tracking usage patterns or creating dashboards,Analytics and reporting systems,Comprehensive usage metrics and dashboards,Data-driven optimization,Analyze and report on usage,Yes,enterprise,plugins/saas-packs/openrouter-pack/skills/openrouter-usage-analytics/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-data-privacy,Security or compliance team,Implement data privacy controls for OpenRouter,When handling sensitive data or ensuring compliance,Data handling and privacy systems,Proper data handling with privacy controls,Compliant data processing,Ensure data privacy,Yes,enterprise,plugins/saas-packs/openrouter-pack/skills/openrouter-data-privacy/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-audit-logging,Security or compliance team,Implement comprehensive audit logging for operations,When tracking usage or preparing for audits,Logging and audit infrastructure,Complete audit trail with integrity verification,Compliance-ready audit documentation,Enable comprehensive audit logging,Yes,enterprise,plugins/saas-packs/openrouter-pack/skills/openrouter-audit-logging/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-compliance-review,Compliance officer,Conduct compliance reviews for OpenRouter integrations,When preparing for audits or reviewing security,Compliance assessment framework,Documented compliance status with remediation plan,Audit-ready compliance posture,Assess and document compliance,Yes,enterprise,plugins/saas-packs/openrouter-pack/skills/openrouter-compliance-review/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-model-routing,Developer optimizing selection,Implement intelligent model routing based on request,When dynamically selecting models per request,Request routing infrastructure,Optimal model selection per request type,Balanced cost and quality per use case,Route requests to optimal models,Yes,advanced,plugins/saas-packs/openrouter-pack/skills/openrouter-model-routing/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-function-calling,Developer building agents,Implement function calling with OpenRouter models,When building AI agents or tool-using systems,Agent or tool-calling environment,Reliable function execution with model support,Enhanced AI capabilities with tools,Enable function calling,Yes,advanced,plugins/saas-packs/openrouter-pack/skills/openrouter-function-calling/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-context-optimization,Developer optimizing prompts,Optimize context window usage across models,When maximizing context efficiency,Context management systems,Efficient token usage across model contexts,Cost-effective context utilization,Optimize context windows,Yes,advanced,plugins/saas-packs/openrouter-pack/skills/openrouter-context-optimization/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-multi-provider,Developer diversifying providers,Leverage multiple providers through OpenRouter,When diversifying AI provider dependencies,Multi-provider architecture,Seamless provider switching and redundancy,Reduced vendor lock-in risk,Use multiple providers effectively,Yes,advanced,plugins/saas-packs/openrouter-pack/skills/openrouter-multi-provider/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-performance-tuning,Performance engineer,Optimize OpenRouter performance for speed and quality,When improving response times or enhancing output,Performance testing environment,Measurable improvement in performance,Cost-effective high-quality AI operations,Optimize API performance,Yes,advanced,plugins/saas-packs/openrouter-pack/skills/openrouter-performance-tuning/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
openrouter-known-pitfalls,Developer troubleshooting,Avoid common mistakes when using OpenRouter,When troubleshooting issues or learning best practices,Development and production environments,Avoided common mistakes and implemented best practices,Reduced errors and improved reliability,Prevent common implementation mistakes,Yes,advanced,plugins/saas-packs/openrouter-pack/skills/openrouter-known-pitfalls/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
