Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
cursor-prod-checklist,Teams preparing production Cursor setups,Production readiness checklist for Cursor IDE setup covering all configuration areas,Triggers: cursor production; cursor ready; cursor checklist; optimize cursor setup,Claude Code skill; team deployment; security configuration,All checklist items verified; production configuration complete; documentation ready,Team-wide Cursor deployment success; consistent developer experience,Complete all production checklist items before team rollout,true,operations,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-prod-checklist,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-upgrade-migration,Developers upgrading or migrating Cursor,Upgrade Cursor versions and migrate settings between machines or from VS Code,Triggers: upgrade cursor; update cursor; cursor migration; cursor new version; cursor changelog,Claude Code skill; backup procedures; cross-platform migration,Settings preserved; extensions migrated; verification complete; rollback plan ready,Smooth upgrades without productivity loss; settings continuity,Complete upgrade with zero configuration loss,true,operations,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-upgrade-migration,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-composer-workflows,Developers using Composer for multi-file edits,Master Cursor Composer for multi-file AI edits including feature generation and refactoring,Triggers: cursor composer; multi-file edit; cursor generate files; composer workflow; cursor scaffold,Claude Code skill; TypeScript/React/Python; project scaffolding,Composer workflows established; multi-file generation successful; refactoring patterns defined,Faster feature development; consistent code generation across files,Generate complete features with Composer in single sessions,true,cicd,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-composer-workflows,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-rules-config,Developers configuring project-specific AI behavior,Configure .cursorrules for project-specific AI behavior including coding standards and patterns,Triggers: cursorrules; .cursorrules; cursor rules; cursor config; cursor project settings,Claude Code skill; YAML configuration; framework-specific templates,.cursorrules created and effective; coding standards enforced; AI follows project patterns,Consistent AI-generated code matching team standards,Achieve 90%+ AI compliance with project conventions,true,cicd,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-rules-config,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-context-management,Developers optimizing AI context usage,Optimize context window usage in Cursor for better AI responses and faster performance,Triggers: cursor context; context window; context limit; cursor memory; context management,Claude Code skill; @-mentions; multi-model context limits,Context optimized; efficient prompts; managed conversation length; strategic file references,Better AI responses; reduced context overflow; faster interactions,Achieve optimal context usage with zero overflow errors,true,cicd,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-context-management,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-codebase-indexing,Developers setting up semantic code search,Set up and optimize Cursor codebase indexing for semantic search and AI context,Triggers: cursor index setup; codebase indexing; index codebase; cursor semantic search,Claude Code skill; .cursorignore; large codebase optimization,Indexing configured and complete; @codebase queries working; performance optimized,AI has full codebase context; accurate semantic search,Complete indexing with <5 second search response on large codebases,true,cicd,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-codebase-indexing,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-git-integration,Developers integrating Git with Cursor AI,Integrate Git workflows with Cursor IDE including AI-powered commit messages and conflict resolution,Triggers: cursor git; git in cursor; cursor version control; cursor commit; cursor branch,Claude Code skill; Git/GitHub; AI commit generation; conflict resolution,Git integration complete; AI commit messages working; conflict resolution workflow established,Streamlined version control; better commit quality; faster merges,Generate accurate commit messages with AI assistance,true,cicd,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-git-integration,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-reference-architecture,Teams establishing Cursor project patterns,Reference architecture patterns for Cursor IDE projects including folder structure and team config,Triggers: cursor architecture; cursor project structure; cursor best practices; cursor team setup,Claude Code skill; monorepo support; CI/CD integration,Reference architecture documented; folder structure established; team configuration shared,Consistent project setup across team; scalable architecture,Establish reference architecture adopted by entire team,true,cicd,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-reference-architecture,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-team-setup,Team admins setting up Cursor for organizations,Set up Cursor for teams and organizations including plans; member management; and onboarding,Triggers: cursor team; cursor organization; cursor business; cursor enterprise setup,Claude Code skill; Business/Enterprise plans; admin dashboard,Team created; members invited; roles assigned; onboarding documented,Successful team deployment; consistent developer experience,Complete team onboarding with 100% adoption,true,enterprise,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-team-setup,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-privacy-settings,Security-conscious developers and compliance teams,Configure Cursor privacy and data handling settings including privacy mode and sensitive file exclusion,Triggers: cursor privacy; cursor data; cursor security; privacy mode; cursor telemetry,Claude Code skill; privacy mode; .cursorignore security; network configuration,Privacy settings configured; sensitive files excluded; telemetry managed; audit ready,Data protection compliance; reduced exposure risk,Achieve full privacy compliance for sensitive projects,true,enterprise,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-privacy-settings,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-api-key-management,Developers using own API keys with Cursor,Manage API keys and authentication in Cursor for OpenAI; Anthropic; Azure; and Google,Triggers: cursor api key; cursor openai key; cursor anthropic key; own api key cursor,Claude Code skill; multi-provider API keys; secrets management,API keys configured securely; cost management in place; team key strategy defined,Controlled AI costs; secure key management; compliance,Achieve secure API key management with rotation schedule,true,enterprise,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-api-key-management,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-sso-integration,Enterprise IT admins configuring SSO,Configure SSO and enterprise authentication in Cursor including SAML; OAuth; and SCIM provisioning,Triggers: cursor sso; cursor saml; cursor oauth; enterprise cursor auth; cursor okta,Claude Code skill; SAML 2.0; Okta/Azure AD/Google Workspace,SSO configured and tested; user provisioning working; access controls defined,Enterprise-grade authentication; simplified user management,Complete SSO rollout with 100% user adoption,true,enterprise,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-sso-integration,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-usage-analytics,Team admins and managers tracking Cursor usage,Track and analyze Cursor usage metrics including user activity; cost; and feature adoption,Triggers: cursor analytics; cursor usage; cursor metrics; cursor reporting; cursor dashboard,Claude Code skill; admin dashboard; analytics API,Analytics dashboard accessed; key metrics identified; reports configured; insights actionable,Data-driven optimization; justified investment; usage visibility,Establish regular analytics review achieving optimization insights,true,enterprise,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-usage-analytics,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-compliance-audit,Security and compliance teams auditing Cursor,Compliance and security auditing for Cursor usage including SOC 2; GDPR; and HIPAA considerations,Triggers: cursor compliance; cursor audit; cursor security review; cursor soc2; cursor gdpr,Claude Code skill; audit checklists; evidence collection; remediation,Audit completed; findings documented; remediation planned; compliance verified,Regulatory compliance maintained; security posture verified,Complete compliance audit with documented evidence,true,enterprise,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-compliance-audit,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-advanced-composer,Advanced developers using complex Composer patterns,Advanced Cursor Composer techniques for complex edits including multi-file orchestration and migrations,Triggers: advanced composer; composer patterns; multi-file generation; composer refactoring,Claude Code skill; architecture refactoring; code generation pipelines,Complex multi-file operations successful; architecture migrations complete; quality controls in place,Large-scale refactoring capability; consistent code generation,Execute complex refactoring with Composer in single operations,true,advanced,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-advanced-composer,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-custom-prompts,Developers creating effective prompts,Create effective custom prompts for Cursor AI including templates and domain-specific patterns,Triggers: cursor prompts; prompt engineering cursor; better cursor prompts; cursor instructions,Claude Code skill; prompt templates; .cursorrules integration,Prompt library created; templates established; domain-specific patterns documented,Higher quality AI responses; reduced iteration; reusable prompts,Build prompt library achieving consistent high-quality outputs,true,advanced,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-custom-prompts,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-multi-repo,Developers working across multiple repositories,Work with multiple repositories in Cursor including workspaces; monorepos; and cross-project operations,Triggers: cursor multi repo; cursor multiple projects; cursor monorepo; cursor workspace,Claude Code skill; multi-root workspaces; monorepo tools (Turborepo/Nx),Multi-repo workflow established; indexing optimized; cross-project operations working,Efficient cross-project development; consistent patterns across repos,Achieve seamless multi-repo workflow with optimized context,true,advanced,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-multi-repo,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-extension-integration,Developers managing VS Code extensions in Cursor,Integrate VS Code extensions with Cursor including compatibility; conflicts; and performance,Triggers: cursor extensions; cursor vscode extensions; cursor plugins; cursor marketplace,Claude Code skill; VS Code marketplace; extension compatibility,Extensions audited; conflicts resolved; performance optimized; team list documented,Optimal extension setup; no AI conflicts; efficient IDE,Achieve clean extension setup with zero conflicts,true,advanced,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-extension-integration,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-performance-tuning,Developers optimizing Cursor performance,Optimize Cursor IDE performance including editor; extensions; AI features; and system resources,Triggers: cursor performance; cursor slow; cursor optimization; cursor memory; speed up cursor,Claude Code skill; performance diagnostics; resource management,Performance optimized; resource usage reduced; bottlenecks identified and resolved,Fast responsive IDE; efficient resource usage; no lag,Achieve sub-100ms completion response with optimized setup,true,advanced,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-performance-tuning,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
cursor-known-pitfalls,All Cursor users avoiding common mistakes,Avoid common Cursor IDE pitfalls and mistakes including AI trust; configuration; and security,Triggers: cursor pitfalls; cursor mistakes; cursor gotchas; cursor issues; cursor problems,Claude Code skill; best practices; prevention checklists,Pitfalls understood; prevention checklist followed; recovery strategies known,Reduced issues; faster troubleshooting; better practices,Prevent 90% of common issues through awareness,true,advanced,/home/jeremy/000-projects/claude-code-plugins/plugins/saas-packs/cursor-pack/skills/cursor-known-pitfalls,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
