Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
vercel-prod-checklist,"DevOps engineers, Release managers, SREs","Execute production deployment checklist including pre-flight checks, gradual rollout, and rollback procedures","vercel production, deploy vercel, vercel go-live, vercel launch checklist","Claude Code skill; Vercel platform; local/cloud development","Deployed integration, health checks passing, monitoring active, rollback procedure documented","Zero-downtime deployments, reduced production incidents","100% deployment success rate with instant rollback capability","true","operations","plugins/saas-packs/vercel-pack/skills/vercel-prod-checklist/","Read, Bash(kubectl:*), Bash(curl:*), Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-upgrade-migration,"Tech leads, Platform engineers, Senior developers","Analyze, plan, and execute Vercel SDK upgrades with breaking change detection and rollback procedures","upgrade vercel, vercel migration, vercel breaking changes, update vercel SDK, analyze vercel version","Claude Code skill; Vercel platform; local/cloud development","Updated SDK version, fixed breaking changes, passing test suite, documented rollback procedure","Smooth version transitions, reduced upgrade-related incidents","Complete SDK upgrades with zero production impact","true","operations","plugins/saas-packs/vercel-pack/skills/vercel-upgrade-migration/","Read, Write, Edit, Bash(npm:*), Bash(git:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-ci-integration,"DevOps engineers, Platform engineers, Release managers","Configure Vercel CI/CD integration with GitHub Actions, automated testing, and release workflows","vercel CI, vercel GitHub Actions, vercel automated tests, CI vercel","Claude Code skill; Vercel platform; local/cloud development","Automated test pipeline, PR checks configured, coverage reports, release workflow ready","Faster release cycles, improved code quality, reduced manual testing","100% automated testing coverage for Vercel integrations","true","cicd","plugins/saas-packs/vercel-pack/skills/vercel-ci-integration/","Read, Write, Edit, Bash(gh:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-deploy-integration,"DevOps engineers, Platform engineers, Cloud architects","Deploy Vercel integrations to Vercel, Fly.io, and Cloud Run with proper secrets management","deploy vercel, vercel Vercel, vercel production deploy, vercel Cloud Run, vercel Fly.io","Claude Code skill; Vercel platform; local/cloud development","Application deployed, secrets configured, health check functional, environment-specific config in place","Multi-platform deployment capability, reduced deployment complexity","Deploy to any platform in under 10 minutes with verified health","true","cicd","plugins/saas-packs/vercel-pack/skills/vercel-deploy-integration/","Read, Write, Edit, Bash(vercel:*), Bash(fly:*), Bash(gcloud:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-webhooks-events,"Backend developers, Integration engineers","Implement webhook signature validation, event handling, and replay protection for Vercel notifications","vercel webhook, vercel events, vercel webhook signature, handle vercel events, vercel notifications","Claude Code skill; Vercel platform; local/cloud development","Secure webhook endpoint, signature validation, event handlers, replay attack protection","Reliable event-driven integrations, secure webhook processing","100% webhook signature verification, zero duplicate event processing","true","cicd","plugins/saas-packs/vercel-pack/skills/vercel-webhooks-events/","Read, Write, Edit, Bash(curl:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-performance-tuning,"Performance engineers, Senior developers, Platform engineers","Optimize Vercel API performance with caching, batching, connection pooling, and pagination","vercel performance, optimize vercel, vercel latency, vercel caching, vercel slow, vercel batch","Claude Code skill; Vercel platform; local/cloud development","Reduced API latency, caching layer, request batching, connection pooling configured","Improved user experience, reduced infrastructure costs","50% reduction in API latency, 80% cache hit rate","true","cicd","plugins/saas-packs/vercel-pack/skills/vercel-performance-tuning/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-cost-tuning,"Platform engineers, FinOps engineers, Engineering managers","Optimize Vercel costs through tier selection, sampling, batching, and usage monitoring with budget alerts","vercel cost, vercel billing, reduce vercel costs, vercel pricing, vercel expensive, vercel budget","Claude Code skill; Vercel platform; local/cloud development","Optimized tier selection, usage monitoring, budget alerts, cost reduction strategies applied","Reduced cloud costs, predictable billing, optimized resource usage","30% cost reduction through tier optimization and batching","true","cicd","plugins/saas-packs/vercel-pack/skills/vercel-cost-tuning/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-reference-architecture,"Architects, Tech leads, Senior developers","Implement production-ready reference architecture with layered structure, client wrapper, and health checks","vercel architecture, vercel best practices, vercel project structure, how to organize vercel, vercel layout","Claude Code skill; Vercel platform; local/cloud development","Structured project layout, client wrapper with caching, error boundary, health checks configured","Maintainable codebase, faster onboarding, consistent patterns","Team adoption of reference architecture within 1 sprint","true","cicd","plugins/saas-packs/vercel-pack/skills/vercel-reference-architecture/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-multi-env-setup,"DevOps engineers, Platform engineers, Cloud architects","Configure Vercel across development, staging, and production environments with secret management","vercel environments, vercel staging, vercel dev prod, vercel environment setup, vercel config by env","Claude Code skill; Vercel platform; local/cloud development","Multi-environment config structure, environment detection, secure secret management, production safeguards","Environment isolation, reduced prod incidents, safer deployments","Zero cross-environment configuration incidents","true","enterprise","plugins/saas-packs/vercel-pack/skills/vercel-multi-env-setup/","Read, Write, Edit, Bash(aws:*), Bash(gcloud:*), Bash(vault:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-observability,"SREs, DevOps engineers, Platform engineers","Set up comprehensive observability with Prometheus metrics, OpenTelemetry traces, and alerting rules","vercel monitoring, vercel metrics, vercel observability, monitor vercel, vercel alerts, vercel tracing","Claude Code skill; Vercel platform; local/cloud development","Metrics collection enabled, distributed tracing configured, structured logging, alert rules deployed","Faster incident detection, improved MTTR, proactive issue resolution","<5 minute detection time for Vercel-related incidents","true","enterprise","plugins/saas-packs/vercel-pack/skills/vercel-observability/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-incident-runbook,"SREs, On-call engineers, DevOps engineers","Execute rapid incident response with triage, mitigation, communication templates, and postmortem procedures","vercel incident, vercel outage, vercel down, vercel on-call, vercel emergency, vercel broken","Claude Code skill; Vercel platform; local/cloud development","Issue identified and categorized, remediation applied, stakeholders notified, evidence collected","Reduced MTTR, consistent incident response, improved post-incident learning","<15 minute MTTR for P1 Vercel incidents","true","enterprise","plugins/saas-packs/vercel-pack/skills/vercel-incident-runbook/","Read, Grep, Bash(kubectl:*), Bash(curl:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-data-handling,"Security engineers, Privacy engineers, Compliance officers","Implement PII detection, data redaction, retention policies, and GDPR/CCPA compliance patterns","vercel data, vercel PII, vercel GDPR, vercel data retention, vercel privacy, vercel CCPA","Claude Code skill; Vercel platform; local/cloud development","Data classification documented, PII detection implemented, redaction active, retention policy enforced","Regulatory compliance, reduced privacy incidents, audit readiness","100% GDPR/CCPA compliance for Vercel data handling","true","enterprise","plugins/saas-packs/vercel-pack/skills/vercel-data-handling/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-enterprise-rbac,"Security architects, Identity engineers, Platform administrators","Configure enterprise SSO, role-based access control, and organization management for Vercel","vercel SSO, vercel RBAC, vercel enterprise, vercel roles, vercel permissions, vercel SAML","Claude Code skill; Vercel platform; local/cloud development","Role definitions implemented, SSO integration configured, permission middleware active, audit trail enabled","Enterprise security compliance, centralized access control, audit capability","Zero unauthorized access incidents, complete audit trail","true","enterprise","plugins/saas-packs/vercel-pack/skills/vercel-enterprise-rbac/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-migration-deep-dive,"Tech leads, Platform architects, Migration specialists","Execute major re-architecture using strangler fig pattern with data migration and traffic shifting","migrate vercel, vercel migration, switch to vercel, vercel replatform, vercel upgrade major","Claude Code skill; Vercel platform; local/cloud development","Migration assessment complete, adapter layer implemented, data migrated, traffic fully shifted","Zero-downtime migration, reduced business risk, successful platform transition","Complete migration with <1 hour cumulative downtime","true","enterprise","plugins/saas-packs/vercel-pack/skills/vercel-migration-deep-dive/","Read, Write, Edit, Bash(npm:*), Bash(node:*), Bash(kubectl:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-advanced-troubleshooting,"Senior SREs, Staff engineers, Support escalation engineers","Apply advanced debugging for hard-to-diagnose issues including race conditions and memory leaks","vercel hard bug, vercel mystery error, vercel impossible to debug, difficult vercel issue, vercel deep debug","Claude Code skill; Vercel platform; local/cloud development","Comprehensive debug bundle, failure layer identified, minimal reproduction, support escalation submitted","Resolved edge-case issues, improved system understanding, better support collaboration","Successfully diagnose 95% of escalated issues","true","advanced","plugins/saas-packs/vercel-pack/skills/vercel-advanced-troubleshooting/","Read, Grep, Bash(kubectl:*), Bash(curl:*), Bash(tcpdump:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-load-scale,"Performance engineers, SREs, Capacity planners","Implement load testing with k6, auto-scaling with HPA, and capacity planning strategies","vercel load test, vercel scale, vercel performance test, vercel capacity, vercel k6, vercel benchmark","Claude Code skill; Vercel platform; local/cloud development","Load test script created, HPA configured, benchmark results documented, capacity recommendations defined","Predictable performance, automated scaling, cost-efficient capacity","Handle 10x traffic surge with <10% latency degradation","true","advanced","plugins/saas-packs/vercel-pack/skills/vercel-load-scale/","Read, Write, Edit, Bash(k6:*), Bash(kubectl:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-reliability-patterns,"SREs, Platform engineers, Senior architects","Implement circuit breakers, idempotency, bulkhead pattern, and dead letter queues for fault tolerance","vercel reliability, vercel circuit breaker, vercel idempotent, vercel resilience, vercel fallback, vercel bulkhead","Claude Code skill; Vercel platform; local/cloud development","Circuit breaker protecting calls, idempotency preventing duplicates, bulkhead isolation, DLQ for failures","99.9% uptime, graceful degradation, reduced cascading failures","Zero cascading failures from Vercel outages","true","advanced","plugins/saas-packs/vercel-pack/skills/vercel-reliability-patterns/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-policy-guardrails,"Security engineers, Platform engineers, Tech leads","Implement ESLint rules, pre-commit hooks, CI policy checks, and runtime guardrails for Vercel","vercel policy, vercel lint, vercel guardrails, vercel best practices check, vercel eslint","Claude Code skill; Vercel platform; local/cloud development","ESLint plugin with rules, pre-commit hooks blocking secrets, CI policy checks, runtime guardrails","Enforced best practices, prevented security issues, improved code quality","100% policy compliance in CI/CD pipeline","true","advanced","plugins/saas-packs/vercel-pack/skills/vercel-policy-guardrails/","Read, Write, Edit, Bash(npx:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-architecture-variants,"Architects, Tech leads, Engineering managers","Choose and implement validated architecture blueprints for monolith, service layer, or microservice scales","vercel architecture, vercel blueprint, how to structure vercel, vercel project layout, vercel microservice","Claude Code skill; Vercel platform; local/cloud development","Architecture variant selected, project structure implemented, migration path documented","Right-sized architecture, faster development, clear evolution path","Match architecture to team size and DAU within 1 day","true","advanced","plugins/saas-packs/vercel-pack/skills/vercel-architecture-variants/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
vercel-known-pitfalls,"All Vercel developers, Code reviewers, Tech leads","Identify and avoid 10 common anti-patterns including sync calls, rate limit ignoring, and key leakage","vercel mistakes, vercel anti-patterns, vercel pitfalls, vercel what not to do, vercel code review","Claude Code skill; Vercel platform; local/cloud development","Anti-patterns identified, fixes prioritized and implemented, prevention measures in place","Reduced production incidents, improved code quality, faster code reviews","Eliminate 100% of common pitfalls in new code","true","advanced","plugins/saas-packs/vercel-pack/skills/vercel-known-pitfalls/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
