Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
instantly-ci-integration,DevOps engineer adding email automation to CI,Integrate Instantly operations into CI/CD pipelines,When automating deployment and testing workflows,CI environment like GitHub Actions or GitLab CI,CI jobs execute Instantly API calls and validate responses,Automated testing and deployment of email campaign changes,Reliable automated deployment of outreach configurations,true,CI/CD,instantly-ci-integration/,Read Write Edit Bash,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-multi-env-setup,Platform engineer managing environments,Configure Instantly across dev staging and production,When establishing multi-environment infrastructure,Multiple environments with separate Instantly workspaces,Each environment isolated with proper API keys and settings,Safe testing without affecting production campaigns,Environment isolation for safe development workflow,true,CI/CD,instantly-multi-env-setup/,Read Write Edit Bash Grep,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-deploy-pipeline,Release engineer automating deployments,Build deployment pipeline for campaign configurations,When establishing automated release process,CI/CD platform with production access,Deployments execute without manual intervention,Faster reliable releases of campaign updates,Automated campaign deployment with rollback capability,true,CI/CD,instantly-deploy-pipeline/,Read Write Edit Bash,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-prod-checklist,Release manager preparing production launch,Validate all requirements before production deployment,Before any production release or major update,Staging environment ready for production promotion,All checklist items pass automated validation,Zero production incidents from preventable issues,Ensure production readiness before launch,true,CI/CD,instantly-prod-checklist/,Read Grep Bash,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-upgrade-migration,Platform engineer managing upgrades,Migrate between Instantly API versions or plans,When new API versions release or plan changes needed,Staging environment with production data copy,Migration completes without data loss or downtime,Seamless upgrades without disrupting active campaigns,Safe migration with zero campaign disruption,true,CI/CD,instantly-upgrade-migration/,Read Write Edit Bash Grep,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-observability,SRE or platform engineer,Implement monitoring alerting and logging for Instantly,After initial production deployment,Production with monitoring stack like Datadog or Prometheus,Metrics dashboards and alerts configured with SLO tracking,Proactive issue detection before campaign impact,Full visibility into email platform health,true,Enterprise,instantly-observability/,Read Write Edit Bash Grep,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-cost-tuning,FinOps or growth operations engineer,Optimize Instantly usage costs and API efficiency,During quarterly planning or cost review cycles,Production with usage analytics enabled,API calls reduced by 20% through caching and batching,Monthly platform costs reduced while maintaining volume,Maximize ROI on email outreach platform spend,true,Enterprise,instantly-cost-tuning/,Read Write Edit Bash Grep,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-load-scale,Platform engineer scaling email operations,Scale Instantly integration for high volume campaigns,When campaign volume exceeds current capacity,Production under high load or preparing for scale,System handles 10x current volume without degradation,Business can scale outreach without technical bottlenecks,Handle enterprise-scale email automation reliably,true,Enterprise,instantly-load-scale/,Read Write Edit Bash Grep,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-team-management,Engineering manager or team lead,Configure team access permissions and workflows,When onboarding team members or restructuring access,Production with multiple team members,RBAC configured with audit logging enabled,Team operates efficiently with appropriate access controls,Secure collaborative email operations at scale,true,Enterprise,instantly-team-management/,Read Write Edit Bash,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-reference-architecture,Solutions architect designing email infrastructure,Design production-grade Instantly integration architecture,During initial architecture design or major refactoring,Architecture planning with infrastructure diagrams,Architecture follows documented best practices,Scalable maintainable email platform from day one,Production-ready architecture blueprint for email automation,true,Enterprise,instantly-reference-architecture/,Read Write Grep,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-advanced-troubleshooting,Senior engineer debugging complex issues,Diagnose complex multi-system email delivery issues,When standard troubleshooting fails to resolve problems,Production with access to logs and monitoring,Root cause identified with documented resolution path,Critical issues resolved within SLA timeframes,Resolve complex deliverability and integration issues,true,Advanced,instantly-advanced-troubleshooting/,Read Grep Bash,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-debug-bundle,Support engineer creating diagnostic packages,Collect comprehensive diagnostic data for issue analysis,When escalating issues to support or vendors,Any environment experiencing problems,Debug bundle generated with all relevant logs and configs,Faster support resolution with complete diagnostic data,Efficient issue diagnosis with complete context,true,Advanced,instantly-debug-bundle/,Read Bash Grep,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-deliverability-optimization,Email deliverability expert,Optimize email content and sending for maximum inbox placement,Ongoing optimization of active campaigns,Production with A/B testing capability,Inbox placement rate exceeds 95% across campaigns,Higher response rates from improved deliverability,Maximize email effectiveness through deliverability,true,Advanced,instantly-deliverability-optimization/,Read Write Edit Bash Grep,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
instantly-reliability-patterns,Senior platform engineer,Implement fault tolerance and reliability patterns,When building production-grade integrations,Production with high availability requirements,System recovers automatically from failures within SLO,Zero missed sends due to infrastructure issues,Bulletproof email automation that never fails silently,true,Advanced,instantly-reliability-patterns/,Read Write Edit Bash Grep,1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
