Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
clay-prod-checklist,"DevOps engineers, Sales ops engineers, Release managers","Execute Clay production deployment checklist and validation procedures","clay production, deploy clay, clay go-live, clay launch checklist","Claude Code skill; Clay API; local/cloud development","Deployed Clay integration; Health checks passing; Monitoring active; Rollback procedure documented","Reduced deployment risk; Faster go-live; Production stability","Complete production deployment with full validation",true,operations,plugins/saas-packs/clay-pack/skills/clay-prod-checklist/,"Read, Bash(curl:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-upgrade-migration,"Sales ops engineers, Growth engineers, Tech leads","Analyze, plan, and execute Clay API upgrades with breaking change detection","upgrade clay, clay migration, clay breaking changes, update clay API, analyze clay version","Claude Code skill; Clay API; local/cloud development","Updated API version; Fixed breaking changes; Passing test suite; Documented rollback procedure","Smooth API upgrades; Minimal disruption; Clear migration path","Upgrade Clay API integration with zero breaking changes",true,operations,plugins/saas-packs/clay-pack/skills/clay-upgrade-migration/,"Read, Write, Edit, Bash(npm:*), Bash(git:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-ci-integration,"DevOps engineers, Sales ops engineers, Platform engineers","Configure Clay CI/CD integration with GitHub Actions and testing","clay CI, clay GitHub Actions, clay automated tests, CI clay integration","Claude Code skill; Clay API; local/cloud development","Automated test pipeline; PR checks configured; Coverage reports uploaded; Release workflow ready","Consistent code quality; Automated testing; Faster release cycles","Set up complete CI/CD pipeline for Clay",true,cicd,plugins/saas-packs/clay-pack/skills/clay-ci-integration/,"Read, Write, Edit, Bash(gh:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-deploy-integration,"DevOps engineers, Platform engineers, Sales ops engineers","Deploy Clay integrations to serverless platforms and orchestration systems","deploy clay, clay AWS Lambda, clay Cloud Functions, clay production deploy","Claude Code skill; Clay API; local/cloud development","Application deployed to production; Clay secrets securely configured; Health check endpoint functional","Multi-platform deployment capability; Production-ready deployments; Flexible infrastructure","Deploy Clay integration to any major platform",true,cicd,plugins/saas-packs/clay-pack/skills/clay-deploy-integration/,"Read, Write, Edit, Bash(aws:*), Bash(gcloud:*), Bash(vercel:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-webhooks-events,"Sales ops engineers, Integration engineers, Growth engineers","Implement Clay webhook signature validation and event handling for enrichment completions","clay webhook, clay events, clay webhook signature, handle clay events, clay notifications","Claude Code skill; Clay API; local/cloud development","Secure webhook endpoint; Signature validation enabled; Event handlers implemented; Retry handling active","Secure event-driven architecture; Reliable webhook processing; Real-time enrichment updates","Implement secure webhook handling with signature validation",true,cicd,plugins/saas-packs/clay-pack/skills/clay-webhooks-events/,"Read, Write, Edit, Bash(curl:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-performance-tuning,"Sales ops engineers, Data engineers, Growth engineers","Optimize Clay API performance with batching, caching, and parallel processing","clay performance, optimize clay, clay latency, clay caching, clay slow, clay batch","Claude Code skill; Clay API; local/cloud development","Reduced API latency; Caching layer implemented; Request batching enabled; Parallel processing configured","Faster enrichment times; Reduced API costs; Better user experience","Achieve 50% latency reduction through optimization",true,cicd,plugins/saas-packs/clay-pack/skills/clay-performance-tuning/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-cost-tuning,"Finance engineers, Sales ops engineers, Revenue ops managers","Optimize Clay costs through credit management, enrichment selection, and usage monitoring","clay cost, clay billing, reduce clay costs, clay pricing, clay credits, clay budget","Claude Code skill; Clay API; local/cloud development","Optimized credit usage; Usage monitoring implemented; Budget alerts configured; Cost reduction strategies applied","Reduced Clay costs; Budget predictability; Cost awareness","Reduce Clay costs by 30% through optimization",true,cicd,plugins/saas-packs/clay-pack/skills/clay-cost-tuning/,"Read, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-reference-architecture,"Tech leads, Revenue ops managers, Senior developers","Implement Clay reference architecture with best-practice project layout","clay architecture, clay best practices, clay project structure, how to organize clay, clay layout","Claude Code skill; Clay API; local/cloud development","Structured project layout; API client wrapper with caching; Error boundary implemented; Health checks configured","Maintainable codebase; Team alignment on patterns; Scalable architecture","Implement reference architecture for new Clay project",true,cicd,plugins/saas-packs/clay-pack/skills/clay-reference-architecture/,"Read, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-multi-env-setup,"DevOps engineers, Platform engineers, Sales ops engineers","Configure Clay across development, staging, and production environments","clay environments, clay staging, clay dev prod, clay environment setup, clay config by env","Claude Code skill; Clay API; local/cloud development","Multi-environment config structure; Environment detection logic; Secure secret management; Production safeguards enabled","Environment parity; Safe deployments; Clear separation of concerns","Configure complete multi-environment setup",true,enterprise,plugins/saas-packs/clay-pack/skills/clay-multi-env-setup/,"Read, Write, Edit, Bash(aws:*), Bash(gcloud:*), Bash(vault:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-observability,"DevOps engineers, SRE engineers, Platform engineers","Set up comprehensive observability for Clay integrations with metrics, traces, and alerts","clay monitoring, clay metrics, clay observability, monitor clay, clay alerts, clay tracing","Claude Code skill; Clay API; local/cloud development","Metrics collection enabled; API call tracing configured; Structured logging implemented; Alert rules deployed","Complete visibility into Clay operations; Faster incident detection; Proactive monitoring","Implement full observability stack for Clay",true,enterprise,plugins/saas-packs/clay-pack/skills/clay-observability/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-incident-runbook,"SRE engineers, Sales ops engineers, On-call engineers","Execute Clay incident response procedures with triage, mitigation, and postmortem","clay incident, clay outage, clay down, clay on-call, clay emergency, clay broken","Claude Code skill; Clay API; local/cloud development","Issue identified and categorized; Remediation applied; Stakeholders notified; Evidence collected for postmortem","Faster incident resolution; Consistent response procedures; Reduced MTTR","Resolve Clay incidents within SLA targets",true,enterprise,plugins/saas-packs/clay-pack/skills/clay-incident-runbook/,"Read, Grep, Bash(curl:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-data-handling,"Security engineers, Sales ops engineers, Compliance engineers","Implement Clay PII handling, data retention, and GDPR/CCPA compliance patterns","clay data, clay PII, clay GDPR, clay data retention, clay privacy, clay CCPA, clay prospect data","Claude Code skill; Clay API; local/cloud development","Data classification documented; PII detection implemented; Redaction in logging active; Retention policy enforced","GDPR/CCPA compliance; Protected prospect data; Audit readiness","Implement complete data handling compliance",true,enterprise,plugins/saas-packs/clay-pack/skills/clay-data-handling/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-enterprise-rbac,"Security engineers, Revenue ops managers, Platform engineers","Configure Clay enterprise team access, role-based permissions, and organization management","clay teams, clay RBAC, clay enterprise, clay roles, clay permissions, clay organization","Claude Code skill; Clay API; local/cloud development","Role definitions implemented; Team permissions configured; Permission middleware active; Audit trail enabled","Enterprise-grade access control; Team collaboration; Compliance with security policies","Implement enterprise RBAC with team management",true,enterprise,plugins/saas-packs/clay-pack/skills/clay-enterprise-rbac/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-migration-deep-dive,"Tech leads, Sales ops engineers, Data engineers","Execute Clay major migration strategies including data migration and workflow re-architecture","migrate to clay, clay migration, switch to clay, clay replatform, clay data migration","Claude Code skill; Clay API; local/cloud development","Migration assessment complete; Data migrated successfully; Workflows recreated; Full validation passed","Smooth migration with minimal disruption; Clear rollback path; Data integrity maintained","Complete Clay migration with zero data loss",true,enterprise,plugins/saas-packs/clay-pack/skills/clay-migration-deep-dive/,"Read, Write, Edit, Bash(npm:*), Bash(node:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-advanced-troubleshooting,"Senior developers, SRE engineers, Support engineers","Apply Clay advanced debugging techniques for hard-to-diagnose enrichment and integration issues","clay hard bug, clay mystery error, clay impossible to debug, difficult clay issue, clay deep debug","Claude Code skill; Clay API; local/cloud development","Comprehensive debug bundle collected; Failure layer identified; Minimal reproduction created; Support escalation submitted","Resolution of complex issues; Evidence-based debugging; Faster support escalation","Diagnose and resolve complex Clay issues",true,advanced,plugins/saas-packs/clay-pack/skills/clay-advanced-troubleshooting/,"Read, Grep, Bash(curl:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-load-scale,"Data engineers, Sales ops engineers, Platform engineers","Implement Clay load testing, bulk processing, and capacity planning strategies","clay load test, clay scale, clay bulk enrichment, clay capacity, clay benchmark, clay high volume","Claude Code skill; Clay API; local/cloud development","Load test script created; Bulk processing pipeline configured; Benchmark results documented; Capacity recommendations defined","Validated performance under load; Bulk processing capability; Capacity planning data","Validate Clay performance at 10x current volume",true,advanced,plugins/saas-packs/clay-pack/skills/clay-load-scale/,"Read, Write, Edit, Bash(k6:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-reliability-patterns,"SRE engineers, Sales ops engineers, Platform engineers","Implement Clay reliability patterns including circuit breakers, idempotency, and graceful degradation","clay reliability, clay circuit breaker, clay idempotent, clay resilience, clay fallback, clay bulkhead","Claude Code skill; Clay API; local/cloud development","Circuit breaker protecting Clay calls; Idempotency preventing duplicates; Bulkhead isolation implemented; DLQ for failed enrichments","Production-grade reliability; Fault tolerance; Graceful degradation","Implement complete reliability patterns for production",true,advanced,plugins/saas-packs/clay-pack/skills/clay-reliability-patterns/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-ai-enrichment-advanced,"Growth engineers, Data scientists, Sales ops engineers","Implement Clay AI-powered enrichment with Claygent, custom prompts, and LLM integration patterns","clay AI, claygent, clay LLM, clay custom prompts, clay AI enrichment, clay GPT","Claude Code skill; Clay API; local/cloud development","Claygent workflows configured; Custom prompts optimized; AI enrichment pipelines active; Quality validation implemented","AI-powered prospecting; Automated research at scale; Higher data quality","Implement advanced AI enrichment workflows",true,advanced,plugins/saas-packs/clay-pack/skills/clay-ai-enrichment-advanced/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-waterfall-enrichment,"Data engineers, Sales ops engineers, Growth engineers","Implement Clay waterfall enrichment patterns with multi-provider fallback and quality scoring","clay waterfall, clay multi-provider, clay enrichment fallback, clay data quality, clay provider chain","Claude Code skill; Clay API; local/cloud development","Waterfall enrichment configured; Provider priority set; Quality scoring active; Fallback chains working","Maximum enrichment coverage; Cost-optimized provider usage; Highest data quality","Implement complete waterfall enrichment with quality scoring",true,advanced,plugins/saas-packs/clay-pack/skills/clay-waterfall-enrichment/,"Read, Write, Edit",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
clay-known-pitfalls,"All developers, Code reviewers, Sales ops leads","Identify and avoid Clay anti-patterns and common integration mistakes","clay mistakes, clay anti-patterns, clay pitfalls, clay what not to do, clay code review","Claude Code skill; Clay API; local/cloud development","Anti-patterns identified; Fixes prioritized and implemented; Prevention measures in place; Code quality improved","Fewer production issues; Better code quality; Faster code reviews","Eliminate common Clay anti-patterns from codebase",true,advanced,plugins/saas-packs/clay-pack/skills/clay-known-pitfalls/,"Read, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
