Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
posthog-deploy-pipeline,Release engineers managing PostHog deployments,Implement deployment pipeline with PostHog feature flag integration for safe releases,When building deployment automation with feature flag-controlled rollouts,CI/CD pipeline and PostHog feature flags,Deployment pipeline integrated with feature flags; automatic rollback capability configured; deployment metrics captured,Safer releases with instant rollback capability reducing incident impact,Implement feature flag deployment pipeline in 1 hour,true,CI/CD,posthog-deploy-pipeline/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-prod-checklist,Engineering teams preparing PostHog for production,Complete production readiness checklist for PostHog including performance security and reliability,Before launching PostHog integration to production traffic,Production environment and PostHog configuration,All checklist items verified; performance optimized; security controls in place; monitoring configured,Confident production launch with validated analytics infrastructure,Complete production checklist in 2 hours,true,CI/CD,posthog-prod-checklist/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-upgrade-migration,Platform engineers upgrading PostHog versions,Upgrade PostHog SDK or self-hosted instance with minimal disruption and data continuity,When upgrading PostHog to newer versions or migrating between deployment models,PostHog installation and application dependencies,Upgrade completed successfully; all existing data preserved; no disruption to event capture,Maintained analytics continuity while gaining access to new PostHog features,Complete PostHog upgrade with zero data loss in 1 hour,true,CI/CD,posthog-upgrade-migration/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-observability,SRE teams implementing PostHog monitoring,Implement comprehensive observability for PostHog including metrics logging and alerting,When building production monitoring for PostHog infrastructure,Monitoring systems and PostHog self-hosted deployment,Metrics dashboards showing PostHog health; alerts configured for key failure modes; logs centralized and searchable,Proactive identification of PostHog issues before they impact analytics,Set up PostHog observability stack in 2 hours,true,Enterprise,posthog-observability/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-cost-tuning,Platform engineers optimizing PostHog costs,Optimize PostHog costs through event sampling data retention policies and efficient querying,When PostHog costs exceed budget or efficiency improvements needed,PostHog billing dashboard and configuration,Event volume reduced through smart sampling; retention policies aligned with business needs; query efficiency improved,Reduced PostHog costs while maintaining analytics value,Achieve 30% cost reduction without losing key insights in 3 hours,true,Enterprise,posthog-cost-tuning/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-load-scale,Platform engineers scaling PostHog for high traffic,Scale PostHog infrastructure for high-volume event ingestion and query performance,When preparing PostHog for increased traffic or experiencing performance issues,PostHog self-hosted infrastructure and cloud configuration,Event ingestion handling target volume; query performance meeting SLAs; horizontal scaling configured,PostHog performance matching business growth without degradation,Scale PostHog to handle 10x current load in 4 hours,true,Enterprise,posthog-load-scale/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-team-management,Engineering managers organizing PostHog access,Configure PostHog team structure with appropriate roles permissions and project organization,When setting up PostHog for multiple teams or managing access control,PostHog organization settings and team management,Teams created with appropriate permissions; SSO configured if applicable; audit logging enabled,Secure multi-team access to PostHog with proper governance,Configure team management and permissions in 1 hour,true,Enterprise,posthog-team-management/SKILL.md,"Read, Write, Edit, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-reference-architecture,Solutions architects designing PostHog deployments,Design and implement reference architecture for PostHog at enterprise scale,When planning new PostHog deployment or redesigning existing infrastructure,Architecture documentation and infrastructure as code,Reference architecture documented; infrastructure provisioned; all components integrated and tested,Enterprise-grade PostHog deployment meeting security scalability and reliability requirements,Complete reference architecture implementation in 1 day,true,Enterprise,posthog-reference-architecture/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-advanced-troubleshooting,Senior engineers debugging complex PostHog issues,Diagnose and resolve complex PostHog issues including data discrepancies performance problems and integration failures,When facing PostHog issues that standard troubleshooting cannot resolve,PostHog logs metrics and application integration code,Root cause identified and documented; issue resolved or workaround implemented; prevention measures in place,Complex issues resolved maintaining analytics reliability and team confidence,Resolve complex PostHog issue with root cause analysis in 2 hours,true,Advanced,posthog-advanced-troubleshooting/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-debug-bundle,Support engineers creating diagnostic packages,Create comprehensive debug bundle for PostHog issues including logs configuration and reproduction steps,When escalating PostHog issues to support or documenting for team resolution,PostHog installation logs and configuration files,Debug bundle contains all relevant information; sanitized of secrets; reproducible issue documentation,Faster issue resolution through comprehensive diagnostic information,Create complete debug bundle in 30 minutes,true,Advanced,posthog-debug-bundle/SKILL.md,"Read, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-data-warehouse-sync,Data engineers integrating PostHog with data warehouse,Configure PostHog data export to data warehouse for advanced analytics and long-term storage,When needing PostHog data in data warehouse for cross-platform analysis,PostHog data pipeline and target data warehouse,Data flowing to warehouse on schedule; schema maintained; data quality validated,Unified analytics across all data sources enabling comprehensive business intelligence,Configure PostHog to warehouse sync in 2 hours,true,Advanced,posthog-data-warehouse-sync/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
posthog-reliability-patterns,Platform engineers implementing PostHog reliability,Implement reliability patterns for PostHog including graceful degradation retry logic and data buffering,When building resilient applications that depend on PostHog analytics,Application code and PostHog SDK configuration,Application handles PostHog failures gracefully; no data loss during outages; automatic recovery implemented,Reliable analytics even during partial failures maintaining data integrity,Implement reliability patterns with zero data loss guarantee in 3 hours,true,Advanced,posthog-reliability-patterns/SKILL.md,"Read, Write, Edit, Bash, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
