Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
firecrawl-batch-processing,"Data engineers, Backend developers, MLOps engineers","Implement batch URL processing with parallel execution, progress tracking, and result aggregation","firecrawl batch, batch scrape, parallel scraping, bulk URL processing, firecrawl queue","Claude Code skill; FireCrawl platform; local/cloud development","Batch processing pipeline, parallel execution configured, progress tracking, aggregated results","High-throughput data extraction, efficient resource utilization","Process 10000+ URLs per hour with 99% success rate","true","cicd","plugins/saas-packs/firecrawl-pack/skills/firecrawl-batch-processing/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-cost-tuning,"Platform engineers, FinOps engineers, Engineering managers","Optimize FireCrawl costs through caching, request deduplication, and usage monitoring with budget alerts","firecrawl cost, firecrawl billing, reduce firecrawl costs, firecrawl pricing, firecrawl budget","Claude Code skill; FireCrawl platform; local/cloud development","Response caching layer, deduplication logic, usage monitoring, budget alerts configured","Reduced API costs, predictable billing, optimized resource usage","50% cost reduction through caching and deduplication","true","cicd","plugins/saas-packs/firecrawl-pack/skills/firecrawl-cost-tuning/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-reference-architecture,"Architects, Tech leads, Data engineers","Implement production-ready reference architecture with data pipeline, storage, and processing layers","firecrawl architecture, firecrawl best practices, firecrawl project structure, firecrawl pipeline design","Claude Code skill; FireCrawl platform; local/cloud development","Structured pipeline layout, modular processors, storage layer, monitoring configured","Maintainable codebase, faster onboarding, consistent patterns","Team adoption of reference architecture within 1 sprint","true","cicd","plugins/saas-packs/firecrawl-pack/skills/firecrawl-reference-architecture/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-multi-env-setup,"DevOps engineers, Platform engineers, Data engineers","Configure FireCrawl across development, staging, and production environments with credential management","firecrawl environments, firecrawl staging, firecrawl dev prod, firecrawl environment setup","Claude Code skill; FireCrawl platform; local/cloud development","Multi-environment config structure, environment detection, secure credential management, production safeguards","Environment isolation, reduced prod incidents, safer deployments","Zero cross-environment configuration incidents","true","enterprise","plugins/saas-packs/firecrawl-pack/skills/firecrawl-multi-env-setup/","Read, Write, Edit, Bash(aws:*), Bash(gcloud:*), Bash(vault:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-observability,"SREs, DevOps engineers, Data engineers","Set up comprehensive observability with metrics, request tracing, and alerting for scraping pipelines","firecrawl monitoring, firecrawl metrics, firecrawl observability, monitor firecrawl, firecrawl alerts","Claude Code skill; FireCrawl platform; local/cloud development","Metrics collection enabled, request tracing configured, structured logging, alert rules deployed","Faster incident detection, improved MTTR, proactive issue resolution","<5 minute detection time for scraping pipeline incidents","true","enterprise","plugins/saas-packs/firecrawl-pack/skills/firecrawl-observability/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-incident-runbook,"SREs, On-call engineers, Data engineers","Execute rapid incident response for scraping failures including blocked requests, timeouts, and data quality issues","firecrawl incident, firecrawl outage, firecrawl down, firecrawl on-call, firecrawl broken","Claude Code skill; FireCrawl platform; local/cloud development","Issue identified and categorized, remediation applied, stakeholders notified, evidence collected","Reduced MTTR, consistent incident response, improved post-incident learning","<15 minute MTTR for P1 scraping pipeline incidents","true","enterprise","plugins/saas-packs/firecrawl-pack/skills/firecrawl-incident-runbook/","Read, Grep, Bash(curl:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-data-handling,"Security engineers, Privacy engineers, Data engineers","Implement PII detection, content filtering, and data retention policies for scraped content","firecrawl data, firecrawl PII, firecrawl content filter, firecrawl data retention, firecrawl privacy","Claude Code skill; FireCrawl platform; local/cloud development","PII detection implemented, content filtering active, retention policy enforced, audit trail enabled","Regulatory compliance, reduced privacy incidents, responsible scraping","100% PII detection in scraped content, compliant data handling","true","enterprise","plugins/saas-packs/firecrawl-pack/skills/firecrawl-data-handling/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-enterprise-rbac,"Security architects, Platform administrators, Data team leads","Configure team-based access control, API key management, and usage quotas for enterprise FireCrawl","firecrawl RBAC, firecrawl enterprise, firecrawl roles, firecrawl permissions, firecrawl team access","Claude Code skill; FireCrawl platform; local/cloud development","Role definitions implemented, API key rotation configured, usage quotas enforced, audit trail enabled","Enterprise security compliance, centralized access control, usage governance","Zero unauthorized access incidents, complete audit trail","true","enterprise","plugins/saas-packs/firecrawl-pack/skills/firecrawl-enterprise-rbac/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-llm-integration,"AI engineers, ML engineers, Backend developers","Integrate FireCrawl output with LLMs for RAG, content analysis, and structured data extraction","firecrawl LLM, firecrawl RAG, firecrawl AI, firecrawl structured extraction, firecrawl GPT","Claude Code skill; FireCrawl platform; local/cloud development","LLM integration pipeline, markdown chunking, embedding generation, structured extraction schemas","AI-powered content processing, enhanced data extraction, RAG-ready output","Process scraped content through LLM pipeline with 99% reliability","true","enterprise","plugins/saas-packs/firecrawl-pack/skills/firecrawl-llm-integration/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-advanced-troubleshooting,"Senior engineers, Support escalation engineers, Data engineers","Apply advanced debugging for hard-to-diagnose issues including JavaScript rendering, anti-bot detection, and parsing failures","firecrawl hard bug, firecrawl mystery error, firecrawl blocked, firecrawl rendering issue, firecrawl deep debug","Claude Code skill; FireCrawl platform; local/cloud development","Comprehensive debug bundle, failure layer identified, minimal reproduction, workaround implemented","Resolved edge-case issues, improved scraping reliability, better anti-detection","Successfully diagnose 95% of escalated scraping issues","true","advanced","plugins/saas-packs/firecrawl-pack/skills/firecrawl-advanced-troubleshooting/","Read, Grep, Bash(curl:*), Bash(node:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-load-scale,"Performance engineers, Data engineers, Capacity planners","Implement load testing, horizontal scaling, and capacity planning for high-volume scraping","firecrawl load test, firecrawl scale, firecrawl performance test, firecrawl capacity, firecrawl benchmark","Claude Code skill; FireCrawl platform; local/cloud development","Load test script created, scaling strategy documented, benchmark results captured, capacity recommendations defined","Predictable performance, scalable architecture, cost-efficient capacity","Handle 100x traffic surge with linear cost scaling","true","advanced","plugins/saas-packs/firecrawl-pack/skills/firecrawl-load-scale/","Read, Write, Edit, Bash(k6:*), Bash(ab:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-reliability-patterns,"SREs, Platform engineers, Senior engineers","Implement circuit breakers, retry policies, fallback strategies, and dead letter queues for fault tolerance","firecrawl reliability, firecrawl circuit breaker, firecrawl fallback, firecrawl resilience, firecrawl retry","Claude Code skill; FireCrawl platform; local/cloud development","Circuit breaker protecting calls, intelligent retry with backoff, fallback URLs, DLQ for failed scrapes","99.9% pipeline uptime, graceful degradation, zero data loss","Zero cascading failures, 100% eventual data recovery","true","advanced","plugins/saas-packs/firecrawl-pack/skills/firecrawl-reliability-patterns/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-policy-guardrails,"Security engineers, Platform engineers, Compliance officers","Implement robots.txt compliance, rate limiting policies, and content filtering guardrails","firecrawl policy, firecrawl robots.txt, firecrawl guardrails, firecrawl compliance, firecrawl ethical","Claude Code skill; FireCrawl platform; local/cloud development","robots.txt parser active, rate limit enforcement, content filtering, blocked domain list","Ethical scraping, legal compliance, responsible data collection","100% robots.txt compliance, zero legal incidents","true","advanced","plugins/saas-packs/firecrawl-pack/skills/firecrawl-policy-guardrails/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-architecture-variants,"Architects, Tech leads, Data team leads","Choose and implement validated architecture blueprints for single-site, multi-site, or enterprise-scale scraping","firecrawl architecture, firecrawl blueprint, how to structure firecrawl, firecrawl project layout, firecrawl scale","Claude Code skill; FireCrawl platform; local/cloud development","Architecture variant selected, project structure implemented, scaling path documented","Right-sized architecture, faster development, clear evolution path","Match architecture to data volume and complexity within 1 day","true","advanced","plugins/saas-packs/firecrawl-pack/skills/firecrawl-architecture-variants/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
firecrawl-known-pitfalls,"All FireCrawl developers, Code reviewers, Data engineers","Identify and avoid 10 common anti-patterns including ignoring rate limits, poor error handling, and inefficient crawl patterns","firecrawl mistakes, firecrawl anti-patterns, firecrawl pitfalls, firecrawl what not to do, firecrawl review","Claude Code skill; FireCrawl platform; local/cloud development","Anti-patterns identified, fixes prioritized and implemented, prevention measures in place","Reduced production incidents, improved scraping reliability, faster code reviews","Eliminate 100% of common pitfalls in new scraping code","true","advanced","plugins/saas-packs/firecrawl-pack/skills/firecrawl-known-pitfalls/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
