id,source_path,target_path_or_entity,linkage_type,direct_or_inferred,confidence,evidence
57,.github/workflows/validate-plugins.yml,scripts/validate-internal-links.mjs,workflow_calls_script,direct,high,script reference in workflow file
58,.github/workflows/validate-plugins.yml,scripts/sync-marketplace.cjs,workflow_calls_script,direct,high,script reference in workflow file
59,.github/workflows/validate-plugins.yml,scripts/validate-all-plugins.sh,workflow_calls_script,direct,high,script reference in workflow file
60,.github/workflows/validate-plugins.yml,actions/setup-node@v6,workflow_uses_action,direct,high,uses: directive
61,.github/workflows/validate-plugins.yml,actions/checkout@v6,workflow_uses_action,direct,high,uses: directive
62,.github/workflows/validate-plugins.yml,actions/upload-artifact@v6,workflow_uses_action,direct,high,uses: directive
63,.github/workflows/validate-plugins.yml,pnpm/action-setup@v4,workflow_uses_action,direct,high,uses: directive
64,.github/workflows/validate-plugins.yml,codecov/codecov-action@v5,workflow_uses_action,direct,high,uses: directive
65,.github/workflows/validate-plugins.yml,actions/setup-python@v6,workflow_uses_action,direct,high,uses: directive
66,package.json,scripts/sync-marketplace.cjs,npm_script_calls_script,direct,high,scripts.sync-marketplace: node scripts/sync-marketplace.cjs
67,package.json,scripts/build-cowork-zips.mjs,npm_script_calls_script,direct,high,scripts.build-cowork: node scripts/build-cowork-zips.mjs
68,package.json,scripts/update-metrics.mjs,npm_script_calls_script,direct,high,scripts.update-metrics: node scripts/update-metrics.mjs
69,package.json,scripts/run-verification-pipeline.mjs,npm_script_calls_script,direct,high,scripts.verify: node scripts/run-verification-pipeline.mjs
70,plugins/skill-enhancers/validate-plugin/skills/validate-plugin/SKILL.md,skill-creator,skill_references_skill,inferred,medium,"skill name ""skill-creator"" appears in SKILL.md body"
71,plugins/design/wondelai-design-everyday-things/skills/design-everyday-things/SKILL.md,ux-heuristics,skill_references_skill,inferred,medium,"skill name ""ux-heuristics"" appears in SKILL.md body"
72,plugins/design/wondelai-design-everyday-things/skills/design-everyday-things/SKILL.md,ios-hig-design,skill_references_skill,inferred,medium,"skill name ""ios-hig-design"" appears in SKILL.md body"
73,plugins/design/wondelai-top-design/skills/top-design/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
74,plugins/design/wondelai-top-design/skills/top-design/SKILL.md,refactoring-ui,skill_references_skill,inferred,medium,"skill name ""refactoring-ui"" appears in SKILL.md body"
75,plugins/design/wondelai-top-design/skills/top-design/SKILL.md,web-typography,skill_references_skill,inferred,medium,"skill name ""web-typography"" appears in SKILL.md body"
76,plugins/design/wondelai-hooked-ux/skills/hooked-ux/SKILL.md,contagious,skill_references_skill,inferred,medium,"skill name ""contagious"" appears in SKILL.md body"
77,plugins/design/wondelai-ios-hig-design/skills/ios-hig-design/SKILL.md,design-everyday-things,skill_references_skill,inferred,medium,"skill name ""design-everyday-things"" appears in SKILL.md body"
78,plugins/design/wondelai-ios-hig-design/skills/ios-hig-design/SKILL.md,refactoring-ui,skill_references_skill,inferred,medium,"skill name ""refactoring-ui"" appears in SKILL.md body"
79,plugins/design/wondelai-refactoring-ui/skills/refactoring-ui/SKILL.md,ux-heuristics,skill_references_skill,inferred,medium,"skill name ""ux-heuristics"" appears in SKILL.md body"
80,plugins/design/wondelai-refactoring-ui/skills/refactoring-ui/SKILL.md,web-typography,skill_references_skill,inferred,medium,"skill name ""web-typography"" appears in SKILL.md body"
81,plugins/design/wondelai-ux-heuristics/skills/ux-heuristics/SKILL.md,refactoring-ui,skill_references_skill,inferred,medium,"skill name ""refactoring-ui"" appears in SKILL.md body"
82,plugins/design/wondelai-ux-heuristics/skills/ux-heuristics/SKILL.md,cro-methodology,skill_references_skill,inferred,medium,"skill name ""cro-methodology"" appears in SKILL.md body"
83,plugins/design/wondelai-web-typography/skills/web-typography/SKILL.md,refactoring-ui,skill_references_skill,inferred,medium,"skill name ""refactoring-ui"" appears in SKILL.md body"
84,plugins/design/wondelai-web-typography/skills/web-typography/SKILL.md,top-design,skill_references_skill,inferred,medium,"skill name ""top-design"" appears in SKILL.md body"
85,plugins/saas-packs/customerio-pack/skills/customerio-load-scale/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
86,plugins/saas-packs/customerio-pack/skills/customerio-load-scale/SKILL.md,customerio-known-pitfalls,skill_references_skill,inferred,medium,"skill name ""customerio-known-pitfalls"" appears in SKILL.md body"
87,plugins/saas-packs/customerio-pack/skills/customerio-multi-env-setup/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
88,plugins/saas-packs/customerio-pack/skills/customerio-multi-env-setup/SKILL.md,customerio-observability,skill_references_skill,inferred,medium,"skill name ""customerio-observability"" appears in SKILL.md body"
89,plugins/saas-packs/customerio-pack/skills/customerio-webhooks-events/SKILL.md,customerio-performance-tuning,skill_references_skill,inferred,medium,"skill name ""customerio-performance-tuning"" appears in SKILL.md body"
90,plugins/saas-packs/customerio-pack/skills/customerio-known-pitfalls/SKILL.md,customerio-reliability-patterns,skill_references_skill,inferred,medium,"skill name ""customerio-reliability-patterns"" appears in SKILL.md body"
91,plugins/saas-packs/customerio-pack/skills/customerio-performance-tuning/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
92,plugins/saas-packs/customerio-pack/skills/customerio-performance-tuning/SKILL.md,customerio-cost-tuning,skill_references_skill,inferred,medium,"skill name ""customerio-cost-tuning"" appears in SKILL.md body"
93,plugins/saas-packs/customerio-pack/skills/customerio-reliability-patterns/SKILL.md,customerio-load-scale,skill_references_skill,inferred,medium,"skill name ""customerio-load-scale"" appears in SKILL.md body"
94,plugins/saas-packs/customerio-pack/skills/customerio-hello-world/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
95,plugins/saas-packs/customerio-pack/skills/customerio-hello-world/SKILL.md,customerio-install-auth,skill_references_skill,inferred,medium,"skill name ""customerio-install-auth"" appears in SKILL.md body"
96,plugins/saas-packs/customerio-pack/skills/customerio-hello-world/SKILL.md,customerio-local-dev-loop,skill_references_skill,inferred,medium,"skill name ""customerio-local-dev-loop"" appears in SKILL.md body"
97,plugins/saas-packs/customerio-pack/skills/customerio-security-basics/SKILL.md,customerio-prod-checklist,skill_references_skill,inferred,medium,"skill name ""customerio-prod-checklist"" appears in SKILL.md body"
98,plugins/saas-packs/customerio-pack/skills/customerio-install-auth/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
99,plugins/saas-packs/customerio-pack/skills/customerio-install-auth/SKILL.md,customerio-hello-world,skill_references_skill,inferred,medium,"skill name ""customerio-hello-world"" appears in SKILL.md body"
100,plugins/saas-packs/customerio-pack/skills/customerio-local-dev-loop/SKILL.md,customerio-sdk-patterns,skill_references_skill,inferred,medium,"skill name ""customerio-sdk-patterns"" appears in SKILL.md body"
101,plugins/saas-packs/customerio-pack/skills/customerio-observability/SKILL.md,customerio-advanced-troubleshooting,skill_references_skill,inferred,medium,"skill name ""customerio-advanced-troubleshooting"" appears in SKILL.md body"
102,plugins/saas-packs/customerio-pack/skills/customerio-common-errors/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
103,plugins/saas-packs/customerio-pack/skills/customerio-common-errors/SKILL.md,customerio-debug-bundle,skill_references_skill,inferred,medium,"skill name ""customerio-debug-bundle"" appears in SKILL.md body"
104,plugins/saas-packs/customerio-pack/skills/customerio-cost-tuning/SKILL.md,customerio-reference-architecture,skill_references_skill,inferred,medium,"skill name ""customerio-reference-architecture"" appears in SKILL.md body"
105,plugins/saas-packs/customerio-pack/skills/customerio-ci-integration/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
106,plugins/saas-packs/customerio-pack/skills/customerio-ci-integration/SKILL.md,customerio-deploy-pipeline,skill_references_skill,inferred,medium,"skill name ""customerio-deploy-pipeline"" appears in SKILL.md body"
107,plugins/saas-packs/customerio-pack/skills/customerio-core-feature/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
108,plugins/saas-packs/customerio-pack/skills/customerio-core-feature/SKILL.md,customerio-common-errors,skill_references_skill,inferred,medium,"skill name ""customerio-common-errors"" appears in SKILL.md body"
109,plugins/saas-packs/customerio-pack/skills/customerio-prod-checklist/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
110,plugins/saas-packs/customerio-pack/skills/customerio-prod-checklist/SKILL.md,customerio-upgrade-migration,skill_references_skill,inferred,medium,"skill name ""customerio-upgrade-migration"" appears in SKILL.md body"
111,plugins/saas-packs/customerio-pack/skills/customerio-upgrade-migration/SKILL.md,customerio-ci-integration,skill_references_skill,inferred,medium,"skill name ""customerio-ci-integration"" appears in SKILL.md body"
112,plugins/saas-packs/customerio-pack/skills/customerio-rate-limits/SKILL.md,customerio-security-basics,skill_references_skill,inferred,medium,"skill name ""customerio-security-basics"" appears in SKILL.md body"
113,plugins/saas-packs/customerio-pack/skills/customerio-sdk-patterns/SKILL.md,customerio-primary-workflow,skill_references_skill,inferred,medium,"skill name ""customerio-primary-workflow"" appears in SKILL.md body"
114,plugins/saas-packs/customerio-pack/skills/customerio-debug-bundle/SKILL.md,customerio-rate-limits,skill_references_skill,inferred,medium,"skill name ""customerio-rate-limits"" appears in SKILL.md body"
115,plugins/saas-packs/customerio-pack/skills/customerio-primary-workflow/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
116,plugins/saas-packs/customerio-pack/skills/customerio-primary-workflow/SKILL.md,customerio-core-feature,skill_references_skill,inferred,medium,"skill name ""customerio-core-feature"" appears in SKILL.md body"
117,plugins/saas-packs/customerio-pack/skills/customerio-advanced-troubleshooting/SKILL.md,customerio-reliability-patterns,skill_references_skill,inferred,medium,"skill name ""customerio-reliability-patterns"" appears in SKILL.md body"
118,plugins/saas-packs/customerio-pack/skills/customerio-reference-architecture/SKILL.md,customerio-multi-env-setup,skill_references_skill,inferred,medium,"skill name ""customerio-multi-env-setup"" appears in SKILL.md body"
119,plugins/saas-packs/customerio-pack/skills/customerio-deploy-pipeline/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
120,plugins/saas-packs/customerio-pack/skills/customerio-deploy-pipeline/SKILL.md,customerio-webhooks-events,skill_references_skill,inferred,medium,"skill name ""customerio-webhooks-events"" appears in SKILL.md body"
121,plugins/saas-packs/lindy-pack/skills/lindy-sdk-patterns/SKILL.md,lindy-core-workflow-a,skill_references_skill,inferred,medium,"skill name ""lindy-core-workflow-a"" appears in SKILL.md body"
122,plugins/saas-packs/lindy-pack/skills/lindy-sdk-patterns/SKILL.md,lindy-install-auth,skill_references_skill,inferred,medium,"skill name ""lindy-install-auth"" appears in SKILL.md body"
123,plugins/saas-packs/lindy-pack/skills/lindy-install-auth/SKILL.md,lindy-hello-world,skill_references_skill,inferred,medium,"skill name ""lindy-hello-world"" appears in SKILL.md body"
124,plugins/saas-packs/lindy-pack/skills/lindy-install-auth/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
125,plugins/saas-packs/lindy-pack/skills/lindy-ci-integration/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
126,plugins/saas-packs/lindy-pack/skills/lindy-ci-integration/SKILL.md,lindy-deploy-integration,skill_references_skill,inferred,medium,"skill name ""lindy-deploy-integration"" appears in SKILL.md body"
127,plugins/saas-packs/lindy-pack/skills/lindy-debug-bundle/SKILL.md,lindy-rate-limits,skill_references_skill,inferred,medium,"skill name ""lindy-rate-limits"" appears in SKILL.md body"
128,plugins/saas-packs/lindy-pack/skills/lindy-deploy-integration/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
129,plugins/saas-packs/lindy-pack/skills/lindy-deploy-integration/SKILL.md,lindy-webhooks-events,skill_references_skill,inferred,medium,"skill name ""lindy-webhooks-events"" appears in SKILL.md body"
130,plugins/saas-packs/lindy-pack/skills/lindy-core-workflow-b/SKILL.md,lindy-common-errors,skill_references_skill,inferred,medium,"skill name ""lindy-common-errors"" appears in SKILL.md body"
131,plugins/saas-packs/lindy-pack/skills/lindy-core-workflow-b/SKILL.md,lindy-core-workflow-a,skill_references_skill,inferred,medium,"skill name ""lindy-core-workflow-a"" appears in SKILL.md body"
132,plugins/saas-packs/lindy-pack/skills/lindy-rate-limits/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
133,plugins/saas-packs/lindy-pack/skills/lindy-multi-env-setup/SKILL.md,lindy-deploy-integration,skill_references_skill,inferred,medium,"skill name ""lindy-deploy-integration"" appears in SKILL.md body"
134,plugins/saas-packs/lindy-pack/skills/lindy-incident-runbook/SKILL.md,lindy-data-handling,skill_references_skill,inferred,medium,"skill name ""lindy-data-handling"" appears in SKILL.md body"
135,plugins/saas-packs/lindy-pack/skills/lindy-data-handling/SKILL.md,lindy-enterprise-rbac,skill_references_skill,inferred,medium,"skill name ""lindy-enterprise-rbac"" appears in SKILL.md body"
136,plugins/saas-packs/lindy-pack/skills/lindy-webhooks-events/SKILL.md,lindy-performance-tuning,skill_references_skill,inferred,medium,"skill name ""lindy-performance-tuning"" appears in SKILL.md body"
137,plugins/saas-packs/lindy-pack/skills/lindy-hello-world/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
138,plugins/saas-packs/lindy-pack/skills/lindy-hello-world/SKILL.md,lindy-local-dev-loop,skill_references_skill,inferred,medium,"skill name ""lindy-local-dev-loop"" appears in SKILL.md body"
139,plugins/saas-packs/lindy-pack/skills/lindy-hello-world/SKILL.md,lindy-install-auth,skill_references_skill,inferred,medium,"skill name ""lindy-install-auth"" appears in SKILL.md body"
140,plugins/saas-packs/lindy-pack/skills/lindy-local-dev-loop/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
141,plugins/saas-packs/lindy-pack/skills/lindy-local-dev-loop/SKILL.md,lindy-sdk-patterns,skill_references_skill,inferred,medium,"skill name ""lindy-sdk-patterns"" appears in SKILL.md body"
142,plugins/saas-packs/lindy-pack/skills/lindy-local-dev-loop/SKILL.md,lindy-install-auth,skill_references_skill,inferred,medium,"skill name ""lindy-install-auth"" appears in SKILL.md body"
143,plugins/saas-packs/lindy-pack/skills/lindy-prod-checklist/SKILL.md,lindy-upgrade-migration,skill_references_skill,inferred,medium,"skill name ""lindy-upgrade-migration"" appears in SKILL.md body"
144,plugins/saas-packs/lindy-pack/skills/lindy-common-errors/SKILL.md,lindy-debug-bundle,skill_references_skill,inferred,medium,"skill name ""lindy-debug-bundle"" appears in SKILL.md body"
145,plugins/saas-packs/lindy-pack/skills/lindy-core-workflow-a/SKILL.md,lindy-core-workflow-b,skill_references_skill,inferred,medium,"skill name ""lindy-core-workflow-b"" appears in SKILL.md body"
146,plugins/saas-packs/lindy-pack/skills/lindy-core-workflow-a/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
147,plugins/saas-packs/lindy-pack/skills/lindy-core-workflow-a/SKILL.md,lindy-install-auth,skill_references_skill,inferred,medium,"skill name ""lindy-install-auth"" appears in SKILL.md body"
148,plugins/saas-packs/groq-pack/skills/groq-debug-bundle/SKILL.md,groq-rate-limits,skill_references_skill,inferred,medium,"skill name ""groq-rate-limits"" appears in SKILL.md body"
149,plugins/saas-packs/groq-pack/skills/groq-webhooks-events/SKILL.md,groq-deploy-integration,skill_references_skill,inferred,medium,"skill name ""groq-deploy-integration"" appears in SKILL.md body"
150,plugins/saas-packs/groq-pack/skills/groq-enterprise-rbac/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
151,plugins/saas-packs/groq-pack/skills/groq-local-dev-loop/SKILL.md,groq-install-auth,skill_references_skill,inferred,medium,"skill name ""groq-install-auth"" appears in SKILL.md body"
152,plugins/saas-packs/groq-pack/skills/groq-local-dev-loop/SKILL.md,groq-sdk-patterns,skill_references_skill,inferred,medium,"skill name ""groq-sdk-patterns"" appears in SKILL.md body"
153,plugins/saas-packs/groq-pack/skills/groq-security-basics/SKILL.md,groq-prod-checklist,skill_references_skill,inferred,medium,"skill name ""groq-prod-checklist"" appears in SKILL.md body"
154,plugins/saas-packs/groq-pack/skills/groq-deploy-integration/SKILL.md,groq-multi-env-setup,skill_references_skill,inferred,medium,"skill name ""groq-multi-env-setup"" appears in SKILL.md body"
155,plugins/saas-packs/groq-pack/skills/groq-sdk-patterns/SKILL.md,groq-install-auth,skill_references_skill,inferred,medium,"skill name ""groq-install-auth"" appears in SKILL.md body"
156,plugins/saas-packs/groq-pack/skills/groq-sdk-patterns/SKILL.md,groq-core-workflow-a,skill_references_skill,inferred,medium,"skill name ""groq-core-workflow-a"" appears in SKILL.md body"
157,plugins/saas-packs/groq-pack/skills/groq-core-workflow-a/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
158,plugins/saas-packs/groq-pack/skills/groq-core-workflow-a/SKILL.md,groq-install-auth,skill_references_skill,inferred,medium,"skill name ""groq-install-auth"" appears in SKILL.md body"
159,plugins/saas-packs/groq-pack/skills/groq-core-workflow-a/SKILL.md,groq-core-workflow-b,skill_references_skill,inferred,medium,"skill name ""groq-core-workflow-b"" appears in SKILL.md body"
160,plugins/saas-packs/groq-pack/skills/groq-common-errors/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
161,plugins/saas-packs/groq-pack/skills/groq-common-errors/SKILL.md,groq-rate-limits,skill_references_skill,inferred,medium,"skill name ""groq-rate-limits"" appears in SKILL.md body"
162,plugins/saas-packs/groq-pack/skills/groq-common-errors/SKILL.md,groq-debug-bundle,skill_references_skill,inferred,medium,"skill name ""groq-debug-bundle"" appears in SKILL.md body"
163,plugins/saas-packs/groq-pack/skills/groq-data-handling/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
164,plugins/saas-packs/groq-pack/skills/groq-performance-tuning/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
165,plugins/saas-packs/groq-pack/skills/groq-install-auth/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
166,plugins/saas-packs/groq-pack/skills/groq-install-auth/SKILL.md,groq-hello-world,skill_references_skill,inferred,medium,"skill name ""groq-hello-world"" appears in SKILL.md body"
167,plugins/saas-packs/groq-pack/skills/groq-reference-architecture/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
168,plugins/saas-packs/groq-pack/skills/groq-prod-checklist/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
169,plugins/saas-packs/groq-pack/skills/groq-prod-checklist/SKILL.md,groq-upgrade-migration,skill_references_skill,inferred,medium,"skill name ""groq-upgrade-migration"" appears in SKILL.md body"
170,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
171,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,groq-install-auth,skill_references_skill,inferred,medium,"skill name ""groq-install-auth"" appears in SKILL.md body"
172,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,groq-local-dev-loop,skill_references_skill,inferred,medium,"skill name ""groq-local-dev-loop"" appears in SKILL.md body"
173,plugins/saas-packs/groq-pack/skills/groq-ci-integration/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
174,plugins/saas-packs/groq-pack/skills/groq-ci-integration/SKILL.md,groq-deploy-integration,skill_references_skill,inferred,medium,"skill name ""groq-deploy-integration"" appears in SKILL.md body"
175,plugins/saas-packs/groq-pack/skills/groq-observability/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
176,plugins/saas-packs/groq-pack/skills/groq-incident-runbook/SKILL.md,groq-data-handling,skill_references_skill,inferred,medium,"skill name ""groq-data-handling"" appears in SKILL.md body"
177,plugins/saas-packs/groq-pack/skills/groq-incident-runbook/SKILL.md,groq-debug-bundle,skill_references_skill,inferred,medium,"skill name ""groq-debug-bundle"" appears in SKILL.md body"
178,plugins/saas-packs/groq-pack/skills/groq-multi-env-setup/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
179,plugins/saas-packs/groq-pack/skills/groq-multi-env-setup/SKILL.md,groq-deploy-integration,skill_references_skill,inferred,medium,"skill name ""groq-deploy-integration"" appears in SKILL.md body"
180,plugins/saas-packs/groq-pack/skills/groq-upgrade-migration/SKILL.md,groq-ci-integration,skill_references_skill,inferred,medium,"skill name ""groq-ci-integration"" appears in SKILL.md body"
181,plugins/saas-packs/groq-pack/skills/groq-core-workflow-b/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
182,plugins/saas-packs/groq-pack/skills/groq-core-workflow-b/SKILL.md,groq-install-auth,skill_references_skill,inferred,medium,"skill name ""groq-install-auth"" appears in SKILL.md body"
183,plugins/saas-packs/groq-pack/skills/groq-core-workflow-b/SKILL.md,groq-core-workflow-a,skill_references_skill,inferred,medium,"skill name ""groq-core-workflow-a"" appears in SKILL.md body"
184,plugins/saas-packs/groq-pack/skills/groq-core-workflow-b/SKILL.md,groq-common-errors,skill_references_skill,inferred,medium,"skill name ""groq-common-errors"" appears in SKILL.md body"
185,plugins/saas-packs/groq-pack/skills/groq-rate-limits/SKILL.md,groq-security-basics,skill_references_skill,inferred,medium,"skill name ""groq-security-basics"" appears in SKILL.md body"
