id,path,filename,extension,size_bytes,parent_skill,relative_path
45,plugins/ai-ml/classification-model-builder/skills/building-classification-models/assets/model_config_template.json,model_config_template.json,.json,2526,plugins/ai-ml/classification-model-builder/skills/building-classification-models,assets/model_config_template.json
46,plugins/ai-ml/classification-model-builder/skills/building-classification-models/scripts/README.md,README.md,.md,582,plugins/ai-ml/classification-model-builder/skills/building-classification-models,scripts/README.md
47,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms/SKILL.md,SKILL.md,.md,4024,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms,SKILL.md
48,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms/references/README.md,README.md,.md,71,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms,references/README.md
49,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms/assets/README.md,README.md,.md,377,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms,assets/README.md
50,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms/assets/example_data.csv,example_data.csv,.csv,865,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms,assets/example_data.csv
51,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms/assets/clustering_visualization.ipynb,clustering_visualization.ipynb,.ipynb,3582,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms,assets/clustering_visualization.ipynb
52,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms/assets/config_template.json,config_template.json,.json,2755,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms,assets/config_template.json
53,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms/scripts/README.md,README.md,.md,626,plugins/ai-ml/clustering-algorithm-runner/skills/running-clustering-algorithms,scripts/README.md
54,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks/SKILL.md,SKILL.md,.md,3552,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks,SKILL.md
55,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks/references/README.md,README.md,.md,69,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks,references/README.md
56,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks/assets/README.md,README.md,.md,373,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks,assets/README.md
57,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks/scripts/README.md,README.md,.md,559,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks,scripts/README.md
58,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks/scripts/image_analyzer.py,image_analyzer.py,.py,4960,plugins/ai-ml/computer-vision-processor/skills/processing-computer-vision-tasks,scripts/image_analyzer.py
59,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines/SKILL.md,SKILL.md,.md,4060,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines,SKILL.md
60,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines/references/README.md,README.md,.md,71,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines,references/README.md
61,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines/assets/README.md,README.md,.md,152,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines,assets/README.md
62,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines/assets/example_data.csv,example_data.csv,.csv,1381,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines,assets/example_data.csv
63,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines/scripts/README.md,README.md,.md,426,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines,scripts/README.md
64,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines/scripts/transform_data.py,transform_data.py,.py,13429,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines,scripts/transform_data.py
65,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines/scripts/validate_data.py,validate_data.py,.py,7692,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines,scripts/validate_data.py
66,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines/scripts/pipeline.py,pipeline.py,.py,11792,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines,scripts/pipeline.py
67,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines/scripts/handle_errors.py,handle_errors.py,.py,10307,plugins/ai-ml/data-preprocessing-pipeline/skills/preprocessing-data-with-automated-pipelines,scripts/handle_errors.py
68,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations/SKILL.md,SKILL.md,.md,3233,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations,SKILL.md
69,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations/references/README.md,README.md,.md,70,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations,references/README.md
70,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations/assets/README.md,README.md,.md,340,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations,assets/README.md
71,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations/scripts/data_analyzer.py,data_analyzer.py,.py,4960,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations,scripts/data_analyzer.py
72,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations/scripts/README.md,README.md,.md,536,plugins/ai-ml/data-visualization-creator/skills/creating-data-visualizations,scripts/README.md
73,plugins/ai-ml/dataset-splitter/skills/splitting-datasets/SKILL.md,SKILL.md,.md,3313,plugins/ai-ml/dataset-splitter/skills/splitting-datasets,SKILL.md
74,plugins/ai-ml/dataset-splitter/skills/splitting-datasets/references/README.md,README.md,.md,60,plugins/ai-ml/dataset-splitter/skills/splitting-datasets,references/README.md
75,plugins/ai-ml/dataset-splitter/skills/splitting-datasets/assets/README.md,README.md,.md,308,plugins/ai-ml/dataset-splitter/skills/splitting-datasets,assets/README.md
76,plugins/ai-ml/dataset-splitter/skills/splitting-datasets/assets/split_data_config.yaml,split_data_config.yaml,.yaml,1797,plugins/ai-ml/dataset-splitter/skills/splitting-datasets,assets/split_data_config.yaml
77,plugins/ai-ml/dataset-splitter/skills/splitting-datasets/assets/dataset_schema.json,dataset_schema.json,.json,2915,plugins/ai-ml/dataset-splitter/skills/splitting-datasets,assets/dataset_schema.json
78,plugins/ai-ml/dataset-splitter/skills/splitting-datasets/assets/example_dataset.csv,example_dataset.csv,.csv,668,plugins/ai-ml/dataset-splitter/skills/splitting-datasets,assets/example_dataset.csv
79,plugins/ai-ml/dataset-splitter/skills/splitting-datasets/scripts/README.md,README.md,.md,302,plugins/ai-ml/dataset-splitter/skills/splitting-datasets,scripts/README.md
80,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models/SKILL.md,SKILL.md,.md,3899,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models,SKILL.md
81,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models/references/README.md,README.md,.md,67,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models,references/README.md
82,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models/assets/README.md,README.md,.md,372,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models,assets/README.md
83,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models/assets/optimization_config.json,optimization_config.json,.json,2648,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models,assets/optimization_config.json
84,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models/scripts/README.md,README.md,.md,563,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models,scripts/README.md
85,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models/scripts/analyze_model.py,analyze_model.py,.py,4844,plugins/ai-ml/deep-learning-optimizer/skills/optimizing-deep-learning-models,scripts/analyze_model.py
86,plugins/ai-ml/experiment-tracking-setup/skills/setting-up-experiment-tracking/SKILL.md,SKILL.md,.md,3782,plugins/ai-ml/experiment-tracking-setup/skills/setting-up-experiment-tracking,SKILL.md
87,plugins/ai-ml/experiment-tracking-setup/skills/setting-up-experiment-tracking/references/README.md,README.md,.md,69,plugins/ai-ml/experiment-tracking-setup/skills/setting-up-experiment-tracking,references/README.md
88,plugins/ai-ml/experiment-tracking-setup/skills/setting-up-experiment-tracking/assets/README.md,README.md,.md,65,plugins/ai-ml/experiment-tracking-setup/skills/setting-up-experiment-tracking,assets/README.md
89,plugins/ai-ml/experiment-tracking-setup/skills/setting-up-experiment-tracking/scripts/README.md,README.md,.md,721,plugins/ai-ml/experiment-tracking-setup/skills/setting-up-experiment-tracking,scripts/README.md
90,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning/SKILL.md,SKILL.md,.md,4161,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning,SKILL.md
91,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning/references/README.md,README.md,.md,71,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning,references/README.md
92,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning/assets/configuration_template.yaml,configuration_template.yaml,.yaml,4440,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning,assets/configuration_template.yaml
93,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning/assets/README.md,README.md,.md,479,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning,assets/README.md
94,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning/assets/example_dataset.csv,example_dataset.csv,.csv,3260,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning,assets/example_dataset.csv
95,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning/assets/feature_engineering_template.ipynb,feature_engineering_template.ipynb,.ipynb,6777,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning,assets/feature_engineering_template.ipynb
96,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning/scripts/feature_importance_analyzer.py,feature_importance_analyzer.py,.py,5010,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning,scripts/feature_importance_analyzer.py
97,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning/scripts/README.md,README.md,.md,807,plugins/ai-ml/feature-engineering-toolkit/skills/engineering-features-for-machine-learning,scripts/README.md
98,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters/SKILL.md,SKILL.md,.md,4628,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters,SKILL.md
99,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters/references/README.md,README.md,.md,64,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters,references/README.md
100,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters/assets/README.md,README.md,.md,316,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters,assets/README.md
101,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters/assets/visualization_template.html,visualization_template.html,.html,2617,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters,assets/visualization_template.html
102,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters/assets/hyperparameter_space_template.json,hyperparameter_space_template.json,.json,2774,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters,assets/hyperparameter_space_template.json
103,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters/scripts/README.md,README.md,.md,784,plugins/ai-ml/hyperparameter-tuner/skills/tuning-hyperparameters,scripts/README.md
104,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist/SKILL.md,SKILL.md,.md,2748,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist,SKILL.md
105,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist/references/how-it-works.md,how-it-works.md,.md,5230,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist,references/how-it-works.md
106,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist/references/examples.md,examples.md,.md,2912,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist,references/examples.md
107,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist/references/errors.md,errors.md,.md,5964,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist,references/errors.md
108,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist/references/workflow-examples.md,workflow-examples.md,.md,4755,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist,references/workflow-examples.md
109,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist/scripts/deploy-agent.sh,deploy-agent.sh,.sh,4508,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist,scripts/deploy-agent.sh
110,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist/scripts/test-a2a-protocol.py,test-a2a-protocol.py,.py,8538,plugins/ai-ml/jeremy-adk-orchestrator/skills/adk-deployment-specialist,scripts/test-a2a-protocol.py
111,plugins/ai-ml/jeremy-adk-software-engineer/skills/adk-engineer/SKILL.md,SKILL.md,.md,3364,plugins/ai-ml/jeremy-adk-software-engineer/skills/adk-engineer,SKILL.md
112,plugins/ai-ml/jeremy-adk-software-engineer/skills/adk-engineer/references/SKILL.full.md,SKILL.full.md,.md,15506,plugins/ai-ml/jeremy-adk-software-engineer/skills/adk-engineer,references/SKILL.full.md
113,plugins/ai-ml/jeremy-adk-software-engineer/skills/adk-engineer/references/examples.md,examples.md,.md,13400,plugins/ai-ml/jeremy-adk-software-engineer/skills/adk-engineer,references/examples.md
114,plugins/ai-ml/jeremy-adk-software-engineer/skills/adk-engineer/scripts/setup-project.sh,setup-project.sh,.sh,2315,plugins/ai-ml/jeremy-adk-software-engineer/skills/adk-engineer,scripts/setup-project.sh
115,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert/SKILL.md,SKILL.md,.md,6168,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert,SKILL.md
116,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert/references/example-interactions.md,example-interactions.md,.md,1542,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert,references/example-interactions.md
117,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert/references/examples.md,examples.md,.md,13052,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert,references/examples.md
118,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert/references/workflow.md,workflow.md,.md,967,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert,references/workflow.md
119,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert/references/code-example-categories.md,code-example-categories.md,.md,4179,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert,references/code-example-categories.md
120,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert/references/errors.md,errors.md,.md,4329,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert,references/errors.md
121,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert/references/best-practices-applied.md,best-practices-applied.md,.md,1251,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert,references/best-practices-applied.md
122,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert/scripts/create-example.sh,create-example.sh,.sh,2039,plugins/ai-ml/jeremy-gcp-starter-examples/skills/gcp-examples-expert,scripts/create-example.sh
123,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert/SKILL.md,SKILL.md,.md,5973,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert,SKILL.md
124,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert/references/how-it-works.md,how-it-works.md,.md,1243,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert,references/how-it-works.md
125,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert/references/production-best-practices-applied.md,production-best-practices-applied.md,.md,907,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert,references/production-best-practices-applied.md
126,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert/references/examples.md,examples.md,.md,13060,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert,references/examples.md
127,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert/references/errors.md,errors.md,.md,5034,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert,references/errors.md
128,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert/references/workflow-examples.md,workflow-examples.md,.md,2741,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert,references/workflow-examples.md
129,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert/scripts/init-genkit.sh,init-genkit.sh,.sh,1607,plugins/ai-ml/jeremy-genkit-pro/skills/genkit-production-expert,scripts/init-genkit.sh
130,plugins/ai-ml/jeremy-vertex-engine/skills/vertex-engine-inspector/SKILL.md,SKILL.md,.md,6855,plugins/ai-ml/jeremy-vertex-engine/skills/vertex-engine-inspector,SKILL.md
131,plugins/ai-ml/jeremy-vertex-engine/skills/vertex-engine-inspector/references/inspection-categories.md,inspection-categories.md,.md,3370,plugins/ai-ml/jeremy-vertex-engine/skills/vertex-engine-inspector,references/inspection-categories.md
132,plugins/ai-ml/jeremy-vertex-engine/skills/vertex-engine-inspector/references/examples.md,examples.md,.md,19687,plugins/ai-ml/jeremy-vertex-engine/skills/vertex-engine-inspector,references/examples.md
