id,name,path,pack_name,has_readme,has_package_json,plugin_json_shape,file_count
101,crypto-signal-generator,plugins/crypto/crypto-signal-generator,crypto,1,0,"author,description,keywords,license,name,repository,version",23
102,crypto-tax-calculator,plugins/crypto/crypto-tax-calculator,crypto,1,0,"author,description,keywords,license,name,repository,version",27
103,defi-yield-optimizer,plugins/crypto/defi-yield-optimizer,crypto,1,0,"author,description,keywords,license,name,repository,version",26
104,dex-aggregator-router,plugins/crypto/dex-aggregator-router,crypto,1,0,"author,description,keywords,license,name,repository,version",27
105,flash-loan-simulator,plugins/crypto/flash-loan-simulator,crypto,1,0,"author,description,keywords,license,name,repository,version",17
106,gas-fee-optimizer,plugins/crypto/gas-fee-optimizer,crypto,1,0,"author,description,keywords,license,name,repository,version",26
107,liquidity-pool-analyzer,plugins/crypto/liquidity-pool-analyzer,crypto,1,0,"author,description,keywords,license,name,repository,version",26
108,market-movers-scanner,plugins/crypto/market-movers-scanner,crypto,1,0,"author,description,keywords,license,name,repository,version",26
109,market-price-tracker,plugins/crypto/market-price-tracker,crypto,1,0,"author,description,keywords,license,name,repository,version",26
110,market-sentiment-analyzer,plugins/crypto/market-sentiment-analyzer,crypto,1,0,"author,description,keywords,license,name,repository,version",26
111,mempool-analyzer,plugins/crypto/mempool-analyzer,crypto,1,0,"author,description,keywords,license,name,repository,version",27
112,nft-rarity-analyzer,plugins/crypto/nft-rarity-analyzer,crypto,1,0,"author,description,keywords,license,name,repository,version",26
113,on-chain-analytics,plugins/crypto/on-chain-analytics,crypto,1,0,"author,description,keywords,license,name,repository,version",25
114,options-flow-analyzer,plugins/crypto/options-flow-analyzer,crypto,1,0,"author,description,keywords,license,name,repository,version",18
115,staking-rewards-optimizer,plugins/crypto/staking-rewards-optimizer,crypto,1,0,"author,description,keywords,license,name,repository,version",26
116,token-launch-tracker,plugins/crypto/token-launch-tracker,crypto,1,0,"author,description,keywords,license,name,repository,version",26
117,trading-strategy-backtester,plugins/crypto/trading-strategy-backtester,crypto,1,0,"author,description,keywords,license,name,repository,version",40
118,wallet-portfolio-tracker,plugins/crypto/wallet-portfolio-tracker,crypto,1,0,"author,description,keywords,license,name,repository,version",14
119,wallet-security-auditor,plugins/crypto/wallet-security-auditor,crypto,1,0,"author,description,keywords,license,name,repository,version",14
120,whale-alert-monitor,plugins/crypto/whale-alert-monitor,crypto,1,0,"author,description,keywords,license,name,repository,version",26
121,data-seeder-generator,plugins/database/data-seeder-generator,database,1,0,"author,description,keywords,license,name,repository,version",8
122,data-validation-engine,plugins/database/data-validation-engine,database,1,0,"author,description,keywords,license,name,repository,version",10
123,database-archival-system,plugins/database/database-archival-system,database,1,0,"author,description,keywords,license,name,repository,version",9
124,database-audit-logger,plugins/database/database-audit-logger,database,1,0,"author,description,keywords,license,name,repository,version",12
125,database-backup-automator,plugins/database/database-backup-automator,database,1,0,"author,description,keywords,license,name,repository,version",20
126,database-cache-layer,plugins/database/database-cache-layer,database,1,0,"author,description,keywords,license,name,repository,version",9
127,database-connection-pooler,plugins/database/database-connection-pooler,database,1,0,"author,description,keywords,license,name,repository,version",8
128,database-deadlock-detector,plugins/database/database-deadlock-detector,database,1,0,"author,description,keywords,license,name,repository,version",9
129,database-diff-tool,plugins/database/database-diff-tool,database,1,0,"author,description,keywords,license,name,repository,version",9
130,database-documentation-gen,plugins/database/database-documentation-gen,database,1,0,"author,description,keywords,license,name,repository,version",11
131,database-health-monitor,plugins/database/database-health-monitor,database,1,0,"author,description,keywords,license,name,repository,version",8
132,database-index-advisor,plugins/database/database-index-advisor,database,1,0,"author,description,keywords,license,name,repository,version",9
133,database-migration-manager,plugins/database/database-migration-manager,database,1,0,"author,description,keywords,license,name,repository,version",8
134,database-partition-manager,plugins/database/database-partition-manager,database,1,0,"author,description,keywords,license,name,repository,version",8
135,database-recovery-manager,plugins/database/database-recovery-manager,database,1,0,"author,description,keywords,license,name,repository,version",12
136,database-replication-manager,plugins/database/database-replication-manager,database,1,0,"author,description,keywords,license,name,repository,version",10
137,database-schema-designer,plugins/database/database-schema-designer,database,1,0,"author,description,keywords,license,name,repository,version",8
138,database-security-scanner,plugins/database/database-security-scanner,database,1,0,"author,description,keywords,license,name,repository,version",8
139,database-sharding-manager,plugins/database/database-sharding-manager,database,1,0,"author,description,keywords,license,name,repository,version",9
140,database-transaction-monitor,plugins/database/database-transaction-monitor,database,1,0,"author,description,keywords,license,name,repository,version",9
141,nosql-data-modeler,plugins/database/nosql-data-modeler,database,1,0,"author,description,keywords,license,name,repository,version",11
142,orm-code-generator,plugins/database/orm-code-generator,database,1,0,"author,description,keywords,license,name,repository,version",10
143,query-performance-analyzer,plugins/database/query-performance-analyzer,database,1,0,"author,description,keywords,license,name,repository,version",8
144,sql-query-optimizer,plugins/database/sql-query-optimizer,database,1,0,"author,description,keywords,license,name,repository,version",10
145,stored-procedure-generator,plugins/database/stored-procedure-generator,database,1,0,"author,description,keywords,license,name,repository,version",17
146,wondelai-design-everyday-things,plugins/design/wondelai-design-everyday-things,design,1,0,"author,description,keywords,license,name,repository,version",14
147,wondelai-hooked-ux,plugins/design/wondelai-hooked-ux,design,1,0,"author,description,keywords,license,name,repository,version",11
148,wondelai-ios-hig-design,plugins/design/wondelai-ios-hig-design,design,1,0,"author,description,keywords,license,name,repository,version",15
149,wondelai-refactoring-ui,plugins/design/wondelai-refactoring-ui,design,1,0,"author,description,keywords,license,name,repository,version",9
150,wondelai-top-design,plugins/design/wondelai-top-design,design,1,0,"author,description,keywords,license,name,repository,version",9
151,wondelai-ux-heuristics,plugins/design/wondelai-ux-heuristics,design,1,0,"author,description,keywords,license,name,repository,version",11
152,wondelai-web-typography,plugins/design/wondelai-web-typography,design,1,0,"author,description,keywords,license,name,repository,version",9
153,ansible-playbook-creator,plugins/devops/ansible-playbook-creator,devops,1,0,"author,description,keywords,license,name,repository,version",13
154,auto-scaling-configurator,plugins/devops/auto-scaling-configurator,devops,1,0,"author,description,keywords,license,name,repository,version",12
155,backup-strategy-implementor,plugins/devops/backup-strategy-implementor,devops,1,0,"author,description,keywords,license,name,repository,version",8
156,ci-cd-pipeline-builder,plugins/devops/ci-cd-pipeline-builder,devops,1,0,"author,description,keywords,license,name,repository,version",8
157,cloud-cost-optimizer,plugins/devops/cloud-cost-optimizer,devops,1,0,"author,description,keywords,license,name,repository,version",13
158,compliance-checker,plugins/devops/compliance-checker,devops,1,0,"author,description,keywords,license,name,repository,version",12
159,container-registry-manager,plugins/devops/container-registry-manager,devops,1,0,"author,description,keywords,license,name,repository,version",9
160,container-security-scanner,plugins/devops/container-security-scanner,devops,1,0,"author,description,keywords,license,name,repository,version",10
161,deployment-pipeline-orchestrator,plugins/devops/deployment-pipeline-orchestrator,devops,1,0,"author,description,keywords,license,name,repository,version",11
162,deployment-rollback-manager,plugins/devops/deployment-rollback-manager,devops,1,0,"author,description,keywords,license,name,repository,version",14
163,disaster-recovery-planner,plugins/devops/disaster-recovery-planner,devops,1,0,"author,description,keywords,license,name,repository,version",8
164,docker-compose-generator,plugins/devops/docker-compose-generator,devops,1,0,"author,description,keywords,license,name,repository,version",13
165,environment-config-manager,plugins/devops/environment-config-manager,devops,1,0,"author,description,keywords,license,name,repository,version",9
166,fairdb-operations-kit,plugins/devops/fairdb-operations-kit,devops,1,0,"author,description,keywords,license,name,repository,version",22
167,gh-dash,plugins/devops/gh-dash,devops,1,0,"author,description,homepage,keywords,license,name,repository,version",3
168,git-commit-smart,plugins/devops/git-commit-smart,devops,1,0,"author,description,keywords,license,name,repository,version",11
169,gitops-workflow-builder,plugins/devops/gitops-workflow-builder,devops,1,0,"author,description,keywords,license,name,repository,version",8
170,helm-chart-generator,plugins/devops/helm-chart-generator,devops,1,0,"author,description,keywords,license,name,repository,version",10
171,infrastructure-as-code-generator,plugins/devops/infrastructure-as-code-generator,devops,1,0,"author,description,keywords,license,name,repository,version",10
172,infrastructure-drift-detector,plugins/devops/infrastructure-drift-detector,devops,1,0,"author,description,keywords,license,name,repository,version",9
173,jeremy-adk-terraform,plugins/devops/jeremy-adk-terraform,devops,1,0,"author,description,keywords,license,name,repository,version",8
174,jeremy-genkit-terraform,plugins/devops/jeremy-genkit-terraform,devops,1,0,"author,description,keywords,license,name,repository,version",8
175,jeremy-github-actions-gcp,plugins/devops/jeremy-github-actions-gcp,devops,1,0,"author,description,keywords,license,name,repository,version",11
176,jeremy-vertex-terraform,plugins/devops/jeremy-vertex-terraform,devops,1,0,"author,description,keywords,license,name,repository,version",8
177,kubernetes-deployment-creator,plugins/devops/kubernetes-deployment-creator,devops,1,0,"author,description,keywords,license,name,repository,version",29
178,load-balancer-configurator,plugins/devops/load-balancer-configurator,devops,1,0,"author,description,keywords,license,name,repository,version",13
179,log-aggregation-setup,plugins/devops/log-aggregation-setup,devops,1,0,"author,description,keywords,license,name,repository,version",17
180,monitoring-stack-deployer,plugins/devops/monitoring-stack-deployer,devops,1,0,"author,description,keywords,license,name,repository,version",14
181,network-policy-manager,plugins/devops/network-policy-manager,devops,1,0,"author,description,keywords,license,name,repository,version",10
182,secrets-manager-integrator,plugins/devops/secrets-manager-integrator,devops,1,0,"author,description,keywords,license,name,repository,version",12
183,service-mesh-configurator,plugins/devops/service-mesh-configurator,devops,1,0,"author,description,keywords,license,name,repository,version",16
184,terraform-module-builder,plugins/devops/terraform-module-builder,devops,1,0,"author,description,keywords,license,name,repository,version",9
185,formatter,plugins/examples/formatter,examples,1,0,"author,description,keywords,license,name,repository,version",25
186,hello-world,plugins/examples/hello-world,examples,1,0,"author,description,keywords,license,name,repository,version",16
187,jeremy-plugin-tool,plugins/examples/jeremy-plugin-tool,examples,1,0,"author,description,homepage,keywords,license,name,repository,version",53
188,pi-pathfinder,plugins/examples/pi-pathfinder,examples,1,0,"author,description,keywords,license,name,repository,version",15
189,security-agent,plugins/examples/security-agent,examples,1,0,"author,description,keywords,license,name,version",12
190,openbb-terminal,plugins/finance/openbb-terminal,finance,1,0,"author,description,keywords,license,name,repository,version",23
191,jeremy-google-adk,plugins/jeremy-google-adk,jeremy-google-adk,1,0,"author,description,keywords,license,name,repository,version",6
192,jeremy-vertex-ai,plugins/jeremy-vertex-ai,jeremy-vertex-ai,1,0,"author,description,keywords,license,name,repository,version",5
193,ai-experiment-logger,plugins/mcp/ai-experiment-logger,mcp,1,1,"author,description,keywords,license,name,repository,version",31
194,conversational-api-debugger,plugins/mcp/conversational-api-debugger,mcp,1,1,"author,description,keywords,license,name,repository,version",12
195,design-to-code,plugins/mcp/design-to-code,mcp,1,1,"author,description,keywords,license,name,repository,version",18
196,domain-memory-agent,plugins/mcp/domain-memory-agent,mcp,1,1,"author,description,keywords,license,name,repository,version",23
197,lumera-agent-memory,plugins/mcp/lumera-agent-memory,mcp,1,1,"author,description,keywords,license,name,repository,version",28
198,pr-to-spec,plugins/mcp/pr-to-spec,mcp,1,1,"author,description,homepage,keywords,license,name,repository,version",116
199,project-health-auditor,plugins/mcp/project-health-auditor,mcp,1,1,"author,description,keywords,license,name,repository,version",31
200,slack-channel,plugins/mcp/slack-channel,mcp,1,1,"author,description,homepage,keywords,license,name,repository,version",12
201,workflow-orchestrator,plugins/mcp/workflow-orchestrator,mcp,1,1,"author,description,keywords,license,name,repository,version",19
202,ai-ml-engineering-pack,plugins/packages/ai-ml-engineering-pack,packages,1,0,"author,description,homepage,keywords,license,name,repository,version",26
203,creator-studio-pack,plugins/packages/creator-studio-pack,packages,1,0,"author,description,keywords,license,name,repository,version",48
204,devops-automation-pack,plugins/packages/devops-automation-pack,packages,1,0,"author,description,homepage,keywords,license,name,repository,version",41
205,fullstack-starter-pack,plugins/packages/fullstack-starter-pack,packages,1,0,"author,description,homepage,keywords,license,name,repository,version",48
206,security-pro-pack,plugins/packages/security-pro-pack,packages,1,0,"author,description,homepage,keywords,license,name,repository,version",25
207,alerting-rule-creator,plugins/performance/alerting-rule-creator,performance,1,0,"author,description,keywords,license,name,repository,version",11
208,apm-dashboard-creator,plugins/performance/apm-dashboard-creator,performance,1,0,"author,description,keywords,license,name,repository,version",10
209,application-profiler,plugins/performance/application-profiler,performance,1,0,"author,description,keywords,license,name,repository,version",10
210,bottleneck-detector,plugins/performance/bottleneck-detector,performance,1,0,"author,description,keywords,license,name,repository,version",12
211,cache-performance-optimizer,plugins/performance/cache-performance-optimizer,performance,1,0,"author,description,keywords,license,name,repository,version",8
212,capacity-planning-analyzer,plugins/performance/capacity-planning-analyzer,performance,1,0,"author,description,keywords,license,name,repository,version",9
213,cpu-usage-monitor,plugins/performance/cpu-usage-monitor,performance,1,0,"author,description,keywords,license,name,repository,version",10
214,database-query-profiler,plugins/performance/database-query-profiler,performance,1,0,"author,description,keywords,license,name,repository,version",14
215,distributed-tracing-setup,plugins/performance/distributed-tracing-setup,performance,1,0,"author,description,keywords,license,name,repository,version",9
216,error-rate-monitor,plugins/performance/error-rate-monitor,performance,1,0,"author,description,keywords,license,name,repository,version",10
217,infrastructure-metrics-collector,plugins/performance/infrastructure-metrics-collector,performance,1,0,"author,description,keywords,license,name,repository,version",8
218,load-test-runner,plugins/performance/load-test-runner,performance,1,0,"author,description,keywords,license,name,repository,version",8
219,log-analysis-tool,plugins/performance/log-analysis-tool,performance,1,0,"author,description,keywords,license,name,repository,version",10
220,memory-leak-detector,plugins/performance/memory-leak-detector,performance,1,0,"author,description,keywords,license,name,repository,version",11
221,metrics-aggregator,plugins/performance/metrics-aggregator,performance,1,0,"author,description,keywords,license,name,repository,version",8
222,network-latency-analyzer,plugins/performance/network-latency-analyzer,performance,1,0,"author,description,keywords,license,name,repository,version",9
223,performance-budget-validator,plugins/performance/performance-budget-validator,performance,1,0,"author,description,keywords,license,name,repository,version",11
224,performance-optimization-advisor,plugins/performance/performance-optimization-advisor,performance,1,0,"author,description,keywords,license,name,repository,version",8
225,performance-regression-detector,plugins/performance/performance-regression-detector,performance,1,0,"author,description,keywords,license,name,repository,version",11
226,real-user-monitoring,plugins/performance/real-user-monitoring,performance,1,0,"author,description,keywords,license,name,repository,version",9
227,resource-usage-tracker,plugins/performance/resource-usage-tracker,performance,1,0,"author,description,keywords,license,name,repository,version",9
228,response-time-tracker,plugins/performance/response-time-tracker,performance,1,0,"author,description,keywords,license,name,repository,version",9
229,sla-sli-tracker,plugins/performance/sla-sli-tracker,performance,1,0,"author,description,keywords,license,name,repository,version",9
230,synthetic-monitoring-setup,plugins/performance/synthetic-monitoring-setup,performance,1,0,"author,description,keywords,license,name,repository,version",9
231,throughput-analyzer,plugins/performance/throughput-analyzer,performance,1,0,"author,description,keywords,license,name,repository,version",10
232,000-jeremy-content-consistency-validator,plugins/productivity/000-jeremy-content-consistency-validator,productivity,1,0,"author,description,keywords,license,name,repository,version",14
233,002-jeremy-yaml-master-agent,plugins/productivity/002-jeremy-yaml-master-agent,productivity,1,0,"author,description,keywords,license,name,repository,version",8
234,003-jeremy-vertex-ai-media-master,plugins/productivity/003-jeremy-vertex-ai-media-master,productivity,1,0,"author,description,keywords,license,name,repository,version",12
235,004-jeremy-google-cloud-agent-sdk,plugins/productivity/004-jeremy-google-cloud-agent-sdk,productivity,1,0,"author,description,keywords,license,name,repository,version",9
236,agent-context-manager,plugins/productivity/agent-context-manager,productivity,1,0,"author,description,keywords,license,name,repository,version",11
237,ai-commit-gen,plugins/productivity/ai-commit-gen,productivity,1,0,"author,description,keywords,license,name,repository,version",14
238,box-cloud-filesystem,plugins/productivity/box-cloud-filesystem,productivity,1,0,"author,description,homepage,keywords,license,name,repository,version",9
239,claude-memory-kit,plugins/productivity/claude-memory-kit,productivity,1,0,"author,description,homepage,keywords,license,name,repository,version",11
240,navigating-github,plugins/productivity/navigating-github,productivity,1,0,"author,description,homepage,keywords,license,name,repository,version",12
