id,path,doc_type,apparent_subject,subject_type,line_count,word_count
120,000-docs/122-MS-INDX-audit-index.md,other,repository,repo,236,820
121,000-docs/124-MC-SUMM-morning-review.md,other,repository,repo,273,1386
122,000-docs/126-DR-CHKL-pre-release-check.md,other,repository,repo,317,1242
123,000-docs/127-OD-RELS-changelog-v1-2-0.md,CHANGELOG,repository,repo,132,676
124,000-docs/128-OD-RELS-github-release-v1-2.md,other,repository,repo,207,972
125,000-docs/129-RL-PROP-life-sciences-plugins.md,other,repository,repo,476,1523
126,000-docs/130-DR-REFF-vertex-ai-gemini-tiers.md,other,repository,repo,353,1493
127,000-docs/131-RA-REPT-migration-2025-10-20.md,other,repository,repo,418,1643
128,000-docs/132-RA-ANLY-life-sciences-mcp-research.md,other,repository,repo,702,2847
129,000-docs/133-PM-TASK-generate-life-sciences-plugins.md,other,repository,repo,488,2069
130,000-docs/134-MS-DRFT-anthropic-skills-comparison.md,other,repository,repo,484,1833
131,000-docs/135-RA-AUDT-agent-skills-structure-audit.md,other,repository,repo,523,2064
132,000-docs/136-MS-DRFT-skills-structure-comparison.md,other,repository,repo,253,940
133,000-docs/137-MS-DRFT-skills-migration-ultrathink.md,other,repository,repo,396,1475
134,000-docs/138-MS-DRFT-taskwarrior-migration.md,other,repository,repo,584,2359
135,000-docs/139-MS-DRFT-skills-migration.md,other,repository,repo,413,1426
136,000-docs/140-AT-ARCH-cleanup-2025-10-27.md,other,repository,repo,122,482
137,000-docs/141-AT-ARCH-marketplace-consolidation-2025-10.md,other,repository,repo,327,1214
138,000-docs/143-MS-DRFT-v1-3-2-release.md,other,repository,repo,276,984
139,000-docs/144-RA-REPT-jeremy-plugins-adk-audit.md,other,repository,repo,865,3993
140,000-docs/145-PP-PLAN-jeremy-plugins-update-roadmap.md,other,repository,repo,389,2092
141,000-docs/146-DR-CHKL-jeremy-plugins-quick.md,other,repository,repo,324,1170
142,000-docs/147-AT-ADEC-adk-plugin-architecture-patterns.md,other,repository,repo,515,1446
143,000-docs/149-DR-GUID-enterprise-customer-onboarding.md,ADR,repository,repo,460,1541
144,000-docs/151-PP-PLAN-nixtla-repository-rollout.md,other,repository,repo,1546,4800
145,000-docs/152-MS-DRFT-nixtla-intelligence-briefing.md,other,repository,repo,975,4015
146,000-docs/153-AT-ARCH-nixtla-github-repository-structure.md,other,repository,repo,1558,4684
147,000-docs/154-AT-ARCH-search-slack-plugin-construction.md,other,repository,repo,2036,4755
148,000-docs/155-RA-REPT-release-v1-4-1.md,other,repository,repo,236,1073
149,000-docs/157-DR-FAQS-troubleshooting.md,other,repository,repo,210,586
150,000-docs/158-MS-DRFT-sponsor-positioning-framework.md,other,repository,repo,179,657
151,000-docs/159-RA-AUDT-skills-audit-2024-12.md,other,repository,repo,204,1019
152,000-docs/160-MS-DRFT-skills-fix-orchestration.md,other,repository,repo,158,565
153,000-docs/161-RA-AUDT-awesome-claude-skills-audit.md,CLAUDE.md,repository,repo,168,797
154,000-docs/162-RA-REPT-release-commands-upgrade.md,other,repository,repo,214,1014
155,000-docs/163-LS-STAT-cto-repository-status.md,other,repository,repo,119,571
156,000-docs/164-LS-STAT-cto-automated-fixes.md,other,repository,repo,171,711
157,000-docs/165-LS-STAT-cto-final-completion.md,other,repository,repo,168,839
158,000-docs/166-MS-DRFT-004-sr-recov-star.md,other,repository,repo,212,859
159,000-docs/167-MS-DRFT-001-skills-group-5.md,other,repository,repo,340,1359
160,000-docs/168-MS-DRFT-002-skill-group-5.md,other,repository,repo,487,1300
161,000-docs/169-RA-REPT-skill-group-2-generation.md,other,repository,repo,618,2050
162,000-docs/171-MS-DRFT-skill-group-2-scripts.md,other,repository,repo,509,1568
163,000-docs/172-RA-REPT-overnight-skills-fix-final.md,other,repository,repo,200,1016
164,000-docs/173-MS-DRFT-intent-solutions-standard-enhancements.md,ADR,repository,repo,152,674
165,000-docs/174-RA-REPT-ci-cd-pipeline-audit.md,automation-doc,repository,repo,975,3584
166,000-docs/175-RA-AUDT-mcp-plugins-audit-2025.md,other,repository,repo,762,2938
167,000-docs/176-DR-GUID-ci-test-execution-enhancement.md,other,repository,repo,430,1375
168,000-docs/177-DR-REFF-ci-test-quick.md,other,repository,repo,380,1165
169,000-docs/178-RA-REPT-intent-solutions.md,other,repository,repo,545,2258
170,000-docs/179-MS-DRFT-500-skills-generation.md,other,repository,repo,330,1484
171,000-docs/180-RA-AUDT-aitmpl-competitive-audit.md,other,repository,repo,441,1658
172,000-docs/181-AT-DSGN-marketplace-vnext-world-class.md,other,repository,repo,625,2019
173,000-docs/182-AA-AACR-lumera-agent-memory-implementation.md,other,repository,repo,168,1339
174,000-docs/183-PP-PLAN-interactive-lab.md,other,repository,repo,516,1812
175,000-docs/184-MS-INDX-notebooks.md,other,repository,repo,145,522
176,000-docs/185-MS-INDX-tutorials.md,other,repository,repo,287,1215
177,000-docs/186-RA-ANLY-500-skills-engineering-analysis.md,other,repository,repo,576,1800
178,000-docs/187-MS-DRFT-gemini-testing-cicd.md,other,repository,repo,533,1700
179,000-docs/188-MS-DRFT-epic-500-skills-complete.md,other,repository,repo,314,1225
180,000-docs/189-DR-GUID-review-pipeline-user.md,automation-doc,repository,repo,493,1694
181,000-docs/190-RA-AUDT-paid-services-audit.md,other,repository,repo,119,505
182,000-docs/191-RA-AUDT-jeremy-plugin-tool-audit.md,other,repository,repo,393,1721
183,000-docs/192-DR-GUID-marketplace-seo.md,other,repository,repo,148,470
184,000-docs/193-MS-DRFT-package-policy.md,other,repository,repo,169,500
185,000-docs/194-MS-DRFT-090-ai-automation-playbooks.md,automation-doc,repository,repo,118,490
186,000-docs/195-DR-TMPL-sponsorship-outreach-template.md,other,repository,repo,262,957
187,000-docs/196-DR-SOPS-02-cost-caps.md,other,repository,repo,815,2589
188,000-docs/197-DR-SOPS-08-team-presets.md,other,repository,repo,836,2135
189,000-docs/198-DR-SOPS-03-mcp-reliability.md,other,repository,repo,1122,3279
190,000-docs/199-DR-SOPS-04-ollama-migration.md,other,repository,repo,770,2793
191,000-docs/200-DR-SOPS-07-compliance-audit.md,other,repository,repo,849,2631
192,000-docs/201-DR-SOPS-09-cost-attribution.md,other,repository,repo,802,2495
193,000-docs/202-DR-SOPS-06-self-hosted-stack.md,other,repository,repo,1112,2488
194,000-docs/20260131-RL-REPT-claude-code-plugins-v4.14.0.md,CLAUDE.md,repository,repo,117,406
195,000-docs/203-DR-SOPS-05-incident-debugging.md,other,repository,repo,910,2944
196,000-docs/204-DR-SOPS-01-multi-agent-rate.md,other,repository,repo,598,1909
197,000-docs/205-DR-SOPS-10-progressive-enhancement.md,other,repository,repo,794,2466
198,000-docs/206-DR-SOPS-readme.md,README,repository,repo,175,904
199,000-docs/207-DR-SOPS-11-advanced-tool-use.md,other,repository,repo,1509,5325
200,000-docs/208-AA-AACR-beads-aar-2025-12.md,AAR,repository,repo,674,3270
201,000-docs/209-MS-DRFT-current-state-map-2025.md,other,repository,repo,599,2068
202,000-docs/210-MS-DRFT-target-state-map-2025.md,other,repository,repo,1115,3853
203,000-docs/211-DR-GUID-deployment-pipeline-2025-12.md,automation-doc,repository,repo,644,2379
204,000-docs/212-RA-REPT-deployment-verification-2025-12.md,other,repository,repo,410,1765
205,000-docs/213-MS-DRFT-deploy-blocker-resolution-2025.md,other,repository,repo,478,2116
206,000-docs/214-MS-DRFT-skills-pages-implementation.md,other,repository,repo,302,1099
207,000-docs/215-TQ-TEST-testing.md,other,repository,repo,599,1571
208,000-docs/216-DR-REFF-testing-quickref.md,other,repository,repo,136,443
209,000-docs/217-DR-GUID-marketplace.md,other,repository,repo,151,548
210,000-docs/218-MS-DRFT-post-mortem-p0-system.md,other,repository,repo,384,1588
211,000-docs/219-RA-REPT-p0-implementation.md,other,repository,repo,1362,5025
212,000-docs/220-RA-AUDT-data-model-technical.md,other,repository,repo,313,1294
213,000-docs/221-RA-AUDT-quick.md,other,repository,repo,263,1002
214,000-docs/223-RA-AUDT-mobile-ux-findings.md,other,repository,repo,520,1913
215,000-docs/224-RA-AUDT-index.md,other,repository,repo,282,1061
216,000-docs/225-RA-AUDT-master-cumulative.md,other,repository,repo,611,2485
217,000-docs/226-TQ-TEST-marketplace-testing.md,other,repository,repo,216,791
218,000-docs/227-RA-REPT-epic-b-evidence.md,other,repository,repo,128,581
219,000-docs/228-RA-REPT-proof-gate-evidence.md,other,repository,repo,243,943
220,000-docs/229-DR-REFF-marketplace-testing-quickref.md,other,repository,repo,70,164
221,000-docs/230-RA-REPT-epic-c-evidence.md,other,repository,repo,188,827
222,000-docs/231-RA-REPT-p0-stabilization.md,other,repository,repo,231,917
223,000-docs/232-RA-AUDT-phase0-audit.md,other,repository,repo,179,720
224,000-docs/233-LS-STAT-phase-1-state-capture.md,other,repository,repo,218,817
225,000-docs/234-MS-DRFT-current-epics-beads.md,other,repository,repo,226,1041
226,000-docs/235-PP-PLAN-phase-1-recovery.md,other,repository,repo,149,647
227,000-docs/236-AA-AACR-phase-1-ci-green.md,other,repository,repo,243,1006
228,000-docs/237-AA-AACR-phase-2-foundation-clean.md,other,repository,repo,231,876
229,000-docs/238-PP-PLAN-phase-3-product-ready.md,other,repository,repo,178,882
230,000-docs/239-MS-DRFT-115-ra-ph3a-analytics.md,other,repository,repo,109,344
231,000-docs/240-RA-REPT-phase-3.md,other,repository,repo,149,577
232,000-docs/241-MS-DRFT-phase-3-handoff.md,other,repository,repo,139,485
233,000-docs/242-AA-AACR-cli-v2-aar-2025.md,AAR,repository,repo,79,326
234,000-docs/243-AA-AACR-phase-4-aar.md,AAR,repository,repo,113,524
235,000-docs/244-AA-AACR-phase-5-aar.md,AAR,repository,repo,147,592
236,000-docs/245-MS-DRFT-120-ra-ph6a-state.md,other,repository,repo,41,153
237,000-docs/246-AA-AACR-phase-6-aar.md,AAR,repository,repo,175,624
238,000-docs/247-OD-CHNG-changelog.md,CHANGELOG,repository,repo,4789,23546
239,000-docs/248-RA-AUDT-appaudit-devops-playbook.md,other,repository,repo,957,4661
240,000-docs/249-MC-MEMO-2025-12-26-all.md,other,repository,repo,52,230
241,000-docs/250-LS-STAT-session-accomplishments.md,other,repository,repo,206,1041
242,000-docs/251-AA-AACR-metrics-canonicalization-aar.md,AAR,repository,repo,224,1170
243,000-docs/252-RA-AUDT-appaudit-devops-playbook.md,other,repository,repo,911,4595
244,000-docs/253-LS-STAT-beads-epics-status.md,other,repository,repo,605,2402
245,000-docs/254-RA-REPT-playbooks-404s-fix.md,other,repository,repo,231,994
246,000-docs/255-RA-REPT-0kh10-real-world-tests.md,other,repository,repo,280,1242
247,000-docs/256-RA-REPT-link-integrity-guardrails.md,ADR,repository,repo,201,708
248,000-docs/256-RL-REPT-ccpi-release-v4.12.0.md,other,repository,repo,142,612
249,000-docs/257-AA-AACR-doc-filing-cleanup.md,other,repository,repo,647,2004
250,000-docs/258-RA-REPT-sugar-attribution-postmortem.md,other,repository,repo,221,993
251,000-docs/259-RA-REPT-competitor-star-analysis.md,other,repository,repo,336,1322
252,000-docs/6767-a-SPEC-DR-STND-claude-code-plugins-standard.md,CLAUDE.md,repository,repo,1444,4452
253,000-docs/6767-b-SPEC-DR-STND-claude-skills-standard.md,CLAUDE.md,repository,repo,1126,3905
254,000-docs/6767-c-DR-STND-claude-code-extensions-standard.md,CLAUDE.md,repository,repo,888,3819
255,000-docs/6767-d-AT-APIS-claude-code-extensions-schema.md,CLAUDE.md,repository,repo,812,2967
256,000-docs/6767-e-WA-WFLW-extensions-validation-ci-gates.md,other,repository,repo,818,2962
257,000-docs/6767-f-AT-ARCH-plugin-scaffold-diagrams.md,other,repository,repo,604,2993
258,000-docs/6767-g-AT-ARCH-skill-scaffold-diagrams.md,other,repository,repo,750,3668
259,000-docs/6767-h-SPEC-DR-STND-claude-code-extensions-master.md,CLAUDE.md,repository,repo,230,881
260,AGENTS.md,AGENTS.md,repository,repo,177,835
261,CHANGELOG.md,CHANGELOG,repository,repo,427,2573
262,CLAUDE.md,CLAUDE.md,repository,repo,276,1620
263,CONTRIBUTING.md,CONTRIBUTING,repository,repo,113,674
264,LICENSE,LICENSE,repository,repo,59,274
265,README.md,README,repository,repo,369,1989
266,SECURITY.md,SECURITY,repository,repo,83,430
267,_PRESERVE_MIGRATION/_templates/README-template.md,README,repository,repo,154,291
268,_PRESERVE_MIGRATION/_templates/agent-template.md,other,repository,repo,227,782
269,_PRESERVE_MIGRATION/_templates/command-template.md,other,repository,repo,131,404
270,_PRESERVE_MIGRATION/_validation/agents/docs-agent.md,other,repository,repo,594,1753
271,_PRESERVE_MIGRATION/_validation/agents/qa-agent.md,other,repository,repo,318,1288
272,_PRESERVE_MIGRATION/git-commit-smart/commit-smart.md,other,repository,repo,279,988
273,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_122343/LICENSE,LICENSE,repository,repo,22,169
274,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_122343/README.md,README,repository,repo,1,0
275,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_122343/commands/audit-access.md,other,repository,repo,9,9
276,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_132521/LICENSE,LICENSE,repository,repo,22,169
277,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_132521/README.md,README,repository,repo,1,0
278,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_132521/commands/audit-access.md,other,repository,repo,9,9
279,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_132521/skills/skill-adapter/assets/README.md,README,repository,repo,8,51
280,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_132521/skills/skill-adapter/references/README.md,README,repository,repo,8,62
281,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_132521/skills/skill-adapter/scripts/README.md,README,repository,repo,8,71
282,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_234232/LICENSE,LICENSE,repository,repo,22,169
283,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_234232/README.md,README,repository,repo,1,0
284,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_234232/commands/audit-access.md,other,repository,repo,9,9
285,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_234232/skills/skill-adapter/assets/README.md,README,repository,repo,8,51
286,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_234232/skills/skill-adapter/references/README.md,README,repository,repo,8,62
287,backups/plugin-enhancements/plugin-backups/access-control-auditor_20251019_234232/skills/skill-adapter/scripts/README.md,README,repository,repo,8,71
288,backups/plugin-enhancements/plugin-backups/accessibility-test-scanner_20251019_150952/LICENSE,LICENSE,repository,repo,22,171
289,backups/plugin-enhancements/plugin-backups/accessibility-test-scanner_20251019_150952/README.md,README,repository,repo,64,173
290,backups/plugin-enhancements/plugin-backups/accessibility-test-scanner_20251019_150952/commands/a11y-scan.md,other,repository,repo,116,391
291,backups/plugin-enhancements/plugin-backups/accessibility-test-scanner_20251020_003753/LICENSE,LICENSE,repository,repo,22,171
292,backups/plugin-enhancements/plugin-backups/accessibility-test-scanner_20251020_003753/README.md,README,repository,repo,64,173
293,backups/plugin-enhancements/plugin-backups/accessibility-test-scanner_20251020_003753/commands/a11y-scan.md,other,repository,repo,116,391
294,backups/plugin-enhancements/plugin-backups/accessibility-test-scanner_20251020_003753/skills/skill-adapter/assets/README.md,README,repository,repo,7,31
295,backups/plugin-enhancements/plugin-backups/accessibility-test-scanner_20251020_003753/skills/skill-adapter/references/README.md,README,repository,repo,9,74
296,backups/plugin-enhancements/plugin-backups/accessibility-test-scanner_20251020_003753/skills/skill-adapter/scripts/README.md,README,repository,repo,8,59
297,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_115922/LICENSE,LICENSE,repository,repo,22,169
298,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_115922/README.md,README,repository,repo,275,899
299,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_115922/commands/commit.md,other,repository,repo,243,786
300,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_120620/LICENSE,LICENSE,repository,repo,22,169
301,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_120620/README.md,README,repository,repo,275,899
302,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_120620/commands/commit.md,other,repository,repo,243,786
303,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_120620/skills/skill-adapter/assets/README.md,README,repository,repo,7,31
304,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_120620/skills/skill-adapter/references/README.md,README,repository,repo,8,52
305,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_120620/skills/skill-adapter/scripts/README.md,README,repository,repo,8,50
306,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_130110/LICENSE,LICENSE,repository,repo,22,169
307,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_130110/README.md,README,repository,repo,275,899
308,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_130110/commands/commit.md,other,repository,repo,243,786
309,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_130110/skills/skill-adapter/assets/README.md,README,repository,repo,7,31
310,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_130110/skills/skill-adapter/references/README.md,README,repository,repo,8,52
311,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_130110/skills/skill-adapter/scripts/README.md,README,repository,repo,8,50
312,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_233040/LICENSE,LICENSE,repository,repo,22,169
313,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_233040/README.md,README,repository,repo,275,899
314,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_233040/commands/commit.md,other,repository,repo,243,786
315,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_233040/skills/skill-adapter/assets/README.md,README,repository,repo,7,31
316,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_233040/skills/skill-adapter/references/README.md,README,repository,repo,8,52
317,backups/plugin-enhancements/plugin-backups/ai-commit-gen_20251019_233040/skills/skill-adapter/scripts/README.md,README,repository,repo,8,50
318,backups/plugin-enhancements/plugin-backups/ai-ethics-validator_20251019_182858/LICENSE,LICENSE,repository,repo,22,170
319,backups/plugin-enhancements/plugin-backups/ai-ethics-validator_20251019_182858/README.md,README,repository,repo,32,49
