source_file_path,source_entity_type,source_entity_name,package_name,declared_version_range,latest_version,latest_tag,appears_outdated_flag,declared_matches_latest_flag,notes
packages/cli/package.json,package,@intentsolutionsio/ccpi,fs-extra,^11.2.0,11.3.4,latest,0,0,^11.2.0 vs 11.3.4
marketplace/package.json,marketplace,marketplace,fuse.js,^7.1.0,7.1.0,latest,0,1,current
plugins/mcp/project-health-auditor/package.json,mcp-plugin,@claude-code-plugins-plus/project-health-auditor,glob,^13.0.0,13.0.6,latest,0,0,^13.0.0 vs 13.0.6
package.json,root,claude-code-plugins-monorepo,js-yaml,^4.1.1,4.1.1,latest,0,1,current
plugins/mcp/conversational-api-debugger/package.json,mcp-plugin,@claude-code-plugins-plus/conversational-api-debugger,openapi-types,^12.1.3,12.1.3,latest,0,1,current
packages/analytics-dashboard/package.json,package,@analytics/dashboard,postcss,^8.4.49,8.5.8,latest,0,0,^8.4.49 vs 8.5.8
package.json,root,claude-code-plugins-monorepo,prettier,^3.7.4,3.8.1,latest,0,0,^3.7.4 vs 3.8.1
plugins/mcp/project-health-auditor/package.json,mcp-plugin,@claude-code-plugins-plus/project-health-auditor,simple-git,^3.30.0,3.33.0,latest,0,0,^3.30.0 vs 3.33.0
marketplace/package.json,marketplace,marketplace,tailwindcss,^4.1.18,4.2.2,latest,0,0,^4.1.18 vs 4.2.2
packages/analytics-dashboard/package.json,package,@analytics/dashboard,tailwindcss,^4.1.18,4.2.2,latest,0,0,^4.1.18 vs 4.2.2
plugins/mcp/pr-to-spec/site/package.json,mcp-plugin,pr-to-spec-site,tailwindcss,^4.1.18,4.2.2,latest,0,0,^4.1.18 vs 4.2.2
plugins/mcp/project-health-auditor/package.json,mcp-plugin,@claude-code-plugins-plus/project-health-auditor,tsx,^4.21.0,4.21.0,latest,0,1,current
package.json,root,claude-code-plugins-monorepo,typescript,^5.5.0,5.9.3,latest,0,0,^5.5.0 vs 5.9.3
packages/analytics-daemon/package.json,package,@claude-code-plugins/analytics-daemon,typescript,^5.7.3,5.9.3,latest,0,0,^5.7.3 vs 5.9.3
packages/analytics-dashboard/package.json,package,@analytics/dashboard,typescript,^5.5.0,5.9.3,latest,0,0,^5.5.0 vs 5.9.3
packages/cli/package.json,package,@intentsolutionsio/ccpi,typescript,^5.5.0,5.9.3,latest,0,0,^5.5.0 vs 5.9.3
plugins/mcp/ai-experiment-logger/package.json,mcp-plugin,@claude-plugins/ai-experiment-logger,typescript,^5.3.2,5.9.3,latest,0,0,^5.3.2 vs 5.9.3
plugins/mcp/conversational-api-debugger/package.json,mcp-plugin,@claude-code-plugins-plus/conversational-api-debugger,typescript,^5.6.0,5.9.3,latest,0,0,^5.6.0 vs 5.9.3
plugins/mcp/design-to-code/package.json,mcp-plugin,@claude-code-plugins-plus/design-to-code,typescript,^5.6.0,5.9.3,latest,0,0,^5.6.0 vs 5.9.3
plugins/mcp/domain-memory-agent/package.json,mcp-plugin,@claude-code-plugins-plus/domain-memory-agent,typescript,^5.6.0,5.9.3,latest,0,0,^5.6.0 vs 5.9.3
plugins/mcp/pr-to-spec/package.json,mcp-plugin,pr-to-spec,typescript,^5.7.3,5.9.3,latest,0,0,^5.7.3 vs 5.9.3
plugins/mcp/project-health-auditor/package.json,mcp-plugin,@claude-code-plugins-plus/project-health-auditor,typescript,^5.5.0,5.9.3,latest,0,0,^5.5.0 vs 5.9.3
plugins/mcp/slack-channel/package.json,mcp-plugin,claude-channel-slack,typescript,^5.4.0,5.9.3,latest,0,0,^5.4.0 vs 5.9.3
plugins/mcp/workflow-orchestrator/package.json,mcp-plugin,@claude-code-plugins-plus/workflow-orchestrator,typescript,^5.6.0,5.9.3,latest,0,0,^5.6.0 vs 5.9.3
tests/e2e/package.json,unknown,@claude-code-plugins/e2e-tests,typescript,^5.5.0,5.9.3,latest,0,0,^5.5.0 vs 5.9.3
packages/cli/package.json,package,@intentsolutionsio/ccpi,typescript-eslint,^8.46.0,8.57.1,latest,0,0,^8.46.0 vs 8.57.1
plugins/mcp/project-health-auditor/package.json,mcp-plugin,@claude-code-plugins-plus/project-health-auditor,typescript-eslint,^8.53.0,8.57.1,latest,0,0,^8.53.0 vs 8.57.1
plugins/skill-enhancers/axiom/package.json,plugin,axiom,vitepress,^1.0.0,1.6.4,latest,0,0,^1.0.0 vs 1.6.4
plugins/mcp/conversational-api-debugger/package.json,mcp-plugin,@claude-code-plugins-plus/conversational-api-debugger,vitest,^4.0.17,4.1.0,latest,0,0,^4.0.17 vs 4.1.0
plugins/mcp/design-to-code/package.json,mcp-plugin,@claude-code-plugins-plus/design-to-code,vitest,^4.0.17,4.1.0,latest,0,0,^4.0.17 vs 4.1.0
plugins/mcp/domain-memory-agent/package.json,mcp-plugin,@claude-code-plugins-plus/domain-memory-agent,vitest,^4.0.17,4.1.0,latest,0,0,^4.0.17 vs 4.1.0
plugins/mcp/project-health-auditor/package.json,mcp-plugin,@claude-code-plugins-plus/project-health-auditor,vitest,^4.0.17,4.1.0,latest,0,0,^4.0.17 vs 4.1.0
plugins/mcp/workflow-orchestrator/package.json,mcp-plugin,@claude-code-plugins-plus/workflow-orchestrator,vitest,^4.0.17,4.1.0,latest,0,0,^4.0.17 vs 4.1.0
packages/analytics-daemon/package.json,package,@claude-code-plugins/analytics-daemon,ws,^8.18.0,8.20.0,latest,0,0,^8.18.0 vs 8.20.0
packages/cli/package.json,package,@intentsolutionsio/ccpi,yaml,^2.7.0,2.8.3,latest,0,0,^2.7.0 vs 2.8.3
plugins/mcp/conversational-api-debugger/package.json,mcp-plugin,@claude-code-plugins-plus/conversational-api-debugger,yaml,^2.8.2,2.8.3,latest,0,0,^2.8.2 vs 2.8.3
plugins/mcp/pr-to-spec/package.json,mcp-plugin,pr-to-spec,yaml,^2.7.0,2.8.3,latest,0,0,^2.7.0 vs 2.8.3
plugins/mcp/ai-experiment-logger/package.json,mcp-plugin,@claude-plugins/ai-experiment-logger,zod,^4.3.5,4.3.6,latest,0,0,^4.3.5 vs 4.3.6
plugins/mcp/conversational-api-debugger/package.json,mcp-plugin,@claude-code-plugins-plus/conversational-api-debugger,zod,^4.3.5,4.3.6,latest,0,0,^4.3.5 vs 4.3.6
plugins/mcp/design-to-code/package.json,mcp-plugin,@claude-code-plugins-plus/design-to-code,zod,^4.3.5,4.3.6,latest,0,0,^4.3.5 vs 4.3.6
plugins/mcp/domain-memory-agent/package.json,mcp-plugin,@claude-code-plugins-plus/domain-memory-agent,zod,^4.3.5,4.3.6,latest,0,0,^4.3.5 vs 4.3.6
plugins/mcp/project-health-auditor/package.json,mcp-plugin,@claude-code-plugins-plus/project-health-auditor,zod,^4.3.5,4.3.6,latest,0,0,^4.3.5 vs 4.3.6
plugins/mcp/workflow-orchestrator/package.json,mcp-plugin,@claude-code-plugins-plus/workflow-orchestrator,zod,^4.3.5,4.3.6,latest,0,0,^4.3.5 vs 4.3.6
plugins/mcp/conversational-api-debugger/package.json,mcp-plugin,@claude-code-plugins-plus/conversational-api-debugger,zod-to-json-schema,^3.25.1,3.25.1,latest,0,1,current
plugins/mcp/design-to-code/package.json,mcp-plugin,@claude-code-plugins-plus/design-to-code,zod-to-json-schema,^3.25.1,3.25.1,latest,0,1,current
plugins/mcp/domain-memory-agent/package.json,mcp-plugin,@claude-code-plugins-plus/domain-memory-agent,zod-to-json-schema,^3.25.1,3.25.1,latest,0,1,current
plugins/mcp/workflow-orchestrator/package.json,mcp-plugin,@claude-code-plugins-plus/workflow-orchestrator,zod-to-json-schema,^3.25.1,3.25.1,latest,0,1,current
packages/analytics-dashboard/package.json,package,@analytics/dashboard,zustand,^5.0.2,5.0.12,latest,0,0,^5.0.2 vs 5.0.12
