id,skill_path,pack_name,plugin_name,line_count,word_count,code_block_count,comment_only_code_block_count,import_code_block_count,url_code_block_count,real_url_count,real_import_count,placeholder_step,placeholder_todo,placeholder_implementation,placeholder_add,placeholder_your,placeholder_api_key,placeholder_token,placeholder_api_example,placeholder_example,placeholder_table_error
39,plugins/api-development/api-error-handler/skills/handling-api-errors/SKILL.md,api-development,api-error-handler,78,735,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
40,plugins/api-development/api-event-emitter/skills/emitting-api-events/SKILL.md,api-development,api-event-emitter,78,698,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
41,plugins/api-development/api-gateway-builder/skills/building-api-gateway/SKILL.md,api-development,api-gateway-builder,80,710,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
42,plugins/api-development/api-load-tester/skills/load-testing-apis/SKILL.md,api-development,api-load-tester,78,698,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
43,plugins/api-development/api-migration-tool/skills/migrating-apis/SKILL.md,api-development,api-migration-tool,77,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,plugins/api-development/api-mock-server/skills/mocking-apis/SKILL.md,api-development,api-mock-server,78,673,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
45,plugins/api-development/api-monitoring-dashboard/skills/monitoring-apis/SKILL.md,api-development,api-monitoring-dashboard,78,694,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
46,plugins/api-development/api-rate-limiter/skills/rate-limiting-apis/SKILL.md,api-development,api-rate-limiter,78,728,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
47,plugins/api-development/api-request-logger/skills/logging-api-requests/SKILL.md,api-development,api-request-logger,78,738,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
48,plugins/api-development/api-response-validator/skills/validating-api-responses/SKILL.md,api-development,api-response-validator,77,694,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
49,plugins/api-development/api-schema-validator/skills/validating-api-schemas/SKILL.md,api-development,api-schema-validator,77,662,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
50,plugins/api-development/api-sdk-generator/skills/generating-api-sdks/SKILL.md,api-development,api-sdk-generator,78,671,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
51,plugins/api-development/api-security-scanner/skills/scanning-api-security/SKILL.md,api-development,api-security-scanner,77,696,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
52,plugins/api-development/api-throttling-manager/skills/throttling-apis/SKILL.md,api-development,api-throttling-manager,76,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,plugins/api-development/api-versioning-manager/skills/versioning-apis/SKILL.md,api-development,api-versioning-manager,77,678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,plugins/api-development/graphql-server-builder/skills/building-graphql-server/SKILL.md,api-development,graphql-server-builder,79,659,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
55,plugins/api-development/grpc-service-generator/skills/generating-grpc-services/SKILL.md,api-development,grpc-service-generator,79,625,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
56,plugins/api-development/rest-api-generator/skills/generating-rest-apis/SKILL.md,api-development,rest-api-generator,79,642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,plugins/api-development/webhook-handler-creator/skills/creating-webhook-handlers/SKILL.md,api-development,webhook-handler-creator,77,621,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
58,plugins/api-development/websocket-server-builder/skills/building-websocket-server/SKILL.md,api-development,websocket-server-builder,79,639,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
59,plugins/automation/mattyp-changelog/skills/changelog-orchestrator/SKILL.md,automation,mattyp-changelog,60,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,plugins/business-tools/brand-strategy-framework/skills/brand-strategy/SKILL.md,business-tools,brand-strategy-framework,224,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,plugins/business-tools/excel-analyst-pro/skills/excel-dcf-modeler/SKILL.md,business-tools,excel-analyst-pro,62,319,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
62,plugins/business-tools/excel-analyst-pro/skills/excel-lbo-modeler/SKILL.md,business-tools,excel-analyst-pro,62,304,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
63,plugins/business-tools/excel-analyst-pro/skills/excel-pivot-wizard/SKILL.md,business-tools,excel-analyst-pro,62,278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,plugins/business-tools/excel-analyst-pro/skills/excel-variance-analyzer/SKILL.md,business-tools,excel-analyst-pro,62,282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,plugins/business-tools/executive-assistant-skills/skills/action-items-todoist/SKILL.md,business-tools,executive-assistant-skills,201,2219,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,plugins/business-tools/executive-assistant-skills/skills/email-drafting/SKILL.md,business-tools,executive-assistant-skills,193,1514,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
67,plugins/business-tools/executive-assistant-skills/skills/executive-digest/SKILL.md,business-tools,executive-assistant-skills,135,1469,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,plugins/business-tools/executive-assistant-skills/skills/meeting-prep/SKILL.md,business-tools,executive-assistant-skills,265,2531,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
69,plugins/business-tools/executive-assistant-skills/skills/todoist-due-drafts/SKILL.md,business-tools,executive-assistant-skills,110,926,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,plugins/business-tools/wondelai-blue-ocean-strategy/skills/blue-ocean-strategy/SKILL.md,business-tools,wondelai-blue-ocean-strategy,510,2603,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
71,plugins/business-tools/wondelai-contagious/skills/contagious/SKILL.md,business-tools,wondelai-contagious,387,3975,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72,plugins/business-tools/wondelai-cro-methodology/skills/cro-methodology/SKILL.md,business-tools,wondelai-cro-methodology,338,3407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,plugins/business-tools/wondelai-crossing-the-chasm/skills/crossing-the-chasm/SKILL.md,business-tools,wondelai-crossing-the-chasm,383,2219,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
74,plugins/business-tools/wondelai-drive-motivation/skills/drive-motivation/SKILL.md,business-tools,wondelai-drive-motivation,380,2519,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
75,plugins/business-tools/wondelai-hundred-million-offers/skills/hundred-million-offers/SKILL.md,business-tools,wondelai-hundred-million-offers,420,4580,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
76,plugins/business-tools/wondelai-influence-psychology/skills/influence-psychology/SKILL.md,business-tools,wondelai-influence-psychology,454,3101,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
77,plugins/business-tools/wondelai-jobs-to-be-done/skills/jobs-to-be-done/SKILL.md,business-tools,wondelai-jobs-to-be-done,314,3175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,plugins/business-tools/wondelai-made-to-stick/skills/made-to-stick/SKILL.md,business-tools,wondelai-made-to-stick,419,2804,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
79,plugins/business-tools/wondelai-negotiation/skills/negotiation/SKILL.md,business-tools,wondelai-negotiation,422,3830,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
80,plugins/business-tools/wondelai-obviously-awesome/skills/obviously-awesome/SKILL.md,business-tools,wondelai-obviously-awesome,352,3731,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
81,plugins/business-tools/wondelai-one-page-marketing/skills/one-page-marketing/SKILL.md,business-tools,wondelai-one-page-marketing,474,4751,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
82,plugins/business-tools/wondelai-predictable-revenue/skills/predictable-revenue/SKILL.md,business-tools,wondelai-predictable-revenue,455,2344,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
83,plugins/business-tools/wondelai-scorecard-marketing/skills/scorecard-marketing/SKILL.md,business-tools,wondelai-scorecard-marketing,298,2822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,plugins/business-tools/wondelai-storybrand-messaging/skills/storybrand-messaging/SKILL.md,business-tools,wondelai-storybrand-messaging,387,3180,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,plugins/business-tools/wondelai-traction-eos/skills/traction-eos/SKILL.md,business-tools,wondelai-traction-eos,443,2608,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
86,plugins/community/b12-claude-plugin/skills/website-generator/SKILL.md,community,b12-claude-plugin,115,729,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
87,plugins/community/claude-never-forgets/skills/memory/SKILL.md,community,claude-never-forgets,88,681,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,plugins/community/claude-reflect/SKILL.md,community,claude-reflect,113,550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,plugins/community/gastown/skills/gastown/SKILL.md,community,gastown,65,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,plugins/community/jeremy-firebase/skills/firebase-vertex-ai/SKILL.md,community,jeremy-firebase,73,435,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
91,plugins/community/jeremy-firestore/skills/firestore-operations-manager/SKILL.md,community,jeremy-firestore,66,366,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
92,plugins/community/sprint/skills/agent-patterns/SKILL.md,community,sprint,102,631,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,plugins/community/sprint/skills/api-contract/SKILL.md,community,sprint,114,745,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,plugins/community/sprint/skills/spec-writing/SKILL.md,community,sprint,109,756,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,plugins/community/sprint/skills/sprint-workflow/SKILL.md,community,sprint,80,753,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,plugins/community/zai-cli/skills/zai-cli/SKILL.md,community,zai-cli,58,269,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
97,plugins/crypto/arbitrage-opportunity-finder/skills/finding-arbitrage-opportunities/SKILL.md,crypto,arbitrage-opportunity-finder,123,573,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
98,plugins/crypto/blockchain-explorer-cli/skills/exploring-blockchain-data/SKILL.md,crypto,blockchain-explorer-cli,95,1051,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
99,plugins/crypto/cross-chain-bridge-monitor/skills/monitoring-cross-chain-bridges/SKILL.md,crypto,cross-chain-bridge-monitor,143,554,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
100,plugins/crypto/crypto-derivatives-tracker/skills/tracking-crypto-derivatives/SKILL.md,crypto,crypto-derivatives-tracker,127,650,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,plugins/crypto/crypto-news-aggregator/skills/aggregating-crypto-news/SKILL.md,crypto,crypto-news-aggregator,122,499,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
102,plugins/crypto/crypto-portfolio-tracker/skills/tracking-crypto-portfolio/SKILL.md,crypto,crypto-portfolio-tracker,123,516,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,plugins/crypto/crypto-signal-generator/skills/generating-trading-signals/SKILL.md,crypto,crypto-signal-generator,112,489,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,plugins/crypto/crypto-tax-calculator/skills/calculating-crypto-taxes/SKILL.md,crypto,crypto-tax-calculator,106,557,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
105,plugins/crypto/defi-yield-optimizer/skills/optimizing-defi-yields/SKILL.md,crypto,defi-yield-optimizer,149,587,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
106,plugins/crypto/dex-aggregator-router/skills/routing-dex-trades/SKILL.md,crypto,dex-aggregator-router,105,541,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
107,plugins/crypto/flash-loan-simulator/skills/simulating-flash-loans/SKILL.md,crypto,flash-loan-simulator,109,512,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
108,plugins/crypto/gas-fee-optimizer/skills/optimizing-gas-fees/SKILL.md,crypto,gas-fee-optimizer,113,527,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
109,plugins/crypto/liquidity-pool-analyzer/skills/analyzing-liquidity-pools/SKILL.md,crypto,liquidity-pool-analyzer,103,503,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
110,plugins/crypto/market-movers-scanner/skills/scanning-market-movers/SKILL.md,crypto,market-movers-scanner,127,546,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,plugins/crypto/market-price-tracker/skills/tracking-crypto-prices/SKILL.md,crypto,market-price-tracker,96,513,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
112,plugins/crypto/market-sentiment-analyzer/skills/analyzing-market-sentiment/SKILL.md,crypto,market-sentiment-analyzer,123,501,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
113,plugins/crypto/mempool-analyzer/skills/analyzing-mempool/SKILL.md,crypto,mempool-analyzer,110,458,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
114,plugins/crypto/nft-rarity-analyzer/skills/analyzing-nft-rarity/SKILL.md,crypto,nft-rarity-analyzer,125,442,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
115,plugins/crypto/on-chain-analytics/skills/analyzing-on-chain-data/SKILL.md,crypto,on-chain-analytics,95,798,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
116,plugins/crypto/options-flow-analyzer/skills/analyzing-options-flow/SKILL.md,crypto,options-flow-analyzer,94,973,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
117,plugins/crypto/staking-rewards-optimizer/skills/optimizing-staking-rewards/SKILL.md,crypto,staking-rewards-optimizer,110,531,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
118,plugins/crypto/token-launch-tracker/skills/tracking-token-launches/SKILL.md,crypto,token-launch-tracker,160,675,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
119,plugins/crypto/trading-strategy-backtester/skills/backtesting-trading-strategies/SKILL.md,crypto,trading-strategy-backtester,178,759,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
120,plugins/crypto/wallet-security-auditor/skills/auditing-wallet-security/SKILL.md,crypto,wallet-security-auditor,204,726,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,plugins/crypto/whale-alert-monitor/skills/monitoring-whale-activity/SKILL.md,crypto,whale-alert-monitor,112,461,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
122,plugins/database/data-seeder-generator/skills/generating-database-seed-data/SKILL.md,database,data-seeder-generator,92,1029,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
123,plugins/database/data-validation-engine/skills/validating-database-integrity/SKILL.md,database,data-validation-engine,99,1036,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
124,plugins/database/database-archival-system/skills/archiving-databases/SKILL.md,database,database-archival-system,113,1127,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
125,plugins/database/database-audit-logger/skills/implementing-database-audit-logging/SKILL.md,database,database-audit-logger,140,1194,2,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0
126,plugins/database/database-backup-automator/skills/automating-database-backups/SKILL.md,database,database-backup-automator,170,680,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,plugins/database/database-cache-layer/skills/implementing-database-caching/SKILL.md,database,database-cache-layer,100,1004,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
128,plugins/database/database-connection-pooler/skills/optimizing-database-connection-pooling/SKILL.md,database,database-connection-pooler,105,987,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
129,plugins/database/database-deadlock-detector/skills/detecting-database-deadlocks/SKILL.md,database,database-deadlock-detector,97,1066,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
130,plugins/database/database-diff-tool/skills/comparing-database-schemas/SKILL.md,database,database-diff-tool,108,931,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
131,plugins/database/database-documentation-gen/skills/database-documentation-gen/SKILL.md,database,database-documentation-gen,83,880,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
132,plugins/database/database-health-monitor/skills/monitoring-database-health/SKILL.md,database,database-health-monitor,103,975,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
133,plugins/database/database-index-advisor/skills/analyzing-database-indexes/SKILL.md,database,database-index-advisor,104,1016,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
134,plugins/database/database-migration-manager/skills/managing-database-migrations/SKILL.md,database,database-migration-manager,99,972,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
135,plugins/database/database-partition-manager/skills/managing-database-partitions/SKILL.md,database,database-partition-manager,91,998,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
136,plugins/database/database-recovery-manager/skills/managing-database-recovery/SKILL.md,database,database-recovery-manager,95,966,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
137,plugins/database/database-replication-manager/skills/managing-database-replication/SKILL.md,database,database-replication-manager,97,924,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
138,plugins/database/database-schema-designer/skills/designing-database-schemas/SKILL.md,database,database-schema-designer,105,1034,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
139,plugins/database/database-security-scanner/skills/scanning-database-security/SKILL.md,database,database-security-scanner,101,952,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
140,plugins/database/database-sharding-manager/skills/managing-database-sharding/SKILL.md,database,database-sharding-manager,89,884,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
141,plugins/database/database-transaction-monitor/skills/monitoring-database-transactions/SKILL.md,database,database-transaction-monitor,83,833,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
142,plugins/database/nosql-data-modeler/skills/modeling-nosql-data/SKILL.md,database,nosql-data-modeler,85,918,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
143,plugins/database/orm-code-generator/skills/generating-orm-code/SKILL.md,database,orm-code-generator,95,847,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
144,plugins/database/query-performance-analyzer/skills/analyzing-query-performance/SKILL.md,database,query-performance-analyzer,89,917,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
145,plugins/database/sql-query-optimizer/skills/optimizing-sql-queries/SKILL.md,database,sql-query-optimizer,89,980,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
146,plugins/database/stored-procedure-generator/skills/generating-stored-procedures/SKILL.md,database,stored-procedure-generator,269,883,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,plugins/design/wondelai-design-everyday-things/skills/design-everyday-things/SKILL.md,design,wondelai-design-everyday-things,502,3112,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
148,plugins/design/wondelai-hooked-ux/skills/hooked-ux/SKILL.md,design,wondelai-hooked-ux,353,2930,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
149,plugins/design/wondelai-ios-hig-design/skills/ios-hig-design/SKILL.md,design,wondelai-ios-hig-design,402,3579,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
150,plugins/design/wondelai-refactoring-ui/skills/refactoring-ui/SKILL.md,design,wondelai-refactoring-ui,352,2932,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
151,plugins/design/wondelai-top-design/skills/top-design/SKILL.md,design,wondelai-top-design,494,5584,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
152,plugins/design/wondelai-ux-heuristics/skills/ux-heuristics/SKILL.md,design,wondelai-ux-heuristics,349,3096,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
153,plugins/design/wondelai-web-typography/skills/web-typography/SKILL.md,design,wondelai-web-typography,443,4120,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
