Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
replit-custom-domain,"Frontend developers, Product managers, Marketing teams","Configure custom domains for Replit deployments with SSL certificates and DNS management","replit domain, replit custom URL, replit SSL, replit DNS, replit branding","Claude Code skill; Replit platform; browser/cloud development","Custom domain configured, SSL certificate active, DNS records verified","Professional branding, improved SEO, trusted user experience","Custom domain live with SSL in under 30 minutes","true","operations","plugins/saas-packs/replit-pack/skills/replit-custom-domain/","Read, Write, Edit, Bash(curl:*), Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-upgrade-migration,"Tech leads, Platform engineers, Senior developers","Migrate between Replit tiers, handle breaking changes, and update deprecated features gracefully","upgrade replit, replit migration, replit tier change, replit breaking changes","Claude Code skill; Replit platform; browser/cloud development","Tier upgraded, breaking changes resolved, feature parity maintained","Smooth tier transitions, reduced upgrade-related incidents","Complete tier upgrades with zero application downtime","true","operations","plugins/saas-packs/replit-pack/skills/replit-upgrade-migration/","Read, Write, Edit, Bash(npm:*), Bash(git:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-github-integration,"DevOps engineers, Open source maintainers, Teams","Configure GitHub integration for two-way sync, PR previews, and automated deployments from repositories","replit github, replit git sync, replit repo, replit version control, replit PR","Claude Code skill; Replit platform; browser/cloud development","GitHub repo connected, bidirectional sync working, PR deployments configured","Familiar Git workflows, team collaboration, version history","Connect GitHub and deploy on PR in under 15 minutes","true","cicd","plugins/saas-packs/replit-pack/skills/replit-github-integration/","Read, Write, Edit, Bash(git:*), Bash(gh:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-deployments,"DevOps engineers, Full-stack developers, Production operators","Deploy Replit projects to production with autoscaling, health checks, and zero-downtime updates","replit deploy, replit production, replit launch, replit release, replit autoscale","Claude Code skill; Replit platform; browser/cloud development","Production deployment active, autoscaling configured, health checks passing","Production-ready hosting, reduced infrastructure complexity","Deploy to production with autoscaling in under 10 minutes","true","cicd","plugins/saas-packs/replit-pack/skills/replit-deployments/","Read, Write, Edit, Bash(curl:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-testing-workflow,"QA engineers, Test-driven developers, Teams","Implement testing workflows with unit tests, integration tests, and automated test runs on Replit","replit tests, replit testing, replit TDD, replit CI, replit automated tests","Claude Code skill; Replit platform; browser/cloud development","Test suite configured, automated runs on save, coverage reports available","Improved code quality, faster bug detection, confident deployments","100% automated test coverage for critical paths","true","cicd","plugins/saas-packs/replit-pack/skills/replit-testing-workflow/","Read, Write, Edit, Bash(npm:*), Bash(pip:*), Bash(pytest:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-nix-configuration,"DevOps engineers, Platform engineers, Advanced users","Configure Nix packages and system dependencies for reproducible Replit environments","replit nix, replit packages, replit system deps, replit.nix, replit environment","Claude Code skill; Replit platform; browser/cloud development","replit.nix configured, system packages installed, reproducible environment","Consistent environments across team, complex dependency management","Configure custom Nix environment in under 15 minutes","true","cicd","plugins/saas-packs/replit-pack/skills/replit-nix-configuration/","Read, Write, Edit, Bash(nix:*), Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-performance-tuning,"Performance engineers, Senior developers","Optimize Replit application performance with caching, lazy loading, and resource optimization strategies","replit performance, replit slow, optimize replit, replit speed, replit latency","Claude Code skill; Replit platform; browser/cloud development","Reduced response times, caching configured, optimized resource usage","Improved user experience, reduced resource costs","50% improvement in response time through optimization","true","cicd","plugins/saas-packs/replit-pack/skills/replit-performance-tuning/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-cost-optimization,"FinOps engineers, Team leads, Budget managers","Optimize Replit costs through tier selection, resource rightsizing, and usage monitoring with alerts","replit cost, replit billing, reduce replit costs, replit pricing, replit budget","Claude Code skill; Replit platform; browser/cloud development","Optimized tier selection, usage monitoring, budget alerts configured","Reduced cloud costs, predictable billing, optimized spending","30% cost reduction through tier optimization and rightsizing","true","cicd","plugins/saas-packs/replit-pack/skills/replit-cost-optimization/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-team-management,"Engineering managers, Team leads, Org administrators","Configure Replit Teams with member roles, permissions, shared secrets, and collaborative workflows","replit teams, replit organization, replit permissions, replit collaboration, replit roles","Claude Code skill; Replit platform; browser/cloud development","Team created, roles assigned, shared resources configured, permissions enforced","Centralized team management, secure collaboration, streamlined onboarding","Team of 10 fully onboarded with permissions in under 1 hour","true","enterprise","plugins/saas-packs/replit-pack/skills/replit-team-management/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-edu-classroom,"Educators, Teaching assistants, Bootcamp instructors","Configure Replit for Education with classroom management, assignments, and automated grading","replit education, replit classroom, replit assignments, replit students, replit grading","Claude Code skill; Replit platform; browser/cloud development","Classroom created, assignments distributed, auto-grading configured, student progress visible","Streamlined education delivery, automated assessment, student engagement","Full classroom setup with 30 students in under 30 minutes","true","enterprise","plugins/saas-packs/replit-pack/skills/replit-edu-classroom/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-observability,"SREs, DevOps engineers, Production operators","Set up comprehensive observability with logging, metrics, and external monitoring integrations","replit monitoring, replit logs, replit metrics, replit observability, replit alerts","Claude Code skill; Replit platform; browser/cloud development","Logging configured, metrics exported, external monitoring connected, alerts active","Faster incident detection, improved MTTR, proactive issue resolution","<5 minute detection time for production incidents","true","enterprise","plugins/saas-packs/replit-pack/skills/replit-observability/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-security-audit,"Security engineers, Compliance officers, Tech leads","Perform security audit of Replit projects including secrets scanning, dependency audit, and access review","replit security, replit audit, replit vulnerabilities, secure replit, replit compliance","Claude Code skill; Replit platform; browser/cloud development","Security scan complete, vulnerabilities documented, remediation plan created","Reduced security risk, compliance readiness, protected user data","Zero critical vulnerabilities in production deployments","true","enterprise","plugins/saas-packs/replit-pack/skills/replit-security-audit/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-bounty-hunting,"Freelance developers, Side project builders, Entrepreneurs","Find, bid on, and complete Replit Bounties for paid development work within the platform","replit bounties, replit freelance, replit paid work, replit gigs, earn on replit","Claude Code skill; Replit platform; browser/cloud development","Bounty discovered, proposal submitted, work completed, payment received","Monetized skills, portfolio building, client acquisition","Complete first paid bounty within 1 week of starting","true","enterprise","plugins/saas-packs/replit-pack/skills/replit-bounty-hunting/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-multiplayer-collab,"Teams, Pair programmers, Educators","Configure real-time multiplayer coding sessions with voice chat, cursors, and collaborative editing","replit multiplayer, replit collaboration, replit pair programming, replit live coding","Claude Code skill; Replit platform; browser/cloud development","Multiplayer session active, voice chat working, real-time sync confirmed","Enhanced team collaboration, real-time code review, remote pair programming","Launch multiplayer session with full features in under 2 minutes","true","enterprise","plugins/saas-packs/replit-pack/skills/replit-multiplayer-collab/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-agent-advanced,"Power users, Product builders, Rapid prototypers","Use advanced Replit Agent features including multi-step projects, database integration, and deployment automation","replit agent advanced, replit AI power user, complex replit agent, agent full stack","Claude Code skill; Replit platform; browser/cloud development","Multi-component application built, database integrated, automatically deployed","Rapid full-stack development, reduced time to market, AI-augmented productivity","Build and deploy full-stack app with Agent in under 1 hour","true","advanced","plugins/saas-packs/replit-pack/skills/replit-agent-advanced/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-ghostwriter-mastery,"Developers, Students, Productivity optimizers","Master Replit Ghostwriter AI for code completion, generation, explanation, and transformation","replit ghostwriter, replit AI assistant, replit code completion, replit explain code","Claude Code skill; Replit platform; browser/cloud development","Ghostwriter enabled, keybindings configured, context-aware completions working","Faster coding, reduced cognitive load, learning acceleration","Double coding speed through effective Ghostwriter usage","true","advanced","plugins/saas-packs/replit-pack/skills/replit-ghostwriter-mastery/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-extensions-dev,"Plugin developers, Platform contributors, Power users","Build custom Replit extensions to extend IDE functionality with custom panels, commands, and integrations","replit extensions, replit plugin, replit custom tool, extend replit, replit addon","Claude Code skill; Replit platform; browser/cloud development","Extension scaffold created, custom functionality implemented, published to Replit","Platform customization, team-specific tooling, community contribution","Build and publish first extension in under 2 hours","true","advanced","plugins/saas-packs/replit-pack/skills/replit-extensions-dev/","Read, Write, Edit, Bash(npm:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-api-integration,"Backend developers, Integration engineers, Automation builders","Integrate Replit API for programmatic control of Repls, deployments, and team management","replit API, replit programmatic, replit automation, replit headless, replit SDK","Claude Code skill; Replit platform; local/cloud development","API authentication configured, CRUD operations on Repls working, automation scripts functional","Programmatic infrastructure control, CI/CD integration, automated workflows","Full API integration with create/deploy automation in 1 hour","true","advanced","plugins/saas-packs/replit-pack/skills/replit-api-integration/","Read, Write, Edit, Bash(curl:*), Bash(npm:*)","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-reliability-patterns,"SREs, Platform engineers, Production architects","Implement reliability patterns including graceful degradation, health checks, and disaster recovery for Replit apps","replit reliability, replit resilience, replit high availability, replit DR, replit failover","Claude Code skill; Replit platform; browser/cloud development","Health checks configured, graceful degradation implemented, recovery procedures documented","99.9% uptime, graceful handling of failures, quick recovery","Zero cascading failures with documented recovery under 15 minutes","true","advanced","plugins/saas-packs/replit-pack/skills/replit-reliability-patterns/","Read, Write, Edit","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
replit-known-pitfalls,"All Replit developers, Code reviewers, Mentors","Identify and avoid top 10 common Replit anti-patterns including resource leaks, public secrets, and port conflicts","replit mistakes, replit anti-patterns, replit pitfalls, replit what not to do, replit gotchas","Claude Code skill; Replit platform; browser/cloud development","Anti-patterns identified, fixes prioritized and implemented, prevention measures in place","Reduced production incidents, improved code quality, faster onboarding","Eliminate 100% of common pitfalls in new projects","true","advanced","plugins/saas-packs/replit-pack/skills/replit-known-pitfalls/","Read, Grep","1.0.0","MIT","Jeremy Longshore <jeremy@intentsolutions.io>"
