Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
sentry-ci-integration,"DevOps engineers, Platform engineers, Release managers","Integrate Sentry with CI/CD pipelines for automated releases and source maps","sentry github actions, sentry CI, sentry pipeline, automate sentry releases","Claude Code skill; Sentry SDK; application monitoring","CI/CD workflow configured, source maps uploaded automatically, releases created on deploy","Automated release tracking, no manual source map uploads, consistent release management","Automate Sentry releases in CI/CD pipeline",true,cicd,plugins/saas-packs/sentry-pack/skills/sentry-ci-integration/,"Read, Write, Edit, Bash(gh:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-deploy-integration,"DevOps engineers, SREs, Platform engineers","Track deployments and releases in Sentry with release health monitoring","sentry deploy tracking, sentry release health, track deployments sentry, sentry deployment notification","Claude Code skill; Sentry SDK; application monitoring","Deployment tracking enabled, release health metrics available, multi-environment deploys working","Deployment visibility, release comparison capability, faster rollback decisions","Enable deployment tracking with release health monitoring",true,cicd,plugins/saas-packs/sentry-pack/skills/sentry-deploy-integration/,"Read, Write, Edit, Bash(sentry-cli:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-release-management,"DevOps engineers, Release managers, Backend developers","Manage Sentry releases and associate commits with proper versioning","sentry release, sentry commits, manage sentry versions, sentry release workflow","Claude Code skill; Sentry SDK; application monitoring","Releases created with commits, source maps uploaded, suspect commits visible for issues","Better issue attribution, faster root cause analysis, improved release tracking","Implement complete release management workflow",true,cicd,plugins/saas-packs/sentry-pack/skills/sentry-release-management/,"Read, Write, Edit, Bash(sentry-cli:*), Bash(git:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-performance-tuning,"Performance engineers, Backend developers, SREs","Optimize Sentry performance monitoring configuration for production","sentry performance optimize, tune sentry tracing, sentry overhead, improve sentry performance","Claude Code skill; Sentry SDK; application monitoring","Optimized sample rates, reduced SDK overhead, meaningful transaction names, efficient span creation","Balanced performance monitoring vs overhead, cost-effective tracing, actionable performance data","Optimize performance monitoring for production workloads",true,cicd,plugins/saas-packs/sentry-pack/skills/sentry-performance-tuning/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-cost-tuning,"FinOps engineers, DevOps engineers, Engineering managers","Optimize Sentry costs and event volume through sampling and filtering","reduce sentry costs, sentry billing, sentry quota, optimize sentry spend","Claude Code skill; Sentry SDK; application monitoring","Reduced event volume, optimized sampling, disabled unused features, cost monitoring in place","Predictable Sentry billing, cost savings, maintained monitoring quality","Reduce Sentry costs by 50% while maintaining monitoring coverage",true,cicd,plugins/saas-packs/sentry-pack/skills/sentry-cost-tuning/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-reference-architecture,"Architects, Tech leads, Senior engineers","Best-practice Sentry architecture patterns for enterprise integration","sentry architecture, sentry best practices, design sentry integration, sentry project structure","Claude Code skill; Sentry SDK; application monitoring","Centralized config module, consistent error handling patterns, distributed tracing architecture, team-based alert routing","Standardized monitoring across teams, scalable architecture, improved collaboration","Design and implement enterprise-grade Sentry architecture",true,cicd,plugins/saas-packs/sentry-pack/skills/sentry-reference-architecture/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-multi-env-setup,"DevOps engineers, Platform engineers, Backend developers","Configure Sentry across multiple environments with proper isolation","sentry environments, sentry staging setup, multi-environment sentry, sentry dev vs prod","Claude Code skill; Sentry SDK; application monitoring","Environment-specific sample rates, proper DSN management, environment filtering in dashboard, per-environment alerts","Environment isolation, noise reduction, appropriate monitoring per stage","Configure Sentry for dev/staging/production with proper separation",true,enterprise,plugins/saas-packs/sentry-pack/skills/sentry-multi-env-setup/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-observability,"DevOps engineers, SREs, Platform engineers","Integrate Sentry with observability stack including logging and metrics","sentry observability, sentry logging integration, sentry metrics, sentry datadog integration","Claude Code skill; Sentry SDK; application monitoring","Logging integration configured, metrics correlation working, APM tool integration, unified observability dashboard","Single pane of glass for observability, correlated debugging, faster incident resolution","Integrate Sentry into broader observability ecosystem",true,enterprise,plugins/saas-packs/sentry-pack/skills/sentry-observability/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-incident-runbook,"SREs, On-call engineers, Incident commanders","Incident response procedures using Sentry for investigation and triage","sentry incident response, sentry triage, investigate sentry error, sentry runbook","Claude Code skill; Sentry SDK; application monitoring","Incident severity classification, triage checklist completed, common issue patterns documented, postmortem template","Faster incident resolution, consistent triage process, improved post-incident learning","Establish incident response procedures using Sentry",true,enterprise,plugins/saas-packs/sentry-pack/skills/sentry-incident-runbook/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-data-handling,"Security engineers, Compliance officers, DevOps engineers","Handle sensitive data properly in Sentry with PII scrubbing and GDPR compliance","sentry pii, sentry gdpr, sentry data privacy, scrub sensitive data sentry","Claude Code skill; Sentry SDK; application monitoring","PII scrubbing configured, GDPR compliance checklist completed, data retention set, IP anonymization enabled","Regulatory compliance, reduced liability, improved data privacy","Implement compliant data handling in Sentry",true,enterprise,plugins/saas-packs/sentry-pack/skills/sentry-data-handling/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-enterprise-rbac,"Security engineers, Platform administrators, Engineering managers","Configure enterprise role-based access control in Sentry with SSO and SCIM","sentry rbac, sentry permissions, sentry team access, sentry sso setup","Claude Code skill; Sentry SDK; application monitoring","Team structure configured, SSO integration working, SCIM provisioning enabled, API token management in place","Secure access control, automated user provisioning, audit compliance","Implement enterprise RBAC with SSO integration",true,enterprise,plugins/saas-packs/sentry-pack/skills/sentry-enterprise-rbac/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-migration-deep-dive,"Platform engineers, Tech leads, DevOps engineers","Migrate to Sentry from other error tracking tools like Rollbar or Bugsnag","migrate to sentry, sentry migration, switch from rollbar to sentry, replace bugsnag with sentry","Claude Code skill; Sentry SDK; application monitoring","Migration plan executed, old SDK removed, alert configurations migrated, team trained","Zero monitoring downtime during migration, feature parity achieved, cost optimization","Complete migration from legacy error tracking tool to Sentry",true,enterprise,plugins/saas-packs/sentry-pack/skills/sentry-migration-deep-dive/,"Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-advanced-troubleshooting,"Senior engineers, SREs, Support engineers","Advanced Sentry troubleshooting techniques for complex issues","sentry not working, debug sentry, sentry events missing, fix sentry issues","Claude Code skill; Sentry SDK; application monitoring","Root cause identified, diagnostic script executed, complex issues resolved, documentation updated","Reduced escalations, faster resolution of edge cases, improved team knowledge","Diagnose and resolve complex Sentry SDK and configuration issues",true,advanced,plugins/saas-packs/sentry-pack/skills/sentry-advanced-troubleshooting/,"Read, Write, Edit, Grep, Bash",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-load-scale,"Platform engineers, SREs, Performance engineers","Scale Sentry for high-traffic applications handling millions of events","sentry high traffic, scale sentry, sentry high volume, sentry millions events","Claude Code skill; Sentry SDK; application monitoring","Adaptive sampling implemented, resource optimization complete, quota management in place, multi-region deployment working","Cost-effective at scale, maintained visibility, no performance degradation","Scale Sentry for high-volume production workloads",true,advanced,plugins/saas-packs/sentry-pack/skills/sentry-load-scale/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-reliability-patterns,"Platform engineers, SREs, Senior developers","Build reliable Sentry integrations with graceful degradation and failover","sentry reliability, sentry failover, sentry sdk failure handling, resilient sentry setup","Claude Code skill; Sentry SDK; application monitoring","Graceful degradation implemented, circuit breaker pattern in place, offline queue working, health checks configured","No application failures due to Sentry issues, reliable error capture, resilient monitoring","Implement reliable Sentry integration that handles failures gracefully",true,advanced,plugins/saas-packs/sentry-pack/skills/sentry-reliability-patterns/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-policy-guardrails,"Platform administrators, Security engineers, Tech leads","Implement governance and policy guardrails for Sentry usage","sentry governance, sentry standards, sentry policy, enforce sentry configuration","Claude Code skill; Sentry SDK; application monitoring","Shared configuration package created, compliance enforcement in place, audit script running, naming standards enforced","Standardized monitoring across organization, compliance achieved, reduced configuration drift","Establish organizational policies and guardrails for Sentry usage",true,advanced,plugins/saas-packs/sentry-pack/skills/sentry-policy-guardrails/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-architecture-variants,"Architects, Tech leads, Platform engineers","Sentry architecture patterns for different application types including serverless and microservices","sentry monolith setup, sentry microservices, sentry serverless, sentry architecture pattern","Claude Code skill; Sentry SDK; application monitoring","Architecture-appropriate setup, distributed tracing working, proper project structure, event-driven integration","Scalable monitoring architecture, proper isolation, efficient resource usage","Implement Sentry architecture appropriate for application type",true,advanced,plugins/saas-packs/sentry-pack/skills/sentry-architecture-variants/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
sentry-known-pitfalls,"All developers, DevOps engineers, SREs","Common Sentry pitfalls and how to avoid them","sentry mistakes, sentry pitfalls, sentry common issues, sentry anti-patterns","Claude Code skill; Sentry SDK; application monitoring","Pitfall checklist reviewed, anti-patterns avoided, best practices implemented, configuration verified","Reduced debugging time, fewer monitoring issues, improved team knowledge","Avoid common Sentry pitfalls and implement best practices",true,advanced,plugins/saas-packs/sentry-pack/skills/sentry-known-pitfalls/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
