Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
klingai-reference-architecture,Solutions architect,Production-ready reference architecture for Kling AI platforms,When designing scalable video generation systems,Cloud infrastructure design phase,Complete architecture with microservices design,Scalable and maintainable video platform,Design production video platform architecture,Yes,enterprise,plugins/saas-packs/klingai-pack/skills/klingai-reference-architecture/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-team-setup,Team lead or admin,Configure Kling AI for team and organization use,When setting up shared access or managing teams,Organization settings and admin panel,Role-based access with project isolation,Organized team collaboration on video projects,Set up team access and permissions,Yes,enterprise,plugins/saas-packs/klingai-pack/skills/klingai-team-setup/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-cost-controls,Finance or operations lead,Implement cost controls and budget management,When managing spending limits or preventing overruns,Cost tracking and budgeting systems,Budget enforcement preventing overruns,Controlled spending within approved limits,Control video generation costs,Yes,enterprise,plugins/saas-packs/klingai-pack/skills/klingai-cost-controls/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-usage-analytics,Data analyst or operations,Build usage analytics and reporting for Kling AI,When tracking generation patterns or creating dashboards,Analytics and reporting systems,Comprehensive usage metrics and dashboards,Data-driven optimization of video operations,Analyze and report on video generation usage,Yes,enterprise,plugins/saas-packs/klingai-pack/skills/klingai-usage-analytics/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-content-policy,Compliance or content team,Implement content policy compliance for Kling AI,When ensuring content meets guidelines,Content moderation and filtering systems,Blocked policy-violating content,Compliant and safe video generation,Ensure content policy compliance,Yes,enterprise,plugins/saas-packs/klingai-pack/skills/klingai-content-policy/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-audit-logging,Security or compliance team,Implement comprehensive audit logging for operations,When tracking usage or preparing for audits,Logging and audit infrastructure,Complete audit trail with integrity verification,Compliance-ready audit documentation,Enable comprehensive audit logging,Yes,enterprise,plugins/saas-packs/klingai-pack/skills/klingai-audit-logging/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-compliance-review,Compliance officer,Conduct compliance reviews for Kling AI integrations,When preparing for audits or reviewing security,Compliance assessment framework,Documented compliance status with remediation plan,Audit-ready compliance posture,Assess and document compliance status,Yes,enterprise,plugins/saas-packs/klingai-pack/skills/klingai-compliance-review/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-image-to-video,Content creator or developer,Generate videos from static images using Kling AI,When animating images or creating motion from stills,Kling AI API with image-to-video endpoint,Animated video from static image with controlled motion,Creative content from existing image assets,Animate static images into videos,Yes,advanced,plugins/saas-packs/klingai-pack/skills/klingai-image-to-video/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-video-extension,Content creator,Extend video duration using Kling AI continuation features,When creating longer videos from shorter clips,Kling AI API with video extension endpoint,Seamlessly extended video with consistent style,Longer content from shorter generations,Create longer videos through extension,Yes,advanced,plugins/saas-packs/klingai-pack/skills/klingai-video-extension/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-camera-control,Filmmaker or content creator,Control camera movements in Kling AI video generation,When creating cinematic effects or dynamic shots,Kling AI API with camera motion parameters,Professional camera movements in generated videos,Cinematic quality video content,Master camera motion in video generation,Yes,advanced,plugins/saas-packs/klingai-pack/skills/klingai-camera-control/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-style-transfer,Creative director or designer,Apply artistic styles to Kling AI video generation,When creating stylized videos or matching brand aesthetics,Kling AI API with style parameters,Consistent artistic style across generated videos,Brand-aligned visual content,Apply artistic styles to videos,Yes,advanced,plugins/saas-packs/klingai-pack/skills/klingai-style-transfer/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-performance-tuning,Performance engineer,Optimize Kling AI performance for speed and quality,When improving generation times or enhancing output,Performance testing and optimization environment,Measurable improvement in generation performance,Cost-effective high-quality video production,Optimize generation performance,Yes,advanced,plugins/saas-packs/klingai-pack/skills/klingai-performance-tuning/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
klingai-known-pitfalls,Developer troubleshooting,Avoid common mistakes when using Kling AI,When troubleshooting issues or learning best practices,Development and production environments,Avoided common mistakes and implemented best practices,Reduced errors and improved reliability,Prevent common implementation mistakes,Yes,advanced,plugins/saas-packs/klingai-pack/skills/klingai-known-pitfalls/SKILL.md,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
