Name,Who,What,When,Where,Definition_of_Success_Technical,Definition_of_Success_Business,Target_Goal,Production,Category,Path,Allowed_Tools,Version,License,Author
ideogram-deploy-pipeline,"DevOps engineers, Platform engineers, AI engineers","Build deployment pipeline for Ideogram-powered applications","ideogram deployment, deploy ideogram app, ideogram production pipeline, ideogram release","Claude Code skill; Ideogram API; AI image generation","Deployment automation working, rollback procedures in place, monitoring configured, secrets rotation enabled","Reliable deployments, fast rollbacks, zero-downtime updates","Implement production deployment pipeline for Ideogram applications",true,cicd,plugins/saas-packs/ideogram-pack/skills/ideogram-deploy-pipeline/,"Read, Write, Edit, Bash(gh:*), Bash(docker:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-prod-checklist,"DevOps engineers, SREs, Release managers","Production deployment checklist for Ideogram integration","ideogram production, deploy ideogram, ideogram checklist, ideogram go-live","Claude Code skill; Ideogram API; AI image generation","All checklist items verified, rate limits configured, caching enabled, monitoring active, security settings applied","Smooth production deployment, reduced post-deploy issues, complete integration coverage","Complete production-readiness verification before deployment",true,cicd,plugins/saas-packs/ideogram-pack/skills/ideogram-prod-checklist/,"Read, Grep, Bash(curl:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-upgrade-migration,"Backend developers, DevOps engineers, AI engineers","Upgrade Ideogram API version and migrate between API changes","upgrade ideogram, ideogram migration, update ideogram api, ideogram breaking changes","Claude Code skill; Ideogram API; AI image generation","Successfully upgraded API version, handled breaking changes, verified functionality post-upgrade, prompts migrated","Maintained service during upgrade, access to new features, improved capabilities","Complete API upgrade with zero service downtime",true,cicd,plugins/saas-packs/ideogram-pack/skills/ideogram-upgrade-migration/,"Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-observability,"DevOps engineers, SREs, Platform engineers","Implement observability for Ideogram API usage including metrics and logging","ideogram monitoring, ideogram metrics, track ideogram usage, ideogram observability","Claude Code skill; Ideogram API; AI image generation","Request logging configured, cost metrics tracked, generation quality metrics captured, alerts configured","Full visibility into API usage, cost tracking, quality monitoring, proactive issue detection","Implement comprehensive observability for Ideogram usage",true,enterprise,plugins/saas-packs/ideogram-pack/skills/ideogram-observability/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-cost-tuning,"FinOps engineers, Engineering managers, DevOps engineers","Optimize Ideogram API costs through caching, resolution management, and usage patterns","reduce ideogram costs, ideogram billing, ideogram budget, optimize ideogram spend","Claude Code skill; Ideogram API; AI image generation","Caching implemented, resolution strategy optimized, usage patterns analyzed, cost monitoring in place","Predictable Ideogram billing, cost savings, maintained quality at lower cost","Reduce Ideogram costs by 40% while maintaining output quality",true,enterprise,plugins/saas-packs/ideogram-pack/skills/ideogram-cost-tuning/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-load-scale,"Platform engineers, SREs, Performance engineers","Scale Ideogram integration for high-volume applications handling thousands of requests","ideogram high traffic, scale ideogram, ideogram high volume, ideogram enterprise scale","Claude Code skill; Ideogram API; AI image generation","Queue system implemented, rate limit management working, caching strategy optimized, parallel processing enabled","Cost-effective at scale, maintained quality, no rate limit issues, predictable throughput","Scale Ideogram for high-volume production workloads",true,enterprise,plugins/saas-packs/ideogram-pack/skills/ideogram-load-scale/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-team-management,"Engineering managers, Platform administrators, Team leads","Configure team access and usage policies for shared Ideogram resources","ideogram team access, ideogram permissions, ideogram usage policy, ideogram team setup","Claude Code skill; Ideogram API; AI image generation","Team API key management configured, usage quotas per team, audit logging enabled, cost allocation working","Controlled team access, fair usage allocation, cost accountability, audit compliance","Implement team-based Ideogram access with usage policies",true,enterprise,plugins/saas-packs/ideogram-pack/skills/ideogram-team-management/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-reference-architecture,"Architects, Tech leads, Senior engineers","Best-practice Ideogram architecture patterns for enterprise integration","ideogram architecture, ideogram best practices, design ideogram integration, ideogram system design","Claude Code skill; Ideogram API; AI image generation","Clean service architecture, consistent API wrapper patterns, proper abstraction layers, scalable design implemented","Standardized integration across teams, maintainable codebase, scalable architecture","Design and implement enterprise-grade Ideogram architecture",true,enterprise,plugins/saas-packs/ideogram-pack/skills/ideogram-reference-architecture/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-advanced-troubleshooting,"Senior engineers, SREs, Support engineers","Advanced Ideogram troubleshooting techniques for complex API and quality issues","ideogram not working, debug ideogram, ideogram quality issues, fix ideogram problems","Claude Code skill; Ideogram API; AI image generation","Root cause identified, diagnostic procedures executed, complex issues resolved, documentation updated","Reduced escalations, faster resolution of edge cases, improved team knowledge","Diagnose and resolve complex Ideogram API and output quality issues",true,advanced,plugins/saas-packs/ideogram-pack/skills/ideogram-advanced-troubleshooting/,"Read, Write, Edit, Grep, Bash(curl:*)",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-debug-bundle,"DevOps engineers, Support engineers, SREs","Collect debug information for Ideogram support tickets and issue diagnosis","ideogram debug info, ideogram support ticket, gather ideogram diagnostics, ideogram debug bundle","Claude Code skill; Ideogram API; AI image generation","Comprehensive debug bundle with API version, request/response logs, error details, and configuration snapshot","Faster support resolution, better communication with support, reduced troubleshooting time","Generate complete diagnostic bundle for support requests",true,advanced,plugins/saas-packs/ideogram-pack/skills/ideogram-debug-bundle/,"Read, Bash(curl:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-model-comparison,"AI engineers, Designers, Product managers","Compare Ideogram models and versions for optimal use case matching","ideogram models, ideogram version comparison, choose ideogram model, ideogram model selection","Claude Code skill; Ideogram API; AI image generation","Model comparison matrix created, use case recommendations documented, A/B testing framework established, cost-quality tradeoffs analyzed","Optimal model selection per use case, cost efficiency, quality optimization","Evaluate and select appropriate Ideogram models for each use case",true,advanced,plugins/saas-packs/ideogram-pack/skills/ideogram-model-comparison/,"Read, Write, Edit, Bash(curl:*), Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
ideogram-reliability-patterns,"Platform engineers, SREs, Senior developers","Build reliable Ideogram integrations with graceful degradation and failover","ideogram reliability, ideogram failover, ideogram retry handling, resilient ideogram setup","Claude Code skill; Ideogram API; AI image generation","Graceful degradation implemented, retry logic with backoff in place, fallback strategies working, health checks configured","No application failures due to API issues, reliable image generation, resilient service","Implement reliable Ideogram integration that handles failures gracefully",true,advanced,plugins/saas-packs/ideogram-pack/skills/ideogram-reliability-patterns/,"Read, Write, Edit, Grep",1.0.0,MIT,Jeremy Longshore <jeremy@intentsolutions.io>
